"Rank","Week","Offense","Defense","Week","Date","Quarter","Time","Down","Distance","Description","Box Scores"
"","8.00","NO","IND","8","2023-10-29","4","3:05","2","9","(3:05) (Shotgun) PENALTY on NO-83-J.Johnson, False Start, 5 yards, enforced at NO 34 - No Play.","Box Score"
"","8.00","NO","IND","8","2023-10-29","4","3:05","2","4","(3:05) (No Huddle, Shotgun) PENALTY on NO-73-M.Garcia, False Start, 5 yards, enforced at NO 39 - No Play.","Box Score"
"","8.00","NO","IND","8","2023-10-29","4","11:12","2","1","(11:12) (Shotgun) 67-L.Young, 70-T.Penning and 99-K.Saunders reported in as eligible.  PENALTY on NO-78-E.McCoy, False Start, 4 yards, enforced at IND 1 - No Play.","Box Score"
"","8.00","NO","IND","8","2023-10-29","2","7:50","1","10","(7:50) 25-K.Miller left guard to IND 25 for 3 yards (44-Z.Franklin, 98-M.Agim). PENALTY on IND-54-D.Odeyingbo, Defensive Holding, 5 yards, enforced at IND 25.","Box Score"
"","8.00","IND","NO","8","2023-10-29","2","12:25","2","5","(12:25) (Shotgun) 21-Z.Moss left tackle to NO 14 for -2 yards (56-D.Davis, 96-C.Granderson). PENALTY on NO-96-C.Granderson, Face Mask, 6 yards, enforced at NO 12 - No Play.","Box Score"
"","8.00","IND","NO","8","2023-10-29","1","7:05","4","6","(7:05) 7-M.Gay 33 yard field goal is GOOD, NULLIFIED by Penalty, Center-46-L.Rhodes, Holder-8-R.Sanchez. PENALTY on NO-90-B.Bresee, Illegal Formation, 5 yards, enforced at NO 15 - No Play.","Box Score"
"","8.00","IND","NO","8","2023-10-29","1","7:21","4","1","(7:21) (No Huddle) PENALTY on IND, Delay of Game, 5 yards, enforced at NO 10 - No Play.","Box Score"
"","8.00","NE","MIA","8","2023-10-29","4","12:19","1","10","(12:19) (No Huddle, Shotgun) 10-M.Jones pass short left to 81-D.Douglas to MIA 38 for 5 yards (21-D.Elliott). PENALTY on NE-68-A.Mafi, Ineligible Downfield Pass, 5 yards, enforced at MIA 43 - No Play.","Box Score"
"","8.00","MIA","NE","8","2023-10-29","3","4:09","1","10","(4:09) (Shotgun) 1-T.Tagovailoa pass short middle to 81-D.Smythe to MIA 27 for 7 yards (48-Ja.Tavai). PENALTY on MIA-65-R.Jones, Offensive Holding, 10 yards, enforced at MIA 20 - No Play.","Box Score"
"","8.00","NE","MIA","8","2023-10-29","2","13:44","4","16","(13:44) (Punt formation) PENALTY on NE-49-J.Cardona, False Start, 5 yards, enforced at NE 19 - No Play.","Box Score"
"","8.00","GB","MIN","8","2023-10-29","3","3:23","3","1","(3:23) (Shotgun) PENALTY on MIN-90-J.Bullard, Neutral Zone Infraction, 0 yards, enforced at MIN 1 - No Play.","Box Score"
"","8.00","GB","MIN","8","2023-10-29","2","0:05","2","10","(:05) 17-A.Carlson 35 yard field goal is No Good, Hit Right Upright, Center-42-M.Orzech, Holder-19-D.Whelan. PENALTY on MIN-20-J.Ward, Defensive Offside, 5 yards, enforced at MIN 17 - No Play.","Box Score"
"","8.00","GB","MIN","8","2023-10-29","2","2:31","1","5","(2:31) (Shotgun) 10-J.Love pass incomplete short left to 88-L.Musgrave. PENALTY on GB-9-C.Watson, Offensive Pass Interference, 10 yards, enforced at 50 - No Play.","Box Score"
"","8.00","GB","MIN","8","2023-10-29","2","9:34","2","6","(9:34) (Shotgun) 33-A.Jones up the middle to GB 49 for 5 yards (22-H.Smith). PENALTY on GB-76-J.Runyan, Offensive Holding, 10 yards, enforced at GB 44 - No Play.","Box Score"
"","8.00","MIN","GB","8","2023-10-29","2","14:53","1","10","(14:53) 8-K.Cousins pass short middle to 2-A.Mattison to MIN 26 for 6 yards (95-D.Wyatt; 7-Q.Walker). PENALTY on GB-29-R.Douglas, Illegal Use of Hands, 5 yards, enforced at MIN 20 - No Play.","Box Score"
"","8.00","MIN","GB","8","2023-10-29","1","4:54","1","10","(4:54) 8-K.Cousins pass incomplete deep right to 3-J.Addison. PENALTY on GB-55-K.Enagbare, Roughing the Passer, 15 yards, enforced at MIN 49 - No Play.","Box Score"
"","8.00","GB","MIN","8","2023-10-29","1","12:49","4","1","(12:49) (Punt formation) PENALTY on GB-35-C.Ballentine, False Start, 5 yards, enforced at GB 28 - No Play.","Box Score"
"","8.00","GB","MIN","8","2023-10-29","1","13:37","3","5","(13:37) (Shotgun) 10-J.Love pass incomplete deep right to 11-J.Reed. PENALTY on MIN-58-J.Hicks, Defensive Offside, 4 yards, enforced at GB 24 - No Play.","Box Score"
"","8.00","GB","MIN","8","2023-10-29","1","14:01","3","1","(14:01) (No Huddle, Shotgun) 10-J.Love pass deep right to 87-R.Doubs pushed ob at GB 48 for 20 yards (7-B.Murphy). PENALTY on GB-63-R.Walker, Ineligible Downfield Pass, 4 yards, enforced at GB 28 - No Play.","Box Score"
"","8.00","LA","DAL","8","2023-10-29","2","1:21","1","10","(1:21) (No Huddle, Shotgun) 9-M.Stafford scrambles left end ran ob at DAL 30 for 9 yards (6-D.Wilson). PENALTY on DAL-26-D.Bland, Defensive Holding, 5 yards, enforced at DAL 30.","Box Score"
"","8.00","LA","DAL","8","2023-10-29","2","2:02","3","1","(2:02) (Shotgun) 24-R.Freeman left guard to LA 35 for 1 yard (6-D.Wilson). PENALTY on DAL-54-S.Williams, Defensive Offside, 5 yards, enforced at LA 34 - No Play.","Box Score"
"","8.00","DAL","LA","8","2023-10-29","1","13:46","3","11","(13:46) (Shotgun) 4-D.Prescott sacked at DAL 20 for -4 yards (0-B.Young). PENALTY on LA-37-Q.Lake, Illegal Contact, 6 yards, enforced at DAL 24 - No Play.","Box Score"
"","8.00","DEN","KC","8","2023-10-29","4","15:00","2","16","(15:00) (Shotgun) 3-R.Wilson pass incomplete deep left to 14-C.Sutton. PENALTY on KC-38-L.Sneed, Defensive Pass Interference, 18 yards, enforced at DEN 29 - No Play.","Box Score"
"","8.00","DEN","KC","8","2023-10-29","3","0:46","1","10","(:46) (Shotgun) 3-R.Wilson pass short right to 25-S.Perine to DEN 46 for 11 yards (22-T.McDuffie, 54-L.Chenal). PENALTY on DEN, Illegal Formation, 5 yards, enforced at DEN 35 - No Play.","Box Score"
"","8.00","KC","DEN","8","2023-10-29","3","5:20","3","4","(5:20) (Shotgun) 15-P.Mahomes sacked at KC 26 for -7 yards (47-J.Jewell). PENALTY on DEN-23-F.Moreau, Defensive Holding, 5 yards, enforced at KC 33 - No Play.","Box Score"
"","8.00","DEN","KC","8","2023-10-29","3","10:51","3","4","(10:51) (No Huddle, Shotgun) 3-R.Wilson sacked at KC 37 for -8 yards (90-C.Omenihu). PENALTY on KC-38-L.Sneed, Defensive Holding, 5 yards, enforced at KC 29 - No Play.","Box Score"
"","8.00","KC","DEN","8","2023-10-29","2","1:41","1","10","(1:41) (No Huddle, Shotgun) 15-P.Mahomes pass incomplete deep right [99-Z.Allen]. PENALTY on DEN-2-P.Surtain, Defensive Holding, 5 yards, enforced at DEN 43 - No Play.","Box Score"
"","8.00","DEN","KC","8","2023-10-29","1","0:40","1","5","(:40) (No Huddle, Shotgun) 3-R.Wilson pass incomplete deep left to 14-C.Sutton. PENALTY on DEN-14-C.Sutton, Offensive Pass Interference, 10 yards, enforced at DEN 28 - No Play.","Box Score"
"","8.00","DEN","KC","8","2023-10-29","1","1:08","1","10","(1:08) 33-J.Williams right tackle to DEN 29 for 6 yards (6-B.Cook). PENALTY on KC-90-C.Omenihu, Defensive Offside, 5 yards, enforced at DEN 23 - No Play.","Box Score"
"","8.00","JAX","PIT","8","2023-10-29","4","7:53","1","10","(7:53) (Shotgun) 1-T.Etienne right guard to PIT 29 for 13 yards (56-A.Highsmith, 55-C.Holcomb). PENALTY on JAX-79-L.Fortner, Offensive Holding, 10 yards, enforced at PIT 42 - No Play.","Box Score"
"","8.00","JAX","PIT","8","2023-10-29","4","6:03","2","9","(6:03) (Shotgun) PENALTY on JAX-89-L.Farrell, False Start, 5 yards, enforced at PIT 17 - No Play.","Box Score"
"","8.00","PIT","JAX","8","2023-10-29","4","10:14","1","10","(10:14) (Shotgun) 10-M.Trubisky sacked at PIT 15 for -5 yards (44-T.Walker). PIT-65-D.Moore was injured during the play.  PENALTY on JAX-44-T.Walker, Defensive Offside, 5 yards, enforced at PIT 20 - No Play.","Box Score"
"","8.00","JAX","PIT","8","2023-10-29","2","2:03","3","7","(2:03) (Shotgun) 16-T.Lawrence pass short middle to 17-E.Engram to PIT 41 for 3 yards (23-D.Kazee). PENALTY on PIT-42-J.Pierre, Defensive Holding, 5 yards, enforced at PIT 44 - No Play.","Box Score"
"","8.00","PIT","JAX","8","2023-10-29","2","9:10","1","10","(9:10) (Shotgun) 8-K.Pickett pass incomplete deep middle to 19-C.Austin. PENALTY on JAX-23-F.Oluokun, Defensive Pass Interference, 32 yards, enforced at PIT 15 - No Play.","Box Score"
"","8.00","JAX","PIT","8","2023-10-29","1","3:14","3","4","(3:14) (Shotgun) 16-T.Lawrence pass deep left to 13-C.Kirk to PIT 45 for 29 yards (28-M.Killebrew). PENALTY on PIT-31-K.Neal, Roughing the Passer, 15 yards, enforced at PIT 45.","Box Score"
"","8.00","JAX","PIT","8","2023-10-29","1","11:57","3","6","(11:57) (Shotgun) 16-T.Lawrence pass short right to 17-E.Engram to PIT 25 for 4 yards (42-J.Pierre). PENALTY on JAX-17-E.Engram, Face Mask, 15 yards, enforced at PIT 29 - No Play.","Box Score"
"","8.00","JAX","PIT","8","2023-10-29","1","13:21","3","7","(13:21) (Shotgun) 16-T.Lawrence pass incomplete deep left to 0-C.Ridley (42-J.Pierre). PENALTY on PIT-42-J.Pierre, Defensive Pass Interference, 17 yards, enforced at 50 - No Play.","Box Score"
"","8.00","HOU","CAR","8","2023-10-29","4","6:28","3","5","(6:28) (Shotgun) PENALTY on HOU, Delay of Game, 5 yards, enforced at CAR 35 - No Play.","Box Score"
"","8.00","HOU","CAR","8","2023-10-29","3","6:29","1","10","(6:29) 7-C.Stroud pass deep middle to 85-N.Brown to CAR 42 for 22 yards (25-X.Woods). PENALTY on HOU-69-S.Mason, Ineligible Downfield Pass, 5 yards, enforced at HOU 36 - No Play.","Box Score"
"","8.00","SEA","CLE","8","2023-10-29","4","0:44","2","10","(:44) (Shotgun) PENALTY on CLE, Defensive Too Many Men on Field, 5 yards, enforced at CLE 14 - No Play.","Box Score"
"","8.00","SEA","CLE","8","2023-10-29","4","6:43","2","5","(6:43) PENALTY on SEA-89-W.Dissly, False Start, 6 yards, enforced at CLE 35 - No Play.","Box Score"
"","8.00","CLE","SEA","8","2023-10-29","3","13:18","1","10","(13:18) (Shotgun) PENALTY on CLE-71-J.Wills, False Start, 5 yards, enforced at CLE 17 - No Play.","Box Score"
"","8.00","SEA","CLE","8","2023-10-29","2","4:37","2","10","(4:37) (Shotgun) 7-G.Smith pass short right to 16-T.Lockett pushed ob at SEA 36 for 11 yards (21-D.Ward). PENALTY on SEA-68-D.Lewis, Illegal Use of Hands, 10 yards, enforced at SEA 25 - No Play.","Box Score"
"","8.00","CLE","SEA","8","2023-10-29","2","5:06","1","10","(5:06) (Shotgun) 10-P.Walker pass deep right to 2-A.Cooper to SEA 2 for 24 yards (6-Q.Diggs). PENALTY on SEA-97-M.Edwards, Roughing the Passer, 1 yard, enforced at SEA 2.","Box Score"
"","8.00","SEA","CLE","8","2023-10-29","1","2:44","1","10","(2:44) 26-Z.Charbonnet right guard to SEA 47 for 7 yards (21-D.Ward). PENALTY on CLE-90-M.Hurst, Defensive Offside, 5 yards, enforced at SEA 40 - No Play.","Box Score"
"","8.00","CIN","SF","8","2023-10-29","3","14:56","2","10","(14:56) (Shotgun) 9-J.Burrow pass incomplete short right to 1-J.Chase. PENALTY on SF-7-C.Ward, Defensive Pass Interference, 14 yards, enforced at CIN 25 - No Play.","Box Score"
"","8.00","SF","CIN","8","2023-10-29","2","4:30","2","9","(4:30) (Shotgun) 23-C.McCaffrey left end ran ob at CIN 16 for 7 yards (57-G.Pratt). PENALTY on SF-15-J.Jennings, Offensive Holding, 10 yards, enforced at CIN 23 - No Play.","Box Score"
"","8.00","CIN","SF","8","2023-10-29","1","11:00","1","10","(11:00) PENALTY on SF-97-N.Bosa, Neutral Zone Infraction, 5 yards, enforced at CIN 41 - No Play.","Box Score"
"","8.00","CHI","LAC","8","2023-10-29","3","5:24","2","5","(5:24) PENALTY on CHI-84-M.Lewis, False Start, 5 yards, enforced at CHI 25 - No Play.","Box Score"
"","8.00","LAC","CHI","8","2023-10-29","3","11:00","1","10","(11:00) (Shotgun) 10-J.Herbert pass incomplete deep right to 13-K.Allen. PENALTY on LAC-70-R.Slater, Offensive Holding, 10 yards, enforced at CHI 41 - No Play.","Box Score"
"","8.00","LAC","CHI","8","2023-10-29","2","0:56","1","10","(:56) (No Huddle, Shotgun) 10-J.Herbert scrambles left end ran ob at LAC 49 for 1 yard (53-T.Edwards). PENALTY on CHI-95-D.Walker, Defensive Offside, 5 yards, enforced at LAC 48 - No Play.","Box Score"
"","8.00","LAC","CHI","8","2023-10-29","2","10:19","3","6","(10:19) (Shotgun) 10-J.Herbert pass incomplete short right to 1-Q.Johnston. PENALTY on CHI-29-T.Stevenson, Defensive Pass Interference, 8 yards, enforced at CHI 40 - No Play.","Box Score"
"","8.00","ARI","BAL","8","2023-10-29","4","1:20","4","1","(1:20) (No Huddle, Shotgun) PENALTY on BAL-99-O.Oweh, Defensive Offside, 2 yards, enforced at BAL 3 - No Play.","Box Score"
"","8.00","BAL","ARI","8","2023-10-29","4","3:00","3","7","(3:00) (Shotgun) 8-L.Jackson pass incomplete deep right to 3-O.Beckham. PENALTY on ARI-33-A.Hamilton, Defensive Pass Interference, 16 yards, enforced at ARI 17 - No Play.","Box Score"
"","8.00","BAL","ARI","8","2023-10-29","4","11:44","1","10","(11:44) (Shotgun) 8-L.Jackson pass incomplete deep left to 15-N.Agholor. PENALTY on BAL-70-K.Zeitler, Ineligible Downfield Pass, 5 yards, enforced at ARI 37 - No Play.","Box Score"
"","8.00","BAL","ARI","8","2023-10-29","3","14:23","2","5","(14:23) (Shotgun) 8-L.Jackson pass incomplete deep right to 3-O.Beckham. PENALTY on ARI-33-A.Hamilton, Defensive Holding, 5 yards, enforced at BAL 30 - No Play.","Box Score"
"","8.00","BAL","ARI","8","2023-10-29","1","3:17","2","15","(3:17) (Shotgun) 8-L.Jackson pass incomplete deep left to 3-O.Beckham. PENALTY on ARI-20-Ma.Wilson, Defensive Pass Interference, 19 yards, enforced at ARI 27 - No Play.","Box Score"
"","8.00","TEN","ATL","8","2023-10-29","4","14:17","1","10","(14:17) 8-W.Levis pass short middle to 11-C.Moore pushed ob at ATL 48 for 27 yards (3-J.Bates). PENALTY on TEN, Illegal Formation, 5 yards, enforced at TEN 25 - No Play.","Box Score"
"","8.00","TEN","ATL","8","2023-10-29","2","1:02","1","10","(1:02) (Shotgun) PENALTY on TEN-8-W.Levis, False Start, 5 yards, enforced at ATL 43 - No Play.","Box Score"
"","8.00","ATL","TEN","8","2023-10-29","1","13:02","1","10","(13:02) (Shotgun) 9-D.Ridder pass short right to 7-B.Robinson pushed ob at TEN 25 for 3 yards (33-E.Garror) [49-A.Key]. PENALTY on ATL-15-V.Jefferson, Illegal Shift, 5 yards, enforced at TEN 28 - No Play.","Box Score"
"","8.00","TB","BUF","8","2023-10-26","4","4:14","4","10","(4:14) (Shotgun) 6-B.Mayfield pass incomplete short right to 14-C.Godwin. PENALTY on BUF-7-Ta.Johnson, Illegal Contact, 5 yards, enforced at BUF 46 - No Play.","Box Score"
"","8.00","TB","BUF","8","2023-10-26","4","9:16","1","10","(9:16) (Shotgun) 6-B.Mayfield pass deep left to 13-M.Evans pushed ob at BUF 34 for 42 yards (21-J.Poyer). PENALTY on TB-69-C.Mauch, Offensive Holding, 10 yards, enforced at TB 24 - No Play.","Box Score"
"","8.00","BUF","TB","8","2023-10-26","4","10:14","4","2","(10:14) (Shotgun) PENALTY on BUF, Delay of Game, 5 yards, enforced at TB 44 - No Play.","Box Score"
"","8.00","BUF","TB","8","2023-10-26","3","13:34","1","10","(13:34) (Shotgun) 17-J.Allen scrambles right tackle ran ob at TB 36 for 8 yards (35-J.Dean). PENALTY on TB-23-R.Neal, Defensive Holding, 5 yards, enforced at TB 36.","Box Score"
"","8.00","TB","BUF","8","2023-10-26","2","0:19","4","3","(:19) (Field Goal formation) PENALTY on TB, Delay of Game, 5 yards, enforced at BUF 41 - No Play.","Box Score"
"","8.00","BUF","TB","8","2023-10-26","1","3:48","1","10","(3:48) (Shotgun) 17-J.Allen pass short left to 13-G.Davis pushed ob at TB 41 for 2 yards (31-A.Winfield). PENALTY on BUF-16-T.Sherfield, Offensive Holding, 10 yards, enforced at TB 43 - No Play.","Box Score"
"","8.00","TB","BUF","8","2023-10-26","1","5:57","3","5","(5:57) (Shotgun) 6-B.Mayfield pass incomplete deep middle to 88-C.Otton [56-L.Floyd]. PENALTY on BUF-20-T.Rapp, Defensive Pass Interference, 21 yards, enforced at TB 39 - No Play.","Box Score"
"","8.00","IND","NO","8","2023-10-29","3","11:05","2","9","(11:05) (Shotgun) PENALTY on IND-1-J.Downs, False Start, 5 yards, enforced at IND 15 - No Play.","Box Score"
"","8.00","DAL","LA","8","2023-10-29","3","7:38","3","3","(7:38) (Shotgun) PENALTY on DAL-9-K.Turpin, False Start, 5 yards, enforced at 50 - No Play.","Box Score"
"","7.00","DEN","GB","7","2023-10-22","4","0:06","4","4","(:06) (Pass formation) PENALTY on DEN, Delay of Game, 5 yards, enforced at DEN 32 - No Play.","Box Score"
"","7.00","JAX","NO","7","2023-10-19","2","13:44","1","10","(13:44) (Shotgun) 16-T.Lawrence scrambles left end ran ob at NO 22 for 26 yards (32-T.Mathieu). PENALTY on NO-1-A.Taylor, Defensive Holding, 5 yards, enforced at NO 22.","Box Score"
"","7.00","NO","JAX","7","2023-10-19","2","9:14","1","10","(9:14) 41-A.Kamara right guard to NO 32 for -2 yards (90-A.Blackson). PENALTY on JAX-90-A.Blackson, Unnecessary Roughness, 15 yards, enforced at NO 32.","Box Score"
"","7.00","ARI","SEA","7","2023-10-22","1","3:59","2","9","(3:59) (Shotgun) 9-J.Dobbs scrambles up the middle to ARI 25 for 5 yards (54-B.Wagner). PENALTY on ARI, Illegal Shift, 5 yards, enforced at ARI 20 - No Play.","Box Score"
"","7.00","SEA","ARI","7","2023-10-22","1","0:45","3","1","(:45) PENALTY on SEA-68-D.Lewis, Offensive Offside, 4 yards, enforced at SEA 34 - No Play.","Box Score"
"","7.00","ARI","SEA","7","2023-10-22","2","2:00","1","10","(2:00) (Shotgun) 4-R.Moore right end ran ob at SEA 33 for 14 yards (21-D.Witherspoon). PENALTY on ARI-85-T.McBride, Offensive Holding, 10 yards, enforced at SEA 42.","Box Score"
"","7.00","ARI","SEA","7","2023-10-22","2","0:37","2","2","(:37) (Shotgun) 9-J.Dobbs pass incomplete deep middle to 2-M.Brown (6-Q.Diggs) [90-Ja.Reed]. PENALTY on ARI-68-K.Beachum, Offensive Holding, 10 yards, enforced at SEA 27 - No Play.","Box Score"
"","7.00","ARI","SEA","7","2023-10-22","4","8:17","3","13","(8:17) (Shotgun) 9-J.Dobbs sacked at ARI 15 for -15 yards (21-D.Witherspoon). PENALTY on SEA-27-T.Woolen, Illegal Contact, 5 yards, enforced at ARI 30 - No Play.","Box Score"
"","7.00","TB","ATL","7","2023-10-22","1","6:40","1","10","(6:40) (Shotgun) 6-B.Mayfield pass incomplete short middle to 21-K.Vaughn. PENALTY on ATL-24-A.Terrell, Defensive Holding, 5 yards, enforced at TB 33 - No Play.","Box Score"
"","7.00","TB","ATL","7","2023-10-22","1","1:20","2","9","(1:20) (Shotgun) 1-R.White right guard to TB 40 for 5 yards (53-N.Landman, 96-Z.Harrison). PENALTY on TB-70-R.Hainsey, Offensive Holding, 10 yards, enforced at TB 35 - No Play.","Box Score"
"","7.00","TB","ATL","7","2023-10-22","1","0:27","3","14","(:27) (Shotgun) PENALTY on TB-70-R.Hainsey, False Start, 5 yards, enforced at TB 30 - No Play.","Box Score"
"","7.00","TB","ATL","7","2023-10-22","2","9:57","3","10","(9:57) (Shotgun) 6-B.Mayfield pass incomplete deep right to 14-C.Godwin. PENALTY on ATL-1-J.Okudah, Defensive Holding, 5 yards, enforced at TB 37 - No Play.","Box Score"
"","7.00","ATL","TB","7","2023-10-22","2","2:00","3","2","(2:00) 25-T.Allgeier up the middle to TB 11 for 19 yards (31-A.Winfield; 54-L.David). PENALTY on ATL-18-M.Hollins, Offensive Holding, 10 yards, enforced at TB 25.","Box Score"
"","7.00","TB","ATL","7","2023-10-22","3","12:22","1","10","(12:22) (Shotgun) 6-B.Mayfield pass incomplete short right to 13-M.Evans. PENALTY on ATL-24-A.Terrell, Illegal Use of Hands, 5 yards, enforced at TB 20 - No Play.","Box Score"
"","7.00","BUF","NE","7","2023-10-22","1","5:42","3","1","(5:42) (Shotgun) 17-J.Allen up the middle to BUF 36 for 2 yards (91-D.Wise). PENALTY on BUF-64-O.Torrence, Offensive Offside, 4 yards, enforced at BUF 34 - No Play.","Box Score"
"","7.00","BUF","NE","7","2023-10-22","2","11:27","3","7","(11:27) (Shotgun) PENALTY on BUF, Delay of Game, 5 yards, enforced at BUF 16 - No Play.","Box Score"
"","7.00","BUF","NE","7","2023-10-22","2","11:01","3","12","(11:01) (Shotgun) PENALTY on NE-91-D.Wise, Neutral Zone Infraction, 5 yards, enforced at BUF 11 - No Play.","Box Score"
"","7.00","BUF","NE","7","2023-10-22","3","13:11","2","2","(13:11) (Shotgun) 4-J.Cook up the middle to BUF 49 for 7 yards (91-D.Wise; 8-J.Bentley). PENALTY on BUF-86-D.Kincaid, Offensive Holding, 10 yards, enforced at BUF 45.","Box Score"
"","7.00","BUF","NE","7","2023-10-22","3","4:23","2","10","(4:23) (Shotgun) PENALTY on BUF-73-D.Dawkins, False Start, 5 yards, enforced at BUF 25 - No Play.","Box Score"
"","7.00","NE","BUF","7","2023-10-22","4","11:45","3","3","(11:45) (Shotgun) 10-M.Jones sacked at BUF 39 for -6 yards (56-L.Floyd). FUMBLES (56-L.Floyd) [56-L.Floyd], recovered by NE-71-M.Onwenu at BUF 40. PENALTY on BUF-7-Ta.Johnson, Illegal Contact, 5 yards, enforced at BUF 33 - No Play.","Box Score"
"","7.00","BUF","NE","7","2023-10-22","4","6:41","2","3","(6:41) (No Huddle, Shotgun) 17-J.Allen pass incomplete deep right to 11-D.Harty. PENALTY on NE-90-C.Barmore, Roughing the Passer, 15 yards, enforced at BUF 44 - No Play.","Box Score"
"","7.00","NE","BUF","7","2023-10-22","4","5:32","1","10","(5:32) 10-M.Jones pass short right to 86-P.Brown to NE 47 for 22 yards (43-T.Bernard). PENALTY on NE-59-V.Lowe, Ineligible Downfield Pass, 5 yards, enforced at NE 25 - No Play.","Box Score"
"","7.00","IND","CLE","7","2023-10-22","2","11:28","3","3","(11:28) (Shotgun) 10-G.Minshew scrambles left end to CLE 19 for 7 yards (23-M.Emerson). PENALTY on IND-75-W.Fries, Offensive Holding, 10 yards, enforced at CLE 26 - No Play.","Box Score"
"","7.00","IND","CLE","7","2023-10-22","2","1:26","4","13","(1:26) (Punt formation) PENALTY on CLE-42-T.Fields, Neutral Zone Infraction, 5 yards, enforced at IND 17 - No Play.","Box Score"
"","7.00","IND","CLE","7","2023-10-22","3","9:00","1","10","(9:00) (No Huddle, Shotgun) 10-G.Minshew pass short middle to 11-M.Pittman to CLE 48 for 7 yards (42-T.Fields). PENALTY on CLE-54-O.Okoronkwo, Defensive Offside, 5 yards, enforced at IND 45 - No Play.","Box Score"
"","7.00","CLE","IND","7","2023-10-22","3","4:43","3","6","(4:43) (Shotgun) 10-P.Walker pass short middle to 85-D.Njoku to CLE 36 for 7 yards (23-K.Moore). PENALTY on IND-99-D.Buckner, Roughing the Passer, 15 yards, enforced at CLE 36.","Box Score"
"","7.00","IND","CLE","7","2023-10-22","4","3:31","3","10","(3:31) (Shotgun) PENALTY on IND-73-B.Freeland, False Start, 5 yards, enforced at IND 32 - No Play.","Box Score"
"","7.00","BAL","DET","7","2023-10-22","1","1:09","1","10","(1:09) (Shotgun) 8-L.Jackson pass incomplete deep left to 89-M.Andrews (46-J.Campbell). PENALTY on BAL-79-R.Stanley, Offensive Holding, 10 yards, enforced at BAL 28 - No Play.","Box Score"
"","7.00","DET","BAL","7","2023-10-22","2","1:21","1","10","(1:21) (Shotgun) 16-J.Goff pass incomplete short right to 14-A.St. Brown. PENALTY on DET-58-P.Sewell, Offensive Holding, 10 yards, enforced at BAL 35 - No Play.","Box Score"
"","7.00","DET","BAL","7","2023-10-22","2","0:34","3","3","(:34) (Shotgun) 16-J.Goff pass incomplete short middle [92-J.Madubuike]. PENALTY on DET-16-J.Goff, Intentional Grounding, 12 yards, enforced at BAL 28.","Box Score"
"","7.00","DET","BAL","7","2023-10-22","2","0:21","4","15","(:21) (Shotgun) 16-J.Goff pass deep middle to 14-A.St. Brown to BAL 15 for 25 yards (10-A.Maulet). PENALTY on DET-58-P.Sewell, Offensive Holding, 10 yards, enforced at BAL 40 - No Play.","Box Score"
"","7.00","BAL","DET","7","2023-10-22","4","11:20","2","8","(11:20) (Shotgun) 8-L.Jackson pass short middle to 3-O.Beckham to DET 1 for 10 yards (31-K.Joseph). DET-31-K.Joseph was injured during the play.  PENALTY on BAL-79-R.Stanley, Offensive Holding, 10 yards, enforced at DET 11 - No Play.","Box Score"
"","7.00","DEN","GB","7","2023-10-22","1","9:14","3","1","(9:14) 33-J.Williams right tackle for 4 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on DEN-75-Q.Bailey, Offensive Holding, 10 yards, enforced at GB 4 - No Play.","Box Score"
"","7.00","DEN","GB","7","2023-10-22","1","2:31","1","10","(2:31) 75-Q.Bailey reported in as eligible.  38-J.McLaughlin right tackle to DEN 31 for 11 yards (58-I.McDuffie). PENALTY on GB-97-K.Clark, Defensive Holding, 5 yards, enforced at DEN 31.","Box Score"
"","7.00","DEN","GB","7","2023-10-22","2","7:34","2","21","(7:34) (Shotgun) 3-R.Wilson scrambles left end to DEN 31 for 6 yards (7-Q.Walker). PENALTY on DEN-72-G.Bolles, Offensive Holding, 10 yards, enforced at DEN 25 - No Play.","Box Score"
"","7.00","GB","DEN","7","2023-10-22","2","1:15","3","4","(1:15) (Shotgun) PENALTY on GB-63-R.Walker, False Start, 5 yards, enforced at DEN 25 - No Play.","Box Score"
"","7.00","DEN","GB","7","2023-10-22","3","7:48","3","3","(7:48) (Shotgun) 3-R.Wilson pass incomplete deep left to 89-B.Johnson [90-L.Van Ness]. PENALTY on GB-34-J.Owens, Defensive Holding, 5 yards, enforced at GB 29 - No Play.","Box Score"
"","7.00","DEN","GB","7","2023-10-22","3","7:41","1","10","(7:41) (Shotgun) PENALTY on DEN-69-M.McGlinchey, False Start, 5 yards, enforced at GB 24 - No Play.","Box Score"
"","7.00","GB","DEN","7","2023-10-22","4","2:00","2","10","(2:00) (Shotgun) 10-J.Love left tackle to DEN 40 for 4 yards (47-J.Jewell). PENALTY on GB-74-E.Jenkins, Offensive Holding, 10 yards, enforced at DEN 44 - No Play.","Box Score"
"","7.00","KC","LAC","7","2023-10-22","1","9:41","2","7","(9:41) 15-P.Mahomes pass short right to 1-J.McKinnon for 48 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on KC-62-J.Thuney, Illegal Block Above the Waist, 10 yards, enforced at LAC 21.","Box Score"
"","7.00","LAC","KC","7","2023-10-22","2","13:26","2","8","(13:26) (Shotgun) 10-J.Herbert pass short right to 7-G.Everett to LAC 34 for 7 yards (35-Ja.Watson; 93-M.Dickerson). PENALTY on LAC-77-Z.Johnson, Illegal Use of Hands, 10 yards, enforced at LAC 27 - No Play.","Box Score"
