"Rank","Week","Offense","Defense","Week","Date","Quarter","Time","Down","Distance","Description","Box Scores"
"","4.00","LA","IND","4","2023-10-01","1","13:51","3","11","(13:51) (No Huddle, Shotgun) 9-M.Stafford scrambles right end to IND 44 for 6 yards (32-J.Blackmon). PENALTY on IND-45-E.Speed, Unnecessary Roughness, 15 yards, enforced at IND 44.","Box Score"
"","4.00","KC","NYJ","4","2023-10-01","4","6:21","3","23","(6:21) (Shotgun) 15-P.Mahomes scrambles up the middle to NYJ 35 for 25 yards (0-A.Amos). PENALTY on NYJ-57-C.Mosley, Illegal Contact, 5 yards, enforced at NYJ 35.","Box Score"
"","4.00","KC","NYJ","4","2023-10-01","4","6:42","3","13","(6:42) (Shotgun) 15-P.Mahomes scrambles right end ran ob at NYJ 36 for 14 yards (3-J.Whitehead). PENALTY on KC-74-J.Taylor, Offensive Holding, 10 yards, enforced at 50 - No Play.","Box Score"
"","4.00","KC","NYJ","4","2023-10-01","4","14:23","1","10","(14:23) (Shotgun) PENALTY on NYJ-95-Q.Williams, Encroachment, 5 yards, enforced at 50 - No Play.","Box Score"
"","4.00","NYJ","KC","4","2023-10-01","2","9:42","1","10","(9:42) PENALTY on NYJ-77-M.Becton, False Start, 5 yards, enforced at KC 41 - No Play.","Box Score"
"","4.00","KC","NYJ","4","2023-10-01","2","13:27","3","7","(13:27) (Shotgun) 15-P.Mahomes pass incomplete deep right to 11-M.Valdes-Scantling (3-J.Whitehead) [47-B.Huff]. PENALTY on KC-74-J.Taylor, Face Mask, 7 yards, enforced in End Zone, SAFETY - No Play.","Box Score"
"","4.00","KC","NYJ","4","2023-10-01","1","15:00","1","10","(15:00) (Shotgun) 10-I.Pacheco up the middle to KC 29 for 4 yards (57-C.Mosley; 56-Qu.Williams). PENALTY on NYJ-11-J.Johnson, Unnecessary Roughness, 15 yards, enforced at KC 29.","Box Score"
"","4.00","CHI","DEN","4","2023-10-01","4","0:50","1","10","(:50) (No Huddle, Shotgun) 1-J.Fields pass incomplete short left [93-D.Jones]. PENALTY on CHI-1-J.Fields, Intentional Grounding, 11 yards, enforced at 50.","Box Score"
"","4.00","CHI","DEN","4","2023-10-01","4","6:55","1","10","(6:55) (Shotgun) 1-J.Fields pass short right to 24-K.Herbert to CHI 41 for 16 yards (93-D.Jones). PENALTY on CHI-84-M.Lewis, Offensive Holding, 10 yards, enforced at CHI 35.","Box Score"
"","4.00","DEN","CHI","4","2023-10-01","3","4:11","1","10","(4:11) 3-R.Wilson pass short right to 38-J.McLaughlin to DEN 28 for 3 yards (99-G.Dexter). PENALTY on CHI-9-J.Brisker, Roughing the Passer, 15 yards, enforced at DEN 28.","Box Score"
"","4.00","CHI","DEN","4","2023-10-01","3","9:24","1","10","(9:24) 12-V.Jones right end to DEN 26 for 13 yards (5-R.Gregory). PENALTY on CHI-58-D.Wright, Illegal Block Above the Waist, 10 yards, enforced at DEN 29.","Box Score"
"","4.00","CHI","DEN","4","2023-10-01","2","0:21","4","5","(:21) (Shotgun) PENALTY on CHI-62-L.Patrick, False Start, 5 yards, enforced at DEN 48 - No Play.","Box Score"
"","4.00","CHI","DEN","4","2023-10-01","2","2:29","1","10","(2:29) (Shotgun) PENALTY on CHI-75-L.Borom, False Start, 5 yards, enforced at CHI 16 - No Play.","Box Score"
"","4.00","CHI","DEN","4","2023-10-01","2","6:21","2","5","(6:21) 1-J.Fields pass incomplete short left to 85-C.Kmet. PENALTY on DEN-22-K.Jackson, Defensive Pass Interference, 10 yards, enforced at DEN 13 - No Play.","Box Score"
"","4.00","DEN","CHI","4","2023-10-01","1","8:40","2","11","(8:40) 3-R.Wilson pass short right to 45-N.Adkins pushed ob at CHI 47 for 6 yards (57-J.Sanborn). PENALTY on CHI-57-J.Sanborn, Lowering the Head to Make Forcible Contact, 15 yards, enforced at CHI 47.","Box Score"
"","4.00","TEN","CIN","4","2023-10-01","3","5:46","3","19","(5:46) (Shotgun) PENALTY on CIN-91-T.Hendrickson, Neutral Zone Infraction, 5 yards, enforced at CIN 32 - No Play.","Box Score"
"","4.00","TEN","CIN","4","2023-10-01","3","9:34","1","10","(9:34) 17-R.Tannehill scrambles right end pushed ob at CIN 45 for 4 yards (57-G.Pratt). PENALTY on CIN-22-C.Awuzie, Defensive Holding, 5 yards, enforced at CIN 45.","Box Score"
"","4.00","TEN","CIN","4","2023-10-01","3","12:54","1","10","(12:54) 22-D.Henry left tackle to TEN 38 for 9 yards (22-C.Awuzie). PENALTY on TEN-75-D.Radunz, Offensive Holding, 10 yards, enforced at TEN 29 - No Play.","Box Score"
"","4.00","TEN","CIN","4","2023-10-01","2","0:29","3","4","(:29) (Shotgun) 17-R.Tannehill sacked at CIN 21 for -7 yards (98-D.Reader). PENALTY on CIN-57-G.Pratt, Defensive Holding, 5 yards, enforced at CIN 14 - No Play.","Box Score"
"","4.00","TEN","CIN","4","2023-10-01","2","12:47","2","9","(12:47) PENALTY on TEN-15-N.Westbrook-Ikhine, False Start, 5 yards, enforced at TEN 42 - No Play.","Box Score"
"","4.00","CIN","TEN","4","2023-10-01","1","0:43","3","3","(:43) (Shotgun) 9-J.Burrow pass incomplete short left to 83-T.Boyd. PENALTY on TEN-21-R.McCreary, Defensive Pass Interference, 2 yards, enforced at CIN 32 - No Play.","Box Score"
"","4.00","BAL","CLE","4","2023-10-01","4","2:22","4","8","(2:22) (Punt formation) PENALTY on BAL-80-I.Likely, False Start, 5 yards, enforced at BAL 37 - No Play.","Box Score"
"","4.00","CLE","BAL","4","2023-10-01","4","10:57","2","14","(10:57) (Shotgun) 17-D.Thompson-Robinson pass short left to 34-J.Ford to CLE 20 for -1 yards (6-P.Queen). PENALTY on BAL-6-P.Queen, Face Mask, 15 yards, enforced at CLE 21 - No Play.","Box Score"
"","4.00","CLE","BAL","4","2023-10-01","3","0:11","1","10","(:11) (Shotgun) 17-D.Thompson-Robinson scrambles right end ran ob at CLE 30 for 13 yards (92-J.Madubuike). PENALTY on CLE-77-W.Teller, Offensive Holding, 8 yards, enforced at CLE 17 - No Play.","Box Score"
"","4.00","CLE","BAL","4","2023-10-01","3","1:57","1","10","(1:57) (Shotgun) 34-J.Ford left guard to CLE 12 for 8 yards (26-G.Stone; 14-K.Hamilton). PENALTY on CLE-71-J.Wills, Offensive Holding, 2 yards, enforced at CLE 4 - No Play.","Box Score"
"","4.00","CLE","BAL","4","2023-10-01","3","7:32","1","10","(7:32) (No Huddle, Shotgun) PENALTY on CLE-71-J.Wills, False Start, 5 yards, enforced at CLE 24 - No Play.","Box Score"
"","4.00","BAL","CLE","4","2023-10-01","2","0:43","2","19","(:43) (Shotgun) 8-L.Jackson pass short left to 33-M.Gordon to CLE 38 for 6 yards (44-S.Takitaki; 1-J.Thornhill). PENALTY on BAL-76-J.Simpson, Offensive Holding, 10 yards, enforced at CLE 44 - No Play.","Box Score"
"","4.00","BAL","CLE","4","2023-10-01","2","2:45","1","10","(2:45) (Shotgun) 8-L.Jackson pass short left to 43-J.Hill to CLE 19 for 55 yards (1-J.Thornhill) [95-M.Garrett]. PENALTY on BAL-65-P.Mekari, Offensive Holding, 10 yards, enforced at BAL 26 - No Play.","Box Score"
"","4.00","BAL","CLE","4","2023-10-01","2","11:37","2","5","(11:37) (Shotgun) 8-L.Jackson pass incomplete short right to 4-Z.Flowers. PENALTY on CLE-21-D.Ward, Defensive Pass Interference, 7 yards, enforced at 50 - No Play. Penalty on CLE-23-M.Emerson, Illegal Use of Hands, declined.","Box Score"
"","4.00","CLE","BAL","4","2023-10-01","1","3:18","2","30","(3:18) (Shotgun) 17-D.Thompson-Robinson scrambles up the middle to BAL 35 for 4 yards. 17-D.Thompson-Robinson pass incomplete short right to 88-H.Bryant [0-R.Smith]. PENALTY on CLE-17-D.Thompson-Robinson, Illegal Forward Pass, 5 yards, enforced at BAL 35.","Box Score"
"","4.00","CLE","BAL","4","2023-10-01","1","4:18","3","1","(4:18) (Shotgun) 68-M.Dunn reported in as eligible. Direct snap to 88-H.Bryant.  17-D.Thompson-Robinson pass incomplete deep right to 2-A.Cooper. PENALTY on BAL-21-B.Stephens, Defensive Pass Interference, 37 yards, enforced at CLE 44 - No Play.","Box Score"
"","4.00","CLE","BAL","4","2023-10-01","1","12:42","1","10","(12:42) 34-J.Ford left tackle to BAL 49 for 26 yards (26-G.Stone; 6-P.Queen). PENALTY on CLE-2-A.Cooper, Offensive Holding, 10 yards, enforced at CLE 35.","Box Score"
"","4.00","JAX","ATL","4","2023-10-01","4","4:34","2","9","(4:34) 16-T.Lawrence pass incomplete deep left to 0-C.Ridley. PENALTY on ATL-24-A.Terrell, Defensive Pass Interference, 40 yards, enforced at JAX 19 - No Play.","Box Score"
"","4.00","JAX","ATL","4","2023-10-01","3","1:42","1","10","(1:42) 16-T.Lawrence pass incomplete deep left to 17-E.Engram (1-J.Okudah) [17-A.Ebiketie]. PENALTY on JAX-79-L.Fortner, Offensive Holding, 10 yards, enforced at JAX 23 - No Play.","Box Score"
"","4.00","ATL","JAX","4","2023-10-01","3","3:37","3","14","(3:37) (Shotgun) PENALTY on ATL-81-J.Smith, False Start, 5 yards, enforced at ATL 48 - No Play.","Box Score"
"","4.00","ATL","JAX","4","2023-10-01","2","2:20","1","10","(2:20) PENALTY on ATL-7-B.Robinson, False Start, 5 yards, enforced at ATL 12 - No Play.","Box Score"
"","4.00","ATL","JAX","4","2023-10-01","1","4:29","3","6","(4:29) (Shotgun) PENALTY on JAX-45-K.Chaisson, Neutral Zone Infraction, 5 yards, enforced at ATL 29 - No Play.","Box Score"
"","4.00","ARI","SF","4","2023-10-01","4","14:22","1","10","(14:22) (Shotgun) 9-J.Dobbs right end pushed ob at ARI 42 for 17 yards (29-T.Hufanga). PENALTY on ARI-85-T.McBride, Offensive Holding, 10 yards, enforced at ARI 27.","Box Score"
"","4.00","ARI","SF","4","2023-10-01","2","12:16","2","10","(12:16) (Shotgun) 9-J.Dobbs pass incomplete short right to 2-M.Brown. PENALTY on ARI-70-P.Johnson, Offensive Holding, 10 yards, enforced at SF 48 - No Play.","Box Score"
"","4.00","ARI","SF","4","2023-10-01","1","8:40","1","10","(8:40) PENALTY on ARI-74-D.Humphries, False Start, 5 yards, enforced at ARI 21 - No Play.","Box Score"
"","4.00","ARI","SF","4","2023-10-01","1","8:59","2","10","(8:59) 6-J.Conner up the middle to ARI 12 for -4 yards (97-N.Bosa). PENALTY on SF-98-J.Hargrave, Defensive Holding, 5 yards, enforced at ARI 16 - No Play.","Box Score"
"","4.00","SF","ARI","4","2023-10-01","1","11:39","1","10","(11:39) 13-B.Purdy pass incomplete deep right to 44-K.Juszczyk. PENALTY on ARI-7-K.White, Defensive Holding, 5 yards, enforced at ARI 47 - No Play.","Box Score"
"","4.00","ARI","SF","4","2023-10-01","1","13:34","4","2","(13:34) (Punt formation) PENALTY on ARI-44-O.Pappoe, False Start, 5 yards, enforced at ARI 33 - No Play.","Box Score"
"","4.00","GB","DET","4","2023-09-28","3","11:50","2","10","(11:50) (Shotgun) 33-A.Jones left end pushed ob at DET 34 for 9 yards (34-A.Anzalone). DET-32-B.Branch was injured during the play.  PENALTY on DET-34-A.Anzalone, Unnecessary Roughness, 16 yards, enforced at DET 34.","Box Score"
"","4.00","GB","DET","4","2023-09-28","2","0:07","1","10","(:07) (Shotgun) 10-J.Love pass incomplete short left to 87-R.Doubs. PENALTY on DET-23-J.Jacobs, Defensive Pass Interference, 9 yards, enforced at GB 44 - No Play.","Box Score"
"","4.00","GB","DET","4","2023-09-28","2","7:51","3","4","(7:51) (Shotgun) PENALTY on DET-23-J.Jacobs, Neutral Zone Infraction, 5 yards, enforced at GB 14 - No Play.","Box Score"
"","4.00","DET","GB","4","2023-09-28","2","9:58","3","18","(9:58) (Shotgun) PENALTY on DET-68-T.Decker, False Start, 5 yards, enforced at DET 32 - No Play.","Box Score"
"","4.00","GB","DET","4","2023-09-28","1","7:21","4","16","(7:21) (Punt formation) PENALTY on GB-55-K.Enagbare, False Start, 5 yards, enforced at GB 14 - No Play.","Box Score"
"","4.00","DAL","NE","4","2023-10-01","2","0:03","1","15","(:03) (Shotgun) PENALTY on DAL, Delay of Game, 5 yards, enforced at DAL 47 - No Play.","Box Score"
"","4.00","DEN","CHI","4","2023-10-01","2","10:20","2","19","(10:20) (Shotgun) PENALTY on DEN-69-M.McGlinchey, False Start, 5 yards, enforced at DEN 30 - No Play.","Box Score"
"","4.00","SEA","NYG","4","2023-10-02","4","7:00","1","9","(7:00) PENALTY on SEA-84-C.Parkinson, False Start, 5 yards, enforced at NYG 9 - No Play.","Box Score"
