"Rank","Expected Points Added (EPA)","Offense","Defense","Week","Date","Quarter","Time","Down","Distance","Description","Yard Line (Distance from Off. EZ)","Box Scores"
"","0.38","BAL","HOU","20","2024-01-20","3","0:02","1","10","(:02) (Shotgun) PENALTY on HOU-52-J.Greenard, Neutral Zone Infraction, 5 yards, enforced at HOU 24 - No Play.","24.00","Box Score"
"","-0.65","BUF","KC","20","2024-01-21","3","3:29","3","8","(3:29) (Shotgun) PENALTY on BUF, Delay of Game, 5 yards, enforced at KC 8 - No Play.","8.00","Box Score"
