"Rank","Expected Points Added (EPA)","Offense","Defense","Week","Date","Quarter","Time","Down","Distance","Description","Box Scores"
"","3.13","ATL","LA","2","2022-09-18","1","1:02","3","13","(1:02) (Shotgun) 1-M.Mariota pass deep middle intended for 17-O.Zaccheaus INTERCEPTED by 33-N.Scott at LA 35. 33-N.Scott to LA 28 for -7 yards (5-D.London). FUMBLES (5-D.London), recovered by LA-2-T.Hill at LA 30. PENALTY on LA-5-J.Ramsey, Defensive Pass Interference, 20 yards, enforced at ATL 22 - No Play.","Box Score"
"","3.09","ATL","CLE","4","2022-10-02","4","8:40","1","10","(8:40) 25-T.Allgeier right end to CLE 7 for 42 yards (22-G.Delpit). PENALTY on CLE-93-T.Togiai, Defensive Holding, 3 yards, enforced at CLE 7.","Box Score"
"","3.08","SEA","SF","2","2022-09-18","2","6:21","3","17","(6:21) (Shotgun) 7-G.Smith pass deep middle intended for 14-D.Metcalf INTERCEPTED by 54-F.Warner at SF 39. 54-F.Warner to 50 for 11 yards (25-T.Homer). PENALTY on SF-4-E.Moseley, Defensive Pass Interference, 26 yards, enforced at SEA 32 - No Play.","Box Score"
"","2.99","SF","SEA","2","2022-09-18","4","3:13","3","5","(3:13) (Shotgun) 10-J.Garoppolo pass incomplete deep right to 11-B.Aiyuk. PENALTY on SEA-30-M.Jackson, Defensive Pass Interference, 19 yards, enforced at SEA 20 - No Play. Penalty on SEA-52-D.Taylor, Defensive Offside, declined.","Box Score"
"","2.99","LV","ARI","2","2022-09-18","3","4:15","1","15","(4:15) 4-D.Carr pass incomplete deep middle to 10-M.Hollins. PENALTY on ARI-20-M.Wilson, Defensive Pass Interference, 47 yards, enforced at LV 35 - No Play.","Box Score"
"","2.99","LV","TEN","3","2022-09-25","1","6:40","2","7","(6:40) 4-D.Carr pass incomplete deep right to 84-K.Cole (21-R.McCreary). PENALTY on TEN-21-R.McCreary, Defensive Pass Interference, 36 yards, enforced at LV 28 - No Play.","Box Score"
"","2.92","DAL","WAS","4","2022-10-02","3","0:54","2","8","(:54) 10-C.Rush pass incomplete deep middle to 13-M.Gallup. PENALTY on WAS-3-W.Jackson, Defensive Pass Interference, 38 yards, enforced at DAL 27 - No Play.","Box Score"
"","2.91","ARI","CAR","4","2022-10-02","3","9:17","1","10","(9:17) (Shotgun) 1-K.Murray pass incomplete deep left to 2-M.Brown. PENALTY on CAR-24-C.Henderson, Defensive Pass Interference, 37 yards, enforced at CAR 43 - No Play.","Box Score"
"","2.89","HOU","IND","1","2022-09-11","3","4:38","4","4","(4:38) 11-C.Johnston punts 50 yards to IND 43, Center-46-J.Weeks. 21-N.Hines to IND 45 for 2 yards (20-I.Yiadom). PENALTY on IND-45-E.Speed, Running Into the Kicker, 5 yards, enforced at HOU 7 - No Play.","Box Score"
"","2.87","PHI","JAX","4","2022-10-02","3","0:02","4","11","(:02) 4-J.Elliott 43 yard field goal is GOOD, NULLIFIED by Penalty, Center-45-R.Lovato, Holder-8-A.Siposs. PENALTY on JAX-32-T.Campbell, Roughing the Kicker, 13 yards, enforced at JAX 25 - No Play.","Box Score"
"","2.87","DEN","SEA","1","2022-09-12","3","10:28","2","14","(10:28) (Shotgun) 3-R.Wilson pass incomplete deep left to 14-C.Sutton. PENALTY on SEA-27-T.Woolen, Defensive Pass Interference, 31 yards, enforced at SEA 40 - No Play.","Box Score"
"","2.85","TB","NO","2","2022-09-18","4","10:28","3","10","(10:28) (Shotgun) 12-T.Brady pass short middle to 84-C.Brate to TB 45 for 9 yards (56-D.Davis). PENALTY on NO-21-B.Roby, Unnecessary Roughness, 15 yards, enforced at TB 45. Pass 8, YAC 1","Box Score"
"","2.85","CIN","DAL","2","2022-09-18","2","7:28","3","9","(7:28) (Shotgun) 9-J.Burrow scrambles up the middle to CIN 39 for 12 yards (6-D.Wilson). PENALTY on DAL-6-D.Wilson, Unnecessary Roughness, 15 yards, enforced at CIN 39. Penalty on DAL-3-A.Brown, Defensive Holding, declined.","Box Score"
"","2.84","LV","TEN","3","2022-09-25","4","6:02","1","10","(6:02) (Shotgun) 4-D.Carr pass deep left to 10-M.Hollins pushed ob at TEN 20 for 60 yards (37-A.Hooker) [93-T.Tart]. PENALTY on LV-64-A.Bars, Unsportsmanlike Conduct, 15 yards, enforced at TEN 20.","Box Score"
"","2.82","ATL","NO","1","2022-09-11","3","6:58","1","10","(6:58) (No Huddle, Shotgun) 1-M.Mariota pass incomplete deep right to 17-O.Zaccheaus. PENALTY on NO-6-M.Maye, Defensive Pass Interference, 39 yards, enforced at NO 41 - No Play.","Box Score"
"","2.75","HOU","IND","1","2022-09-11","2","2:48","2","13","(2:48) (Shotgun) 10-D.Mills pass incomplete deep right to 15-C.Moore. PENALTY on IND-23-K.Moore, Defensive Pass Interference, 33 yards, enforced at IND 49 - No Play.","Box Score"
"","2.74","ARI","LV","2","2022-09-18","4","0:30","4","4","(:30) (Shotgun) 1-K.Murray pass incomplete short left to 2-M.Brown. PENALTY on LV-33-R.Teamer, Defensive Holding, 3 yards, enforced at LV 6 - No Play.","Box Score"
"","2.66","CAR","CLE","1","2022-09-11","4","1:36","2","6","(1:36) (No Huddle, Shotgun) 6-B.Mayfield pass short right to 22-C.McCaffrey to CLE 29 for 21 yards (43-J.Johnson). PENALTY on CLE-43-J.Johnson, Horse Collar Tackle, 15 yards, enforced at CLE 29.","Box Score"
"","2.61","NO","TB","2","2022-09-18","4","3:47","1","10","(3:47) (No Huddle, Shotgun) 2-J.Winston pass incomplete deep middle to 12-C.Olave [79-P.O'Connor]. PENALTY on TB-24-C.Davis, Defensive Pass Interference, 42 yards, enforced at NO 35 - No Play.","Box Score"
"","2.59","CIN","DAL","2","2022-09-18","1","6:45","3","8","(6:45) (Shotgun) 9-J.Burrow scrambles up the middle to CIN 41 for 3 yards (90-D.Lawrence). PENALTY on DAL-42-A.Barr, Unnecessary Roughness, 15 yards, enforced at CIN 41.","Box Score"
"","2.58","NYG","CHI","4","2022-10-02","3","3:42","1","10","(3:42) 8-D.Jones pass incomplete deep left to 86-D.Slayton. PENALTY on CHI-6-K.Gordon, Defensive Pass Interference, 40 yards, enforced at NYG 38 - No Play.","Box Score"
"","2.52","PHI","MIN","2","2022-09-19","2","8:07","3","12","(8:07) (Shotgun) 1-J.Hurts scrambles left end ran ob at PHI 22 for 8 yards (58-J.Hicks). PENALTY on MIN-3-C.Dantzler, Illegal Contact, 5 yards, enforced at PHI 22.","Box Score"
"","2.48","TB","NO","2","2022-09-18","4","14:15","4","1","(14:15) (Punt formation) PENALTY on NO, Defensive Too Many Men on Field, 5 yards, enforced at TB 19 - No Play.","Box Score"
"","2.43","SF","SEA","2","2022-09-18","4","14:05","3","8","(14:05) (Shotgun) 10-J.Garoppolo pass incomplete deep right to 11-B.Aiyuk. PENALTY on SEA-30-M.Jackson, Defensive Pass Interference, 18 yards, enforced at SF 27 - No Play.","Box Score"
"","2.41","DEN","SEA","1","2022-09-12","3","4:45","3","3","(4:45) (Shotgun) 3-R.Wilson pass incomplete deep left to 1-K.Hamler. PENALTY on SEA-27-T.Woolen, Defensive Pass Interference, 21 yards, enforced at SEA 25 - No Play.","Box Score"
"","2.38","PHI","DET","1","2022-09-11","3","11:34","1","10","(11:34) (Shotgun) 26-M.Sanders right end pushed ob at DET 29 for 24 yards (21-T.Walker, 1-J.Okudah). PENALTY on DET-34-A.Anzalone, Unnecessary Roughness, 15 yards, enforced at DET 29.","Box Score"
"","2.38","KC","ARI","1","2022-09-11","2","10:34","3","2","(10:34) (Shotgun) 15-P.Mahomes pass short right to 17-M.Hardman pushed ob at ARI 41 for 8 yards (7-B.Murphy). PENALTY on ARI-34-J.Thompson, Unnecessary Roughness, 15 yards, enforced at ARI 41.","Box Score"
"","2.38","GB","NE","4","2022-10-02","1","4:16","2","5","(4:16) (Shotgun) 33-A.Jones left tackle to GB 45 for 20 yards (30-M.Wilson). PENALTY on NE-30-M.Wilson, Face Mask, 15 yards, enforced at GB 45.","Box Score"
"","2.37","PHI","DET","1","2022-09-11","3","2:45","3","4","(2:45) (Shotgun) 1-J.Hurts scrambles right tackle to DET 38 for 5 yards (21-T.Walker). PENALTY on DET-21-T.Walker, Disqualification, 15 yards, enforced at DET 38. Penalty on DET-21-T.Walker, Unnecessary Roughness, declined.","Box Score"
"","2.36","NYG","DAL","3","2022-09-26","3","13:43","3","14","(13:43) (Shotgun) 8-D.Jones pass incomplete deep right to 3-S.Shepard. PENALTY on DAL-2-J.Lewis, Illegal Contact, 5 yards, enforced at NYG 21 - No Play.","Box Score"
"","2.33","LV","TEN","3","2022-09-25","4","1:37","4","10","(1:37) (Shotgun) 4-D.Carr pass incomplete short left to 83-D.Waller. PENALTY on TEN-20-L.Johnson, Defensive Holding, 5 yards, enforced at TEN 14 - No Play.","Box Score"
"","2.29","CLE","NYJ","2","2022-09-18","3","11:09","2","14","(11:09) (Shotgun) 7-J.Brissett pass short middle to 2-A.Cooper to NYJ 13 for 14 yards (29-L.Joyner). PENALTY on NYJ-72-M.Clemons, Roughing the Passer, 7 yards, enforced at NYJ 13.","Box Score"
"","2.28","TB","KC","4","2022-10-02","2","0:22","1","10","(:22) (No Huddle, Shotgun) 12-T.Brady pass incomplete deep middle to 84-C.Brate. PENALTY on KC-22-J.Thornhill, Defensive Pass Interference, 15 yards, enforced at KC 16 - No Play.","Box Score"
"","2.27","CIN","NYJ","3","2022-09-25","1","0:59","3","9","(:59) 9-J.Burrow pass incomplete short right to 83-T.Boyd (29-L.Joyner). PENALTY on NYJ-91-J.Franklin-Myers, Roughing the Passer, 15 yards, enforced at CIN 26 - No Play.","Box Score"
"","2.25","MIA","NE","1","2022-09-11","1","6:48","4","1","(6:48) (Run formation) PENALTY on NE-98-Ca.Davis, Neutral Zone Infraction, 5 yards, enforced at 50 - No Play.","Box Score"
"","2.23","MIA","CIN","4","2022-09-29","4","4:51","3","10","(4:51) (Shotgun) 5-T.Bridgewater scrambles left end pushed ob at CIN 42 for 11 yards (22-C.Awuzie). PENALTY on CIN-20-E.Apple, Illegal Contact, 5 yards, enforced at CIN 42.","Box Score"
"","2.19","LV","TEN","3","2022-09-25","4","11:23","1","10","(11:23) 4-D.Carr pass deep middle to 83-D.Waller to TEN 27 for 17 yards (37-A.Hooker). PENALTY on TEN-37-A.Hooker, Unnecessary Roughness, 14 yards, enforced at TEN 27.","Box Score"
"","2.19","SF","SEA","2","2022-09-18","3","4:36","3","11","(4:36) (Shotgun) 10-J.Garoppolo pass incomplete deep left to 11-B.Aiyuk. PENALTY on SEA-8-C.Bryant, Illegal Contact, 5 yards, enforced at SF 24 - No Play.","Box Score"
"","2.14","MIA","CIN","4","2022-09-29","2","7:57","3","4","(7:57) (Shotgun) 1-T.Tagovailoa pass incomplete deep left to 10-T.Hill. PENALTY on CIN-22-C.Awuzie, Defensive Pass Interference, 24 yards, enforced at MIA 46 - No Play. Penalty on CIN-20-E.Apple, Illegal Use of Hands, declined.","Box Score"
"","2.13","TEN","IND","4","2022-10-02","2","13:14","2","10","(13:14) (Shotgun) 17-R.Tannehill pass short right to 2-R.Woods to TEN 43 for 10 yards (45-E.Speed; 44-Z.Franklin). PENALTY on IND-59-I.Odenigbo, Roughing the Passer, 15 yards, enforced at TEN 43.","Box Score"
"","2.12","BAL","NYJ","1","2022-09-11","2","4:41","1","10","(4:41) 8-L.Jackson pass incomplete deep right to 10-D.Robinson. PENALTY on NYJ-29-L.Joyner, Defensive Pass Interference, 32 yards, enforced at BAL 38 - No Play.","Box Score"
"","2.12","TEN","BUF","2","2022-09-19","1","7:59","2","8","(7:59) (Shotgun) 17-R.Tannehill pass short left to 16-T.Burks to TEN 46 for 5 yards (47-C.Benford). Penalty on BUF-47-C.Benford, Illegal Use of Hands, declined. PENALTY on BUF-50-G.Rousseau, Roughing the Passer, 15 yards, enforced at TEN 46.","Box Score"
"","2.07","PHI","WAS","3","2022-09-25","1","12:33","2","10","(12:33) (Shotgun) 1-J.Hurts pass incomplete deep left to 16-Q.Watkins. PENALTY on WAS-37-R.Wildgoose, Defensive Pass Interference, 23 yards, enforced at PHI 12 - No Play.","Box Score"
"","2.05","CAR","ARI","4","2022-10-02","3","13:01","4","14","(13:01) 10-J.Hekker punts 57 yards to ARI 22, Center-44-J.Jansen. 83-G.Dortch to ARI 32 for 10 yards (34-S.Chandler). PENALTY on ARI-35-C.Matthew, Unnecessary Roughness, 11 yards, enforced at ARI 22.","Box Score"
"","2.03","CAR","CLE","1","2022-09-11","1","1:11","3","10","(1:11) (Shotgun) 6-B.Mayfield pass incomplete short right to 82-T.Tremble. PENALTY on CLE-99-T.Bryan, Roughing the Passer, 15 yards, enforced at CAR 5 - No Play.","Box Score"
"","1.99","NE","MIA","1","2022-09-11","3","7:04","4","1","(7:04) (Shotgun) 10-M.Jones pass incomplete deep middle to 1-D.Parker. PENALTY on MIA-25-X.Howard, Illegal Contact, 5 yards, enforced at MIA 28 - No Play.","Box Score"
"","1.95","LAC","LV","1","2022-09-11","2","10:08","3","4","(10:08) (Shotgun) 10-J.Herbert scrambles up the middle to LV 2 for 3 yards (39-N.Hobbs). PENALTY on LV-39-N.Hobbs, Unnecessary Roughness, 1 yard, enforced at LV 2.","Box Score"
"","1.94","CHI","SF","1","2022-09-11","3","6:54","3","4","(6:54) (Shotgun) 32-D.Montgomery left guard to CHI 34 for no gain (31-T.Gipson). PENALTY on SF-57-D.Greenlaw, Face Mask, 15 yards, enforced at CHI 34 - No Play.","Box Score"
"","1.94","CHI","SF","1","2022-09-11","3","0:12","3","9","(:12) (Shotgun) 1-J.Fields scrambles right end pushed ob at CHI 44 for 5 yards (57-D.Greenlaw). PENALTY on SF-7-C.Ward, Defensive Holding, 5 yards, enforced at CHI 44.","Box Score"
"","1.90","NO","TB","2","2022-09-18","2","1:33","3","5","(1:33) (Shotgun) 2-J.Winston pass short middle to 12-C.Olave to NO 40 for 4 yards (54-L.David). PENALTY on TB-54-L.David, Unnecessary Roughness, 15 yards, enforced at NO 40. Pass 4, YAC 0","Box Score"
"","1.88","MIN","DET","3","2022-09-25","2","8:58","3","4","(8:58) (Shotgun) 8-K.Cousins pass incomplete short right to 18-J.Jefferson. PENALTY on DET-23-M.Hughes, Defensive Pass Interference, 3 yards, enforced at DET 4 - No Play.","Box Score"
"","1.88","MIA","BUF","3","2022-09-25","1","8:16","3","10","(8:16) (Shotgun) 1-T.Tagovailoa pass short left to 14-T.Sherfield to MIA 31 for 9 yards (47-C.Benford). PENALTY on BUF-47-C.Benford, Defensive Holding, 5 yards, enforced at MIA 22 - No Play.","Box Score"
"","1.86","SEA","DET","4","2022-10-02","1","5:41","1","10","(5:41) 7-G.Smith pass deep middle to 14-D.Metcalf to DET 18 for 21 yards (5-D.Elliott). PENALTY on DET-96-I.Buggs, Roughing the Passer, 9 yards, enforced at DET 18.","Box Score"
"","1.84","ATL","LA","2","2022-09-18","2","0:54","1","10","(:54) (Shotgun) 1-M.Mariota pass incomplete deep right to 8-K.Pitts. PENALTY on LA-22-D.Long, Defensive Pass Interference, 36 yards, enforced at ATL 20 - No Play.","Box Score"
"","1.83","CIN","MIA","4","2022-09-29","1","11:54","2","8","(11:54) 9-J.Burrow pass short right to 88-H.Hurst to MIA 29 for 6 yards (28-K.Kohou). PENALTY on MIA-27-K.Crossen, Unnecessary Roughness, 15 yards, enforced at MIA 29.","Box Score"
"","1.83","NYG","CAR","2","2022-09-18","4","15:00","2","12","(15:00) (Shotgun) 8-D.Jones pass incomplete deep middle to 3-S.Shepard [99-M.Ioannidis]. PENALTY on CAR-8-J.Horn, Defensive Pass Interference, 13 yards, enforced at NYG 22 - No Play.","Box Score"
"","1.83","DET","MIN","3","2022-09-25","3","2:14","1","10","(2:14) 67-M.Nelson reported in as eligible.  30-Ja.Williams right end for 13 yards, TOUCHDOWN. PENALTY on DET-30-Ja.Williams, Unsportsmanlike Conduct, 15 yards, enforced between downs.","Box Score"
"","1.82","CHI","SF","1","2022-09-11","4","8:22","2","11","(8:22) (Shotgun) 24-K.Herbert left guard to SF 7 for 5 yards (97-N.Bosa). PENALTY on SF-99-J.Kinlaw, Defensive Holding, 4 yards, enforced at SF 7.","Box Score"
"","1.80","TB","NO","2","2022-09-18","3","12:22","3","8","(12:22) 12-T.Brady pass short left to 17-R.Gage to TB 43 for 5 yards (23-M.Lattimore) [30-J.Evans]. PENALTY on NO-21-B.Roby, Defensive Holding, 5 yards, enforced at TB 38 - No Play.","Box Score"
"","1.79","CHI","NYG","4","2022-10-02","1","10:26","3","2","(10:26) (Shotgun) 1-J.Fields scrambles up the middle to NYG 28 for 4 yards (48-T.Crowder). PENALTY on NYG-41-M.McFadden, Unnecessary Roughness, 14 yards, enforced at NYG 28.","Box Score"
"","1.79","PIT","CIN","1","2022-09-11","2","9:35","3","3","(9:35) (Shotgun) 10-M.Trubisky pass incomplete short right to 14-G.Pickens. PENALTY on CIN-22-C.Awuzie, Defensive Pass Interference, 2 yards, enforced at CIN 3 - No Play.","Box Score"
"","1.77","HOU","IND","1","2022-09-11","3","8:23","2","5","(8:23) (Shotgun) 10-D.Mills pass short left to 15-C.Moore to IND 42 for 11 yards (31-B.Facyson, 23-K.Moore) [90-G.Stewart]. PENALTY on IND-91-Y.Ngakoue, Roughing the Passer, 15 yards, enforced at IND 42.","Box Score"
"","1.74","LV","ARI","2","2022-09-18","1","6:15","3","4","(6:15) (Shotgun) 4-D.Carr pass incomplete short left to 83-D.Waller. PENALTY on ARI-34-J.Thompson, Defensive Pass Interference, 3 yards, enforced at ARI 4 - No Play.","Box Score"
"","1.73","BAL","MIA","2","2022-09-18","2","4:53","2","5","(4:53) (Shotgun) 8-L.Jackson scrambles right end to MIA 31 for 19 yards (94-C.Wilkins). PENALTY on MIA-25-X.Howard, Defensive Holding, 5 yards, enforced at MIA 31.","Box Score"
"","1.72","BUF","TEN","2","2022-09-19","1","3:24","3","4","(3:24) (Shotgun) 17-J.Allen pass incomplete short right to 14-S.Diggs. PENALTY on TEN-30-T.Avery, Defensive Pass Interference, 13 yards, enforced at BUF 47 - No Play.","Box Score"
"","1.71","DET","PHI","1","2022-09-11","4","4:48","3","10","(4:48) (Shotgun) 16-J.Goff pass incomplete short middle to 88-T.Hockenson. PENALTY on PHI-23-C.Gardner-Johnson, Defensive Pass Interference, 11 yards, enforced at PHI 41 - No Play.","Box Score"
"","1.70","DAL","WAS","4","2022-10-02","4","7:57","1","10","(7:57) 10-C.Rush pass incomplete deep right to 13-M.Gallup. PENALTY on WAS-3-W.Jackson, Defensive Pass Interference, 27 yards, enforced at DAL 16 - No Play.","Box Score"
"","1.69","NYJ","BAL","1","2022-09-11","3","6:30","3","9","(6:30) (No Huddle, Shotgun) 19-J.Flacco sacked at NYJ 20 for -6 yards (92-J.Madubuike). PENALTY on BAL-21-B.Stephens, Illegal Contact, 5 yards, enforced at NYJ 26 - No Play.","Box Score"
"","1.69","WAS","PHI","3","2022-09-25","4","4:02","3","13","(4:02) (Shotgun) 11-C.Wentz pass short left to 23-J.McKissic ran ob at WAS 44 for 9 yards [7-H.Reddick]. PENALTY on PHI-43-K.White, Defensive Holding, 5 yards, enforced at WAS 35 - No Play.","Box Score"
"","1.69","SEA","DEN","1","2022-09-12","1","6:40","1","10","(6:40) (Shotgun) 7-G.Smith pass short middle to 87-N.Fant to DEN 45 for 13 yards (49-A.Singleton; 31-J.Simmons). PENALTY on DEN-22-K.Jackson, Unnecessary Roughness, 15 yards, enforced at DEN 45.","Box Score"
"","1.69","ARI","LV","2","2022-09-18","2","3:36","3","9","(3:36) (Shotgun) 1-K.Murray pass short middle intended for 2-M.Brown INTERCEPTED by 39-N.Hobbs at ARI 45. 39-N.Hobbs to ARI 45 for no gain (24-D.Williams). PENALTY on LV-39-N.Hobbs, Defensive Holding, 5 yards, enforced at ARI 45 - No Play.","Box Score"
"","1.68","IND","TEN","4","2022-10-02","1","11:10","3","8","(11:10) (Shotgun) 2-M.Ryan pass incomplete deep left to 11-M.Pittman. PENALTY on TEN-94-M.Edwards, Illegal Use of Hands, 5 yards, enforced at 50 - No Play.","Box Score"
"","1.67","IND","HOU","1","2022-09-11","3","9:53","2","15","(9:53) (Shotgun) 2-M.Ryan pass incomplete short middle to 14-A.Pierce [50-M.Dwumfour]. PENALTY on HOU-5-J.Pitre, Unnecessary Roughness, 15 yards, enforced at IND 37 - No Play.","Box Score"
"","1.67","NYJ","BAL","1","2022-09-11","1","8:31","3","9","(8:31) (Shotgun) 19-J.Flacco pass incomplete deep left to 8-E.Moore. PENALTY on BAL-44-M.Humphrey, Illegal Contact, 5 yards, enforced at NYJ 12 - No Play.","Box Score"
"","1.65","SEA","DEN","1","2022-09-12","3","7:05","3","9","(7:05) (Shotgun) 7-G.Smith pass incomplete short left to 14-D.Metcalf. PENALTY on DEN-2-P.Surtain, Defensive Holding, 5 yards, enforced at SEA 11 - No Play.","Box Score"
"","1.61","NO","TB","2","2022-09-18","1","3:00","3","5","(3:00) (Shotgun) 2-J.Winston sacked at NO 22 for -8 yards (54-L.David). PENALTY on TB-22-K.Neal, Unnecessary Roughness, 15 yards, enforced at NO 22.","Box Score"
"","1.61","DAL","WAS","4","2022-10-02","3","10:44","2","17","(10:44) (Shotgun) 10-C.Rush pass deep right intended for 20-T.Pollard INTERCEPTED by 31-K.Curl at DAL 30. 31-K.Curl ran ob at DAL 30 for no gain. PENALTY on WAS-3-W.Jackson, Defensive Holding, 5 yards, enforced at DAL 8 - No Play.","Box Score"
"","1.60","CIN","PIT","1","2022-09-11","4","3:48","3","11","(3:48) (Shotgun) 9-J.Burrow sacked at PIT 40 for -10 yards (90-T.Watt). PENALTY on PIT-20-C.Sutton, Defensive Holding, 6 yards, enforced at PIT 30 - No Play.","Box Score"
"","1.59","GB","CHI","2","2022-09-18","3","3:45","3","6","(3:45) (Shotgun) 12-A.Rodgers pass incomplete short right to 33-A.Jones. PENALTY on CHI-22-K.Vildor, Defensive Holding, 5 yards, enforced at GB 28 - No Play. Penalty on CHI-53-N.Morrow, Defensive Pass Interference, declined.","Box Score"
"","1.59","DAL","WAS","4","2022-10-02","2","6:16","3","7","(6:16) (Shotgun) 10-C.Rush pass deep middle intended for 85-N.Brown INTERCEPTED by 25-B.St-Juste at WAS 46. 25-B.St-Juste to DAL 45 for 9 yards (13-M.Gallup). PENALTY on WAS-25-B.St-Juste, Illegal Contact, 5 yards, enforced at DAL 28 - No Play.","Box Score"
"","1.59","IND","KC","3","2022-09-25","4","5:06","3","6","(5:06) (Shotgun) 2-M.Ryan sacked at IND 31 for -8 yards (32-N.Bolton). PENALTY on KC-95-C.Jones, Unsportsmanlike Conduct, 15 yards, enforced at IND 31.","Box Score"
"","1.58","WAS","JAX","1","2022-09-11","2","12:41","3","10","(12:41) (Shotgun) 11-C.Wentz pass incomplete short middle to 23-J.McKissic. PENALTY on JAX-91-D.Smoot, Roughing the Passer, 11 yards, enforced at JAX 22 - No Play.","Box Score"
"","1.57","ARI","LV","2","2022-09-18","3","14:26","2","9","(14:26) (Shotgun) 1-K.Murray sacked at ARI 18 for -8 yards (91-B.Nichols). PENALTY on LV-91-B.Nichols, Face Mask, 15 yards, enforced at ARI 26 - No Play.","Box Score"
"","1.56","TB","GB","3","2022-09-25","4","0:30","2","10","(:30) (Shotgun) 12-T.Brady pass incomplete short left to 84-C.Brate. PENALTY on GB-31-A.Amos, Defensive Pass Interference, 7 yards, enforced at GB 10 - No Play.","Box Score"
"","1.56","CHI","SF","1","2022-09-11","4","13:37","3","1","(13:37) (Shotgun) 1-J.Fields right end to SF 41 for 1 yard (51-A.Al-Shaair). SF-51-A.Al-Shaair was injured during the play.  PENALTY on SF-51-A.Al-Shaair, Unnecessary Roughness, 15 yards, enforced at SF 41.","Box Score"
"","1.56","MIN","NO","4","2022-10-02","4","5:36","3","10","(5:36) (Shotgun) 8-K.Cousins pass incomplete deep right to 19-A.Thielen (29-P.Adebo). PENALTY on NO-32-T.Mathieu, Illegal Use of Hands, 5 yards, enforced at MIN 49 - No Play.","Box Score"
"","1.55","KC","ARI","1","2022-09-11","1","7:07","2","7","(7:07) (Shotgun) 15-P.Mahomes pass incomplete deep left to 9-J.Smith-Schuster. PENALTY on ARI-94-Z.Allen, Roughing the Passer, 15 yards, enforced at KC 17 - No Play. Penalty on ARI-94-Z.Allen, Defensive Offside, declined.","Box Score"
"","1.54","CLE","CAR","1","2022-09-11","1","5:04","3","5","(5:04) (Shotgun) 7-J.Brissett pass incomplete deep left to 27-K.Hunt. PENALTY on CAR-8-J.Horn, Defensive Holding, 5 yards, enforced at CLE 40 - No Play.","Box Score"
