"Rank","Expected Points Added (EPA)","Offense","Defense","Week","Date","Quarter","Time","Down","Distance","Description","Box Scores"
"","0.26","BAL","PIT","17","2023-01-01","3","0:52","4","7","(:52) 11-J.Stout punts 40 yards to PIT 10, Center-46-N.Moore, fair catch by 82-S.Sims. PENALTY on PIT-37-E.Riley, Offensive Holding, 5 yards, enforced at PIT 10.","Box Score"
"","0.26","PIT","CLE","18","2023-01-08","1","2:13","1","10","(2:13) (Shotgun) 8-K.Pickett sacked at PIT 35 for -10 yards (97-P.Winfrey). PENALTY on CLE-42-T.Fields, Illegal Contact, 5 yards, enforced at PIT 45 - No Play.","Box Score"
"","0.25","TB","CAR","17","2023-01-01","4","2:39","4","15","(2:39) 5-J.Camarda punts 42 yards to CAR 23, Center-97-Z.Triner, fair catch by 18-A.Roberts. PENALTY on CAR-42-S.Franklin, Offensive Holding, 10 yards, enforced at CAR 23.","Box Score"
"","0.25","KC","SEA","16","2022-12-24","1","3:36","2","2","(3:36) (Shotgun) 15-P.Mahomes pass incomplete short middle to 19-K.Toney [52-D.Taylor]. PENALTY on SEA-56-J.Brooks, Defensive Holding, 5 yards, enforced at KC 49 - No Play.","Box Score"
"","0.20","IND","MIN","15","2022-12-17","4","10:42","4","6","(10:42) 6-M.Haack punts 43 yards to MIN 25, Center-46-L.Rhodes. 5-J.Reagor to IND 24 for 51 yards (6-M.Haack). PENALTY on MIN-29-K.Boyd, Face Mask, 12 yards, enforced at MIN 25.","Box Score"
"","0.17","LV","NE","15","2022-12-18","2","0:15","1","10","(:15) (Shotgun) 4-D.Carr pass short right to 28-J.Jacobs pushed ob at NE 8 for 2 yards (31-Jo.Jones) [90-C.Barmore]. PENALTY on NE-3-J.Peppers, Defensive Holding, 5 yards, enforced at NE 10 - No Play.","Box Score"
"","0.15","IND","LAC","16","2022-12-26","1","1:16","4","14","(1:16) 6-M.Haack punts 43 yards to LAC 31, Center-46-L.Rhodes. 1-D.Carter pushed ob at LAC 46 for 15 yards (41-G.Stuard). PENALTY on LAC-36-J.Taylor, Offensive Holding, 10 yards, enforced at LAC 40.","Box Score"
"","0.15","NE","LV","15","2022-12-18","4","7:27","4","6","(7:27) 17-M.Palardy punts 46 yards to LV 28, Center-49-J.Cardona. 13-H.Renfrow to LV 42 for 14 yards (48-J.Tavai). PENALTY on LV-33-R.Teamer, Offensive Holding, 10 yards, enforced at LV 29.","Box Score"
"","0.12","LV","NE","15","2022-12-18","2","0:19","2","5","(:19) (Shotgun) 4-D.Carr pass incomplete short middle to 10-M.Hollins. PENALTY on NE-31-Jo.Jones, Illegal Contact, 5 yards, enforced at NE 15 - No Play.","Box Score"
"","0.11","MIN","NYG","16","2022-12-24","2","0:10","1","5","(:10) (Shotgun) 8-K.Cousins pass short right intended for 18-J.Jefferson INTERCEPTED by 37-F.Moreau at MIN 46. 37-F.Moreau pushed ob at MIN 15 for 31 yards (75-B.O'Neill). PENALTY on NYG-37-F.Moreau, Defensive Pass Interference, 13 yards, enforced at MIN 34 - No Play.","Box Score"
"","0.11","HOU","KC","15","2022-12-18","3","3:23","1","10","(3:23) 10-D.Mills sacked at KC 19 for -4 yards (66-B.Williams). PENALTY on KC-22-J.Thornhill, Illegal Contact, 5 yards, enforced at KC 15 - No Play. Penalty on KC-50-W.Gay, Illegal Contact, declined.","Box Score"
"","0.10","IND","HOU","18","2023-01-08","3","11:55","4","6","(11:55) (Field Goal formation) PENALTY on HOU-76-A.Deculus, Encroachment, 3 yards, enforced at HOU 6 - No Play.","Box Score"
"","0.09","CLE","WAS","17","2023-01-01","1","0:26","4","7","(:26) 3-C.York 25 yard field goal is GOOD, NULLIFIED by Penalty, Center-47-C.Hughlett, Holder-13-C.Bojorquez. PENALTY on WAS-47-K.Hudson, Defensive Offside, 4 yards, enforced at WAS 7 - No Play.","Box Score"
"","0.09","PHI","CHI","15","2022-12-18","2","1:29","2","4","(1:29) (No Huddle, Shotgun) 1-J.Hurts pass short middle to 14-K.Gainwell to PHI 29 for 3 yards (53-N.Morrow). PENALTY on CHI-31-Ja.Jones, Illegal Contact, 5 yards, enforced at PHI 26 - No Play.","Box Score"
"","0.08","PHI","DAL","16","2022-12-24","3","4:20","2","1","(4:20) (Shotgun) 10-G.Minshew pass incomplete short right to 11-A.Brown. PENALTY on DAL-26-D.Bland, Defensive Holding, 6 yards, enforced at PHI 34 - No Play.","Box Score"
"","0.08","MIN","NYG","16","2022-12-24","2","0:10","1","10","(:10) (Shotgun) PENALTY on NYG-5-K.Thibodeaux, Neutral Zone Infraction, 5 yards, enforced at MIN 29 - No Play.","Box Score"
"","0.05","NYJ","SEA","17","2023-01-01","2","0:14","1","10","(:14) (Shotgun) PENALTY on SEA-10-U.Nwosu, Defensive Offside, 5 yards, enforced at NYJ 27 - No Play.","Box Score"
"","0.03","BUF","MIA","15","2022-12-17","2","0:22","1","10","(:22) (Shotgun) 17-J.Allen pass incomplete short left to 14-S.Diggs. PENALTY on MIA-15-J.Phillips, Defensive Offside, 5 yards, enforced at MIA 14 - No Play.","Box Score"
"","0.01","CHI","PHI","15","2022-12-18","1","15:00","0","0","4-J.Elliott kicks 63 yards from PHI 35 to CHI 2. 12-V.Jones to CHI 28 for 26 yards (33-J.Scott). PENALTY on CHI, Illegal Formation, 5 yards, enforced at PHI 35 - No Play.","Box Score"
"","0.00","DEN","LA","16","2022-12-25","4","8:30","0","0","TWO-POINT CONVERSION ATTEMPT. 3-R.Wilson pass to 80-G.Dulcich is incomplete. ATTEMPT FAILS. PENALTY on LA-2-T.Hill, Defensive Holding, 0 yards, enforced at LA 1 - No Play.","Box Score"
"","0.00","BUF","CHI","16","2022-12-24","3","7:57","0","0","TWO-POINT CONVERSION ATTEMPT. 17-J.Allen pass to 13-G.Davis is complete. ATTEMPT SUCCEEDS. PENALTY on BUF, Illegal Shift, 5 yards, enforced at CHI 2 - No Play.","Box Score"
"","0.00","WAS","NYG","15","2022-12-18","3","8:38","0","0","TWO-POINT CONVERSION ATTEMPT. 4-T.Heinicke pass to 10-C.Samuel is complete. ATTEMPT SUCCEEDS. PENALTY on WAS-1-J.Dotson, Offensive Pass Interference, 10 yards, enforced at NYG 2 - No Play.","Box Score"
"","0.00","BUF","MIA","15","2022-12-17","4","9:02","0","0","B.Hart reports as eligible. (Pass formation)  PENALTY on MIA, Defensive Too Many Men on Field, 1 yard, enforced at MIA 2 - No Play.","Box Score"
"","0.00","DEN","LA","16","2022-12-25","4","8:30","0","0","TWO-POINT CONVERSION ATTEMPT. 3-R.Wilson pass to 14-C.Sutton is incomplete. ATTEMPT FAILS. PENALTY on LA-5-J.Ramsey, Defensive Pass Interference, 1 yard, enforced at LA 2 - No Play.","Box Score"
"","0.00","CHI","MIN","18","2023-01-08","2","3:31","0","0","2-C.Santos extra point is GOOD, Center-48-P.Scales, Holder-16-T.Gill. PENALTY on MIN-7-P.Peterson, Defensive Offside, 1 yard, enforced at MIN 15 - No Play.","Box Score"
"","0.00","ATL","NO","15","2022-12-18","4","7:07","0","0","TWO-POINT CONVERSION ATTEMPT. 4-D.Ridder is sacked. ATTEMPT FAILS. PENALTY on NO-94-C.Jordan, Face Mask, 1 yard, enforced at NO 2 - No Play.","Box Score"
"","0.00","DET","NYJ","15","2022-12-18","1","6:00","0","0","(Kick formation) PENALTY on DET, Delay of Game, 5 yards, enforced at NYJ 15 - No Play.","Box Score"
"","0.00","CIN","NE","16","2022-12-24","1","5:16","0","0","2-E.McPherson extra point is No Good, Wide Right, Center-48-C.Adomitis, Holder-4-D.Chrisman. PENALTY on NE-95-D.Ekuale, Unnecessary Roughness, 1 yard, enforced at NE 15 - No Play.","Box Score"
"","0.00","PHI","CHI","15","2022-12-18","4","4:20","0","0","(Run formation) PENALTY on CHI-64-M.Pennel, Encroachment, 1 yard, enforced at CHI 2 - No Play.","Box Score"
"","0.00","NYJ","DET","15","2022-12-18","1","6:00","0","0","3-J.Fox kicks 66 yards from DET 35 to NYJ -1. 10-B.Berrios pushed ob at NYJ 18 for 19 yards (31-K.Joseph). PENALTY on DET-42-J.Jackson, Illegal Formation, 5 yards, enforced at DET 35 - No Play.","Box Score"
"","-0.00","NYJ","SEA","17","2023-01-01","2","0:19","2","10","(:19) (Shotgun) 5-M.White pass incomplete short middle to 8-E.Moore (91-L.Collier). PENALTY on SEA-91-L.Collier, Illegal Use of Hands, 5 yards, enforced at NYJ 22 - No Play.","Box Score"
"","-0.02","CAR","TB","17","2023-01-01","4","0:26","1","10","(:26) (Shotgun) 14-S.Darnold pass incomplete deep middle to 2-D.Moore (31-A.Winfield). PENALTY on CAR-2-D.Moore, Offensive Pass Interference, 4 yards, enforced at CAR 8 - No Play.","Box Score"
"","-0.04","GB","MIN","17","2023-01-01","2","9:52","4","3","(9:52) (No Huddle, Shotgun) PENALTY on GB, Delay of Game, 5 yards, enforced at MIN 3 - No Play.","Box Score"
"","-0.04","NE","CIN","16","2022-12-24","4","0:15","4","10","(:15) (Shotgun) PENALTY on NE, Delay of Game, 5 yards, enforced at NE 39 - No Play.","Box Score"
"","-0.06","DAL","PHI","16","2022-12-24","4","1:44","4","3","(1:44) (Shotgun) PENALTY on DAL, Delay of Game, 5 yards, enforced at PHI 3 - No Play.","Box Score"
"","-0.06","NYJ","JAX","16","2022-12-22","2","0:05","4","4","(:05) (Shotgun) PENALTY on NYJ-17-G.Wilson, False Start, 5 yards, enforced at NYJ 40 - No Play.","Box Score"
"","-0.09","TB","CAR","17","2023-01-01","4","0:42","4","10","(:42) 97-Z.Triner to TB 42 for -14 yards. FUMBLES, recovered by TB-5-J.Camarda at TB 41. 5-J.Camarda punts 41 yards to CAR 3, downed by TB-27-Z.McCollum. PENALTY on TB-41-K.Kieft, Ineligible Downfield Kick, 5 yards, enforced at CAR 44 - No Play.","Box Score"
"","-0.09","TB","CAR","17","2023-01-01","4","0:42","4","5","(:42) (Punt formation) PENALTY on TB, Delay of Game, 5 yards, enforced at CAR 39 - No Play.","Box Score"
"","-0.10","CAR","TB","17","2023-01-01","4","0:04","2","10","(:04) (Shotgun) PENALTY on CAR-70-B.Christensen, False Start, 5 yards, enforced at CAR 42 - No Play.","Box Score"
"","-0.11","NYG","PHI","18","2023-01-08","2","0:19","3","10","(:19) (Shotgun) PENALTY on NYG-73-E.Neal, False Start, 5 yards, enforced at NYG 37 - No Play.","Box Score"
"","-0.12","PHI","NO","17","2023-01-01","4","3:43","4","17","(3:43) (Shotgun) PENALTY on PHI-63-J.Driscoll, False Start, 5 yards, enforced at PHI 46 - No Play.","Box Score"
"","-0.12","ARI","DEN","15","2022-12-18","2","3:59","4","1","(3:59) 14-A.Lee punts 44 yards to DEN 8, Center-46-A.Brewer. 12-M.Washington MUFFS catch, and recovers at DEN 8. PENALTY on DEN-27-D.Mathis, Illegal Block Above the Waist, 4 yards, enforced at DEN 8.","Box Score"
"","-0.13","SEA","NYJ","17","2023-01-01","2","0:59","4","19","(:59) (Punt formation) PENALTY on SEA, Delay of Game, 5 yards, enforced at NYJ 40 - No Play.","Box Score"
"","-0.13","ARI","TB","16","2022-12-25","4","0:04","3","10","(:04) (Shotgun) PENALTY on ARI-2-M.Brown, False Start, 5 yards, enforced at ARI 49 - No Play.","Box Score"
"","-0.13","MIN","CHI","18","2023-01-08","4","0:56","4","2","(:56) (Punt formation) PENALTY on MIN, Delay of Game, 5 yards, enforced at MIN 44 - No Play.","Box Score"
"","-0.15","IND","MIN","15","2022-12-17","4","1:22","4","1","(1:22) (Shotgun) PENALTY on IND-79-B.Raimann, False Start, 5 yards, enforced at IND 34 - No Play.","Box Score"
"","-0.17","WAS","CLE","17","2023-01-01","4","2:08","4","5","(2:08) (No Huddle, Shotgun) PENALTY on WAS-76-S.Cosmi, False Start, 5 yards, enforced at WAS 41 - No Play.","Box Score"
"","-0.17","HOU","JAX","17","2023-01-01","2","9:18","4","1","(9:18) 11-C.Johnston punts 47 yards to JAX 19, Center-46-J.Weeks. 39-J.Agnew to JAX 18 for -1 yards (33-D.Ogunbowale). PENALTY on JAX-31-D.Williams, Illegal Block Above the Waist, 9 yards, enforced at JAX 18.","Box Score"
"","-0.18","CIN","NE","16","2022-12-24","4","0:59","1","10","(:59) 74-M.Scharping reported in as eligible.  PENALTY on CIN-74-M.Scharping, False Start, 5 yards, enforced at CIN 23 - No Play.","Box Score"
"","-0.19","NYJ","JAX","16","2022-12-22","2","8:47","2","17","(8:47) PENALTY on NYJ-76-G.Fant, False Start, 4 yards, enforced at NYJ 49 - No Play.","Box Score"
"","-0.19","SF","LV","17","2023-01-01","2","3:51","2","7","(3:51) 44-K.Juszczyk up the middle to SF 10 for 5 yards (25-T.Moehrig). PENALTY on SF-71-T.Williams, Offensive Holding, 2 yards, enforced at SF 5 - No Play.","Box Score"
"","-0.19","KC","LV","18","2023-01-07","2","1:02","2","3","(1:02) (Shotgun) Direct snap to 1-J.McKinnon.  15-P.Mahomes pass short left to 19-K.Toney for 9 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on KC-52-C.Humphrey, Offensive Holding, 10 yards, enforced at LV 1.","Box Score"
"","-0.23","NE","CIN","16","2022-12-24","4","6:13","3","24","(6:13) (Shotgun) PENALTY on NE-77-T.Brown, False Start, 5 yards, enforced at CIN 43 - No Play.","Box Score"
"","-0.25","MIN","IND","15","2022-12-17","2","4:06","4","10","(4:06) 14-R.Wright punts 43 yards to IND 21, Center-42-A.DePaola, fair catch by 33-D.Flowers. PENALTY on MIN-29-K.Boyd, Player Out of Bounds on Kick, 5 yards, enforced at IND 21.","Box Score"
"","-0.27","IND","MIN","15","2022-12-17","2","6:49","4","8","(6:49) (Punt formation) PENALTY on IND-46-L.Rhodes, False Start, 5 yards, enforced at IND 40 - No Play.","Box Score"
"","-0.28","TEN","DAL","17","2022-12-29","4","3:54","4","10","(3:54) (Shotgun) PENALTY on TEN-71-D.Daley, False Start, 5 yards, enforced at DAL 42 - No Play.","Box Score"
"","-0.29","LV","PIT","16","2022-12-24","4","0:36","2","10","(:36) (Shotgun) 4-D.Carr pass deep middle intended for 13-H.Renfrow INTERCEPTED by 20-C.Sutton [99-L.Ogunjobi] at PIT 34. 20-C.Sutton to PIT 34 for no gain (13-H.Renfrow). PENALTY on PIT, Unsportsmanlike Conduct, 15 yards, enforced at PIT 34.","Box Score"
"","-0.30","SEA","SF","15","2022-12-15","2","0:41","1","10","(:41) (Shotgun) 7-G.Smith pass deep left to 14-D.Metcalf to SF 43 for 27 yards (7-C.Ward). PENALTY on SEA-14-D.Metcalf, Offensive Pass Interference, 10 yards, enforced at SEA 30 - No Play.","Box Score"
"","-0.32","CHI","DET","17","2023-01-01","4","2:05","2","14","(2:05) (No Huddle, Shotgun) PENALTY on CHI-70-B.Jones, False Start, 5 yards, enforced at CHI 21 - No Play.","Box Score"
"","-0.32","BAL","PIT","17","2023-01-01","2","3:30","1","10","(3:30) (Shotgun) PENALTY on BAL-84-J.Oliver, False Start, 5 yards, enforced at BAL 38 - No Play.","Box Score"
"","-0.33","BAL","PIT","17","2023-01-01","4","0:20","2","10","(:20) (Shotgun) 2-T.Huntley pass deep middle intended for 10-D.Robinson INTERCEPTED by 39-M.Fitzpatrick at PIT 40. 39-M.Fitzpatrick to PIT 40 for no gain. PENALTY on PIT, Unsportsmanlike Conduct, 15 yards, enforced at PIT 40.","Box Score"
"","-0.33","ARI","TB","16","2022-12-25","4","2:27","1","10","(2:27) (Shotgun) 19-T.McSorley pass short left to 85-T.McBride pushed ob at ARI 28 for 3 yards (31-A.Winfield). PENALTY on ARI-53-B.Price, Ineligible Downfield Pass, 5 yards, enforced at ARI 25 - No Play.","Box Score"
"","-0.33","BUF","MIA","15","2022-12-17","2","13:28","3","12","(13:28) (Shotgun) PENALTY on BUF-28-J.Cook, False Start, 5 yards, enforced at BUF 23 - No Play.","Box Score"
"","-0.34","WAS","SF","16","2022-12-24","1","7:01","4","13","(7:01) 5-T.Way punts 52 yards to SF 36, Center-54-C.Cheeseman. 3-R.McCloud to SF 35 for -1 yards (35-P.Butler). PENALTY on WAS-35-P.Butler, Unnecessary Roughness, 15 yards, enforced at SF 35.","Box Score"
"","-0.34","KC","LV","18","2023-01-07","3","5:25","4","17","(5:25) (Punt formation) PENALTY on KC, Delay of Game, 5 yards, enforced at KC 18 - No Play.","Box Score"
"","-0.35","LAC","TEN","15","2022-12-18","4","0:14","2","10","(:14) (Shotgun) PENALTY on LAC, Delay of Game, 5 yards, enforced at TEN 20 - No Play.","Box Score"
"","-0.35","ARI","DEN","15","2022-12-18","2","0:21","2","4","(:21) (No Huddle, Shotgun) PENALTY on ARI, Illegal Shift, 5 yards, enforced at DEN 45 - No Play.","Box Score"
"","-0.36","WAS","SF","16","2022-12-24","1","13:34","4","6","(13:34) (Punt formation) PENALTY on WAS, Delay of Game, 5 yards, enforced at WAS 21 - No Play.","Box Score"
"","-0.36","IND","HOU","18","2023-01-08","2","15:00","3","5","(15:00) (Shotgun) PENALTY on IND-14-A.Pierce, False Start, 5 yards, enforced at IND 14 - No Play.","Box Score"
"","-0.36","BAL","CLE","15","2022-12-17","2","0:27","1","10","(:27) (Shotgun) PENALTY on BAL, Delay of Game, 5 yards, enforced at BAL 44 - No Play.","Box Score"
"","-0.36","NE","MIA","17","2023-01-01","2","6:21","1","10","(6:21) (Shotgun) PENALTY on NE-77-T.Brown, False Start, 5 yards, enforced at NE 41 - No Play.","Box Score"
"","-0.37","MIN","IND","15","2022-12-17","4","2:57","4","10","(2:57) (Shotgun) PENALTY on MIN-71-C.Darrisaw, False Start, 5 yards, enforced at IND 40 - No Play.","Box Score"
"","-0.37","BAL","CIN","18","2023-01-08","4","9:33","4","11","(9:33) 11-J.Stout punts 54 yards to CIN 36, Center-46-N.Moore. 11-T.Taylor to CIN 45 for 9 yards (43-J.Hill). PENALTY on BAL-43-J.Hill, Player Out of Bounds on Kick, 5 yards, enforced at CIN 45.","Box Score"
"","-0.37","NO","PHI","17","2023-01-01","4","10:46","3","18","(10:46) (Shotgun) PENALTY on NO-78-E.McCoy, False Start, 5 yards, enforced at NO 24 - No Play.","Box Score"
"","-0.37","WAS","CLE","17","2023-01-01","4","2:40","2","10","(2:40) (Shotgun) PENALTY on WAS-72-C.Leno, False Start, 5 yards, enforced at WAS 36 - No Play.","Box Score"
"","-0.38","HOU","KC","15","2022-12-18","2","9:52","4","6","(9:52) (Punt formation) PENALTY on HOU-49-J.Hansen, False Start, 5 yards, enforced at HOU 40 - No Play.","Box Score"
"","-0.39","BAL","PIT","17","2023-01-01","4","0:52","2","10","(:52) (Shotgun) 2-T.Huntley pass incomplete deep middle to 15-D.Jackson [56-A.Highsmith]. PENALTY on BAL-64-T.Linderbaum, Offensive Holding, 10 yards, enforced at BAL 25 - No Play.","Box Score"
"","-0.41","TEN","JAX","18","2023-01-07","4","1:46","3","12","(1:46) (Shotgun) PENALTY on TEN-81-A.Hooper, False Start, 5 yards, enforced at TEN 48 - No Play.","Box Score"
"","-0.42","TEN","DAL","17","2022-12-29","4","9:58","4","5","(9:58) (Shotgun) PENALTY on TEN-71-D.Daley, False Start, 5 yards, enforced at DAL 40 - No Play.","Box Score"
"","-0.42","JAX","NYJ","16","2022-12-22","3","8:29","1","15","(8:29) (Shotgun) PENALTY on JAX-72-W.Little, False Start, 5 yards, enforced at NYJ 28 - No Play.","Box Score"
"","-0.43","HOU","IND","18","2023-01-08","4","1:51","2","8","(1:51) PENALTY on HOU-60-A.Cann, False Start, 5 yards, enforced at IND 44 - No Play.","Box Score"
"","-0.43","BUF","MIA","15","2022-12-17","3","10:20","3","12","(10:20) (Shotgun) PENALTY on BUF-76-R.Saffold, False Start, 5 yards, enforced at MIA 43 - No Play.","Box Score"
"","-0.44","CAR","DET","16","2022-12-24","1","14:15","1","10","(14:15) PENALTY on CAR-80-I.Thomas, False Start, 5 yards, enforced at DET 48 - No Play.","Box Score"
"","-0.45","LA","GB","15","2022-12-19","1","13:40","2","12","(13:40) (Shotgun) PENALTY on LA-68-T.Nsekhe, False Start, 5 yards, enforced at LA 33 - No Play.","Box Score"
"","-0.45","MIA","GB","16","2022-12-25","2","12:12","1","10","(12:12) (Shotgun) 23-J.Wilson right guard to GB 44 for 4 yards (90-J.Reed, 47-J.Hollins). PENALTY on MIA, Illegal Shift, 5 yards, enforced at GB 48 - No Play.","Box Score"
"","-0.45","DAL","JAX","15","2022-12-18","1","10:43","4","7","(10:43) (Shotgun) PENALTY on DAL, Delay of Game, 5 yards, enforced at JAX 41 - No Play.","Box Score"
"","-0.45","DET","CHI","17","2023-01-01","4","12:26","3","11","(12:26) (Shotgun) 16-J.Goff pass short left to 32-D.Swift pushed ob at CHI 33 for 12 yards (45-J.Thomas). PENALTY on DET-84-S.Zylstra, Offensive Holding, 10 yards, enforced at CHI 39.","Box Score"
"","-0.46","HOU","KC","15","2022-12-18","2","4:13","4","1","(4:13) 11-C.Johnston punts 44 yards to KC 6, Center-46-J.Weeks, fair catch by 19-K.Toney. PENALTY on KC-38-L.Sneed, Offensive Holding, 3 yards, enforced at KC 6.","Box Score"
"","-0.46","CLE","PIT","18","2023-01-08","4","0:54","2","9","(:54) (No Huddle, Shotgun) 4-D.Watson sacked at PIT 46 for -7 yards (sack split by 56-A.Highsmith and 90-T.Watt). FUMBLES (56-A.Highsmith) [56-A.Highsmith], recovered by CLE-66-J.Hudson at PIT 44. CLE-71-J.Wills was injured during the play.  PENALTY on CLE, Illegal Shift, 5 yards, enforced at PIT 39 - No Play.","Box Score"
"","-0.46","JAX","DAL","15","2022-12-18","2","1:51","2","10","(1:51) (Shotgun) PENALTY on JAX-17-E.Engram, False Start, 5 yards, enforced at JAX 25 - No Play.","Box Score"
"","-0.48","CHI","BUF","16","2022-12-24","4","8:06","3","8","(8:06) PENALTY on CHI, Offensive Too Many Men on Field, 5 yards, enforced at CHI 23 - No Play.","Box Score"
"","-0.48","ATL","NO","15","2022-12-18","2","5:54","4","2","(5:54) (Punt formation) PENALTY on ATL-46-P.Hesse, False Start, 5 yards, enforced at ATL 23 - No Play.","Box Score"
"","-0.48","NE","LV","15","2022-12-18","2","1:23","3","6","(1:23) (Shotgun) PENALTY on NE-69-C.Strange, False Start, 5 yards, enforced at NE 47 - No Play.","Box Score"
"","-0.49","BAL","PIT","17","2023-01-01","3","11:24","2","15","(11:24) (Shotgun) 2-T.Huntley scrambles right end to PIT 34 for 11 yards (29-L.Wallace). PENALTY on BAL-78-M.Moses, Offensive Holding, 10 yards, enforced at PIT 45 - No Play.","Box Score"
"","-0.49","NYG","PHI","18","2023-01-08","3","1:53","2","13","(1:53) (Shotgun) PENALTY on NYG, Delay of Game, 5 yards, enforced at PHI 13 - No Play.","Box Score"
"","-0.49","MIA","NE","17","2023-01-01","4","2:06","3","2","(2:06) (Shotgun) PENALTY on MIA, Delay of Game, 5 yards, enforced at NE 43 - No Play.","Box Score"
"","-0.49","SF","LV","17","2023-01-01","2","4:29","1","10","(4:29) PENALTY on SF-71-T.Williams, False Start, 1 yard, enforced at SF 2 - No Play.","Box Score"
"","-0.50","CAR","TB","17","2023-01-01","4","10:09","3","5","(10:09) (Shotgun) PENALTY on CAR, Delay of Game, 5 yards, enforced at CAR 42 - No Play.","Box Score"
"","-0.50","LAC","TEN","15","2022-12-18","2","1:35","2","3","(1:35) (No Huddle, Shotgun) PENALTY on LAC-5-J.Palmer, False Start, 5 yards, enforced at LAC 27 - No Play.","Box Score"
"","-0.50","TEN","HOU","16","2022-12-24","2","0:27","3","8","(:27) (No Huddle, Shotgun) PENALTY on TEN-15-N.Westbrook-Ikhine, False Start, 5 yards, enforced at HOU 40 - No Play.","Box Score"
"","-0.50","IND","NYG","17","2023-01-01","4","9:59","1","10","(9:59) 29-J.Wilkins left guard to NYG 37 for 21 yards (20-J.Love, 37-F.Moreau). PENALTY on IND-75-W.Fries, Offensive Holding, 10 yards, enforced at IND 49. Officially, a rush for 7 yards.","Box Score"
"","-0.50","ARI","ATL","17","2023-01-01","2","0:50","1","5","(:50) (No Huddle, Shotgun) PENALTY on ARI-53-B.Price, False Start, 5 yards, enforced at ATL 49 - No Play. Snap Infraction","Box Score"
"","-0.50","CHI","BUF","16","2022-12-24","4","7:33","4","12","(7:33) 16-T.Gill punts 37 yards to BUF 44, Center-48-P.Scales. 20-N.Hines to CHI 40 for 16 yards (35-K.Blasingame). PENALTY on BUF-53-T.Dodson, Illegal Block Above the Waist, 10 yards, enforced at CHI 46.","Box Score"
"","-0.50","NYJ","JAX","16","2022-12-22","4","2:22","1","10","(2:22) (No Huddle, Shotgun) PENALTY on NYJ-76-G.Fant, False Start, 5 yards, enforced at JAX 38 - No Play.","Box Score"
"","-0.51","MIN","GB","17","2023-01-01","2","8:31","1","10","(8:31) PENALTY on MIN-72-E.Cleveland, False Start, 5 yards, enforced at MIN 42 - No Play.","Box Score"
"","-0.51","LV","SF","17","2023-01-01","4","11:22","1","10","(11:22) 77-T.Munford reported in as eligible.  PENALTY on LV, Offensive Too Many Men on Field, 5 yards, enforced at LV 37 - No Play.","Box Score"
"","-0.51","SEA","SF","15","2022-12-15","2","7:59","3","8","(7:59) (Shotgun) PENALTY on SEA-16-T.Lockett, False Start, 5 yards, enforced at SEA 48 - No Play.","Box Score"
"","-0.52","NE","LV","15","2022-12-18","2","4:28","2","9","(4:28) (Shotgun) PENALTY on NE, Delay of Game, 5 yards, enforced at NE 26 - No Play.","Box Score"
"","-0.52","TB","CIN","15","2022-12-18","2","11:06","1","10","(11:06) PENALTY on TB-13-M.Evans, False Start, 5 yards, enforced at TB 49 - No Play.","Box Score"
"","-0.52","SF","WAS","16","2022-12-24","4","12:48","3","5","(12:48) (Shotgun) PENALTY on SF-69-M.McGlinchey, False Start, 5 yards, enforced at WAS 6 - No Play.","Box Score"
"","-0.53","WAS","NYG","15","2022-12-18","1","3:33","3","17","(3:33) (Shotgun) PENALTY on WAS-1-J.Dotson, False Start, 5 yards, enforced at NYG 32 - No Play.","Box Score"
"","-0.53","SEA","KC","16","2022-12-24","1","14:15","1","10","(14:15) 9-K.Walker left end to SEA 25 for 18 yards (50-W.Gay; 20-J.Reid). PENALTY on SEA-14-D.Metcalf, Offensive Holding, 5 yards, enforced at SEA 10.","Box Score"
"","-0.53","LV","NE","15","2022-12-18","4","10:37","1","10","(10:37) PENALTY on LV, Delay of Game, 5 yards, enforced at LV 37 - No Play.","Box Score"
"","-0.53","LAC","DEN","18","2023-01-08","4","4:10","2","10","(4:10) (Shotgun) PENALTY on LAC-89-D.Parham, False Start, 5 yards, enforced at LAC 40 - No Play.","Box Score"
"","-0.54","ARI","ATL","17","2023-01-01","4","7:05","1","15","(7:05) (Shotgun) 17-D.Blough scrambles left end to ATL 31 for 6 yards (54-R.Evans). PENALTY on ARI-79-J.Jones, Offensive Holding, 10 yards, enforced at ATL 37 - No Play.","Box Score"
"","-0.54","NYG","MIN","16","2022-12-24","3","6:17","2","6","(6:17) (Shotgun) PENALTY on NYG-65-N.Gates, False Start, 5 yards, enforced at MIN 19 - No Play.","Box Score"
"","-0.54","CLE","WAS","17","2023-01-01","3","2:35","2","14","(2:35) (Shotgun) 4-D.Watson pass short right to 12-M.Woods to WAS 21 for 9 yards (91-J.Ridgeway). PENALTY on CLE, Illegal Shift, 5 yards, enforced at WAS 30 - No Play.","Box Score"
"","-0.55","LV","NE","15","2022-12-18","2","0:27","1","10","(:27) (Shotgun) PENALTY on LV-65-H.Grasu, False Start, 5 yards, enforced at NE 20 - No Play.","Box Score"
"","-0.55","CAR","PIT","15","2022-12-18","1","1:45","2","8","(1:45) 14-S.Darnold pass short right to 80-I.Thomas to PIT 37 for 5 yards (41-R.Spillane). PENALTY on CAR-56-B.Bozeman, Ineligible Downfield Pass, 5 yards, enforced at PIT 42 - No Play.","Box Score"
