"Rank","Expected Points Added (EPA)","Offense","Defense","Week","Date","Quarter","Time","Down","Distance","Description","Box Scores"
"","0.42","NO","NE","3","2021-09-26","2","12:54","4","4","(12:54) 4-B.Gillikin punts 44 yards to NE 30, Center-49-Z.Wood. 80-G.Olszewski to NE 38 for 8 yards (48-J.Gray, 50-A.Dowell). PENALTY on NE-50-C.Winovich, Offensive Holding, 10 yards, enforced at NE 30.","Box Score"
"","0.42","WAS","CAR","11","2021-11-21","4","4:18","4","7","(4:18) (Field Goal formation) PENALTY on CAR-26-D.Jackson, Neutral Zone Infraction, 5 yards, enforced at CAR 22 - No Play.","Box Score"
"","0.41","SF","SEA","4","2021-10-03","2","8:00","4","5","(8:00) 18-M.Wishnowsky punts 45 yards to SEA 14, Center-46-T.Pepper, fair catch by 18-F.Swain. PENALTY on SEA-21-T.Flowers, Offensive Holding, 7 yards, enforced at SEA 14.","Box Score"
"","0.41","NO","GB","1","2021-09-12","4","4:21","4","9","(4:21) 4-B.Gillikin punts 44 yards to GB 39, Center-49-Z.Wood. 8-Am.Rodgers to NO 47 for 14 yards (88-T.Montgomery; 34-T.Jones). PENALTY on GB-49-D.Dafney, Defensive Offside, 5 yards, enforced at NO 17 - No Play.","Box Score"
"","0.40","HOU","ARI","7","2021-10-24","3","11:44","4","8","(11:44) 11-C.Johnston punts 54 yards to ARI 8, Center-46-J.Weeks. 4-R.Moore pushed ob at ARI 29 for 21 yards (28-R.Burkhead). PENALTY on ARI-29-J.Ward, Offensive Holding, 10 yards, enforced at ARI 22.","Box Score"
"","0.39","TB","DAL","1","2021-09-09","3","8:55","4","10","(8:55) (Punt formation) PENALTY on DAL-56-B.Anae, Neutral Zone Infraction, 5 yards, enforced at TB 33 - No Play.","Box Score"
"","0.37","TB","NO","15","2021-12-19","3","9:17","4","2","(9:17) 8-B.Pinion punts 42 yards to NO 28, Center-97-Z.Triner. 18-E.Winston to NO 36 for 8 yards (97-Z.Triner, 51-K.Minter). PENALTY on NO-53-Z.Baun, Offensive Holding, 10 yards, enforced at NO 28.","Box Score"
"","0.37","CAR","WAS","11","2021-11-21","3","6:20","4","10","(6:20) 10-L.Edwards punts 60 yards to end zone, Center-44-J.Jansen, Touchback. PENALTY on WAS-47-K.Hudson, Defensive Offside, 5 yards, enforced at CAR 40 - No Play.","Box Score"
"","0.37","SF","SEA","13","2021-12-05","4","11:09","4","8","(11:09) 18-M.Wishnowsky punts 40 yards to SEA 37, Center-46-T.Pepper. 18-F.Swain to SEA 48 for 11 yards (44-K.Juszczyk; 27-D.Johnson). PENALTY on SEA-59-J.Rhattigan, Illegal Block Above the Waist, 10 yards, enforced at SEA 37.","Box Score"
"","0.37","NE","LAC","8","2021-10-31","4","2:23","4","6","(2:23) (Field Goal formation) PENALTY on NE, Delay of Game, 5 yards, enforced at LAC 7 - No Play.","Box Score"
"","0.37","LV","KC","10","2021-11-14","4","2:01","4","25","(2:01) (Shotgun) 4-D.Carr pass incomplete deep middle to 83-D.Waller (23-A.Watts). PENALTY on KC-97-A.Okafor, Defensive Offside, 5 yards, enforced at KC 25 - No Play.","Box Score"
"","0.33","JAX","CIN","4","2021-09-30","1","11:01","4","8","(11:01) 9-L.Cooke punts 43 yards to CIN 8, Center-46-R.Matiscik. 23-D.Phillips to CIN 20 for 12 yards (42-A.Wingard). PENALTY on CIN-80-M.Thomas, Illegal Block Above the Waist, 9 yards, enforced at CIN 18.","Box Score"
"","0.32","ARI","CLE","6","2021-10-17","2","13:06","4","15","(13:06) (Field Goal formation) PENALTY on CLE-90-J.Clowney, Encroachment, 5 yards, enforced at CLE 23 - No Play.","Box Score"
"","0.32","BAL","PIT","18","2022-01-09","2","11:36","4","7","(11:36) 4-S.Koch punts 44 yards to PIT 33, Center-46-N.Moore. 14-R.McCloud to PIT 40 for 7 yards (85-E.Tomlinson). PENALTY on PIT-27-M.Allen, Offensive Holding, 10 yards, enforced at PIT 39.","Box Score"
"","0.32","HOU","BUF","4","2021-10-03","2","10:53","4","19","(10:53) 11-C.Johnston punts 43 yards to HOU 45, Center-46-J.Weeks. 19-I.McKenzie to HOU 39 for 6 yards (8-T.Brooks, 43-N.Hewitt). PENALTY on BUF-53-T.Dodson, Illegal Block Above the Waist, 10 yards, enforced at HOU 39.","Box Score"
"","0.31","TB","PHI","6","2021-10-14","3","0:49","4","2","(:49) 8-B.Pinion punts 42 yards to PHI 25, Center-46-C.Tinker. 18-J.Reagor to PHI 33 for 8 yards (79-P.O'Connor). PENALTY on PHI-33-J.Scott, Offensive Holding, 10 yards, enforced at PHI 25.","Box Score"
"","0.30","NYG","LA","6","2021-10-17","2","7:13","4","11","(7:13) 9-R.Dixon punts 57 yards to LA 19, Center-58-C.Kreiter. 15-T.Atwell to LA 47 for 28 yards (9-R.Dixon). PENALTY on LA-18-B.Skowronek, Offensive Holding, 10 yards, enforced at LA 36. Officially, a return for 17 yards.","Box Score"
"","0.30","JAX","BUF","9","2021-11-07","3","5:49","4","12","(5:49) 15-M.Wright 47 yard field goal is No Good, Wide Left, Center-46-R.Matiscik, Holder-9-L.Cooke. PENALTY on BUF-25-T.Jones, Running Into the Kicker, 5 yards, enforced at BUF 29 - No Play.","Box Score"
"","0.29","MIA","NYG","13","2021-12-05","4","1:16","4","3","(1:16) (Field Goal formation) PENALTY on MIA-92-Z.Sieler, False Start, 5 yards, enforced at NYG 25 - No Play.","Box Score"
"","0.28","PIT","GB","4","2021-10-03","1","3:23","4","5","(3:23) 6-P.Harvin punts 45 yards to GB 46, Center-46-C.Kuntz. 8-Am.Rodgers to PIT 45 for 9 yards (46-C.Kuntz). PENALTY on GB-19-E.St. Brown, Offensive Holding, 10 yards, enforced at GB 46.","Box Score"
"","0.28","GB","PIT","4","2021-10-03","2","0:20","4","10","(:20) 2-M.Crosby 31 yard field goal is BLOCKED (39-M.Fitzpatrick), Center-43-H.Bradley, Holder-7-C.Bojorquez, RECOVERED by PIT-39-M.Fitzpatrick at PIT 25. 39-M.Fitzpatrick for 75 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on PIT-23-J.Haden, Defensive Offside, 5 yards, enforced at PIT 13 - No Play.","Box Score"
"","0.27","ATL","NE","11","2021-11-18","2","2:00","4","18","(2:00) 12-D.Colquitt punts 52 yards to NE 42, Center-47-J.Harris. 80-G.Olszewski to NE 42 for no gain (21-D.Harmon; 3-M.Walker). PENALTY on NE-29-J.Bethel, Illegal Block Above the Waist, 10 yards, enforced at NE 42.","Box Score"
"","0.26","DET","PIT","10","2021-11-14","5","1:47","4","23","(1:47) 3-J.Fox punts 47 yards to PIT 21, Center-47-S.Daly. 14-R.McCloud to PIT 22 for 1 yard (44-J.Reeves-Maybin). PENALTY on PIT-54-U.Gilbert, Offensive Holding, 10 yards, enforced at PIT 21.","Box Score"
"","0.24","CLE","GB","16","2021-12-25","4","9:06","4","22","(9:06) (Shotgun) PENALTY on CLE-53-N.Harris, False Start, 5 yards, enforced at GB 43 - No Play.","Box Score"
"","0.23","DAL","PHI","18","2022-01-08","3","12:48","4","1","(12:48) 5-B.Anger punts 44 yards to PHI 35, Center-44-J.McQuaide. 84-G.Ward to PHI 36 for 1 yard (29-C.Goodwin). PENALTY on PHI-34-K.Vincent, Illegal Block Above the Waist, 10 yards, enforced at PHI 35.","Box Score"
"","0.19","CHI","CLE","3","2021-09-26","2","3:06","4","6","(3:06) 16-P.O'Donnell punts 52 yards to CLE 10, Center-48-P.Scales. 25-D.Felton to CLE 21 for 11 yards (24-K.Herbert; 15-N.Webster). PENALTY on CLE-36-M.Stewart, Illegal Block Above the Waist, 10 yards, enforced at CLE 21.","Box Score"
"","0.19","HOU","TEN","18","2022-01-09","2","14:23","4","6","(14:23) 11-C.Johnston punts 42 yards to TEN 8, Center-46-J.Weeks. 80-C.Rogers to TEN 32 for 24 yards (26-R.Freeman). PENALTY on TEN-35-C.Jackson, Illegal Block Above the Waist, 6 yards, enforced at TEN 12. Punt Hangtime: 4.46s","Box Score"
"","0.18","LAC","PIT","11","2021-11-21","3","3:49","4","13","(3:49) 6-D.Hopkins 46 yard field goal is No Good, Wide Left, Center-54-M.Overton, Holder-1-T.Long. PENALTY on PIT-20-C.Sutton, Defensive Offside, 5 yards, enforced at PIT 28 - No Play.","Box Score"
"","0.16","IND","JAX","10","2021-11-14","4","8:35","4","13","(8:35) 8-R.Sanchez punts 46 yards to JAX 27, Center-46-L.Rhodes. 39-J.Agnew to JAX 39 for 12 yards (45-E.Speed, 58-B.Okereke). PENALTY on JAX-27-C.Claybrooks, Offensive Holding, 10 yards, enforced at JAX 33.","Box Score"
"","0.15","LV","NYG","9","2021-11-07","1","1:41","4","10","(1:41) 6-A.Cole punts 42 yards to NYG 37, Center-47-T.Sieg. 83-P.Cooper to NYG 49 for 12 yards (44-N.Kwiatkoski). LV-6-A.Cole was injured during the play.  PENALTY on NYG-31-K.Crossen, Unnecessary Roughness, 15 yards, enforced at NYG 49.","Box Score"
"","0.13","IND","NE","15","2021-12-18","3","11:59","4","18","(11:59) 6-M.Badgley 46 yard field goal is No Good, Wide Right, Center-46-L.Rhodes, Holder-8-R.Sanchez. PENALTY on NE-36-B.King, Defensive Offside, 5 yards, enforced at NE 28 - No Play.","Box Score"
"","0.12","HOU","TEN","11","2021-11-21","4","3:30","4","9","(3:30) (Field Goal formation) PENALTY on HOU-72-G.Christian, False Start, 5 yards, enforced at TEN 14 - No Play.","Box Score"
"","0.12","NO","TB","8","2021-10-31","2","11:35","4","5","(11:35) 4-B.Gillikin punts 45 yards to TB 23, Center-49-Z.Wood. 1-J.Darden to TB 23 for no gain (48-J.Gray). PENALTY on TB-9-J.Tryon, Offensive Holding, 10 yards, enforced at TB 23.","Box Score"
"","0.12","CAR","NO","17","2022-01-02","2","2:04","4","9","(2:04) 10-L.Edwards punts 62 yards to NO 6, Center-44-J.Jansen. 11-D.Harris ran ob at NO 27 for 21 yards (4-J.Carter). PENALTY on NO-48-J.Gray, Illegal Block Above the Waist, 4 yards, enforced at NO 8. Penalty on NO-32-B.Thompson, Offensive Holding, declined.","Box Score"
"","0.12","PHI","KC","4","2021-10-03","3","7:18","4","6","(7:18) 4-J.Elliott 24 yard field goal is GOOD, NULLIFIED by Penalty, Center-45-R.Lovato, Holder-8-A.Siposs. PENALTY on KC-26-C.Lammons, Defensive Offside, 3 yards, enforced at KC 6 - No Play.","Box Score"
"","0.11","NE","NO","3","2021-09-26","2","0:39","4","1","(:39) (Shotgun) PENALTY on NE-85-H.Henry, False Start, 5 yards, enforced at NO 22 - No Play.","Box Score"
"","0.09","ATL","MIA","7","2021-10-24","4","0:03","4","10","(:03) (Field Goal formation) PENALTY on ATL-68-J.Andrews, False Start, 5 yards, enforced at MIA 13 - No Play.","Box Score"
"","0.09","NE","BUF","13","2021-12-06","4","0:01","4","10","(:01) (Run formation) PENALTY on NE, Delay of Game, 5 yards, enforced at NE 19 - No Play.","Box Score"
"","0.09","LAC","PIT","11","2021-11-21","2","0:06","4","4","(:06) (Field Goal formation) PENALTY on LAC-74-S.Norton, False Start, 5 yards, enforced at PIT 7 - No Play.","Box Score"
"","0.08","CAR","NYG","7","2021-10-24","2","0:18","4","7","(:18) 10-R.Winslow punts 46 yards to NYG 31, Center-44-J.Jansen. 21-J.Peppers to NYG 33 for 2 yards (57-C.Johnston). PENALTY on NYG-30-D.Holmes, Illegal Block Above the Waist, 10 yards, enforced at NYG 31.","Box Score"
"","0.07","DET","GB","2","2021-09-20","2","14:12","4","23","(14:12) (Punt formation) PENALTY on DET-27-B.Price, False Start, 5 yards, enforced at DET 37 - No Play.","Box Score"
"","0.07","DAL","LAC","2","2021-09-19","3","5:11","4","19","(5:11) (Punt formation) PENALTY on DAL, Delay of Game, 5 yards, enforced at LAC 42 - No Play.","Box Score"
"","0.01","LAC","NYG","14","2021-12-12","1","10:28","4","3","(10:28) 1-T.Long punts 38 yards to NYG 20, Center-54-M.Overton. 83-P.Cooper to NYG 28 for 8 yards (57-A.Ogbongbemiga; 49-D.Tranquill). PENALTY on NYG-34-J.Williams, Offensive Holding, 10 yards, enforced at NYG 20.","Box Score"
"","0.01","NYG","DEN","1","2021-09-12","1","12:30","4","18","(12:30) (Run formation) PENALTY on NYG, Delay of Game, 5 yards, enforced at DEN 38 - No Play.","Box Score"
"","0.00","ARI","SEA","18","2022-01-09","3","4:48","4","1","(4:48) 14-A.Lee punts 48 yards to SEA 31, Center-46-A.Brewer. 18-F.Swain to SEA 38 for 7 yards (46-A.Brewer, 35-T.Whitehead). PENALTY on SEA-34-J.Johnson, Illegal Block Above the Waist, 10 yards, enforced at SEA 38.","Box Score"
"","-0.01","CLE","DEN","7","2021-10-21","4","11:32","4","7","(11:32) 7-J.Gillan punts 47 yards to DEN 15, Center-47-C.Hughlett, fair catch by 11-D.Spencer. PENALTY on CLE-4-A.Walker, Illegal Formation, 5 yards, enforced at DEN 15.","Box Score"
"","-0.02","CAR","NO","2","2021-09-19","4","9:55","4","16","(9:55) (Punt formation) PENALTY on CAR-23-S.Thomas-Oliver, False Start, 5 yards, enforced at CAR 44 - No Play.","Box Score"
"","-0.03","CAR","NYG","7","2021-10-24","3","10:37","4","10","(10:37) 10-R.Winslow punts 32 yards to NYG 18, Center-44-J.Jansen. 21-J.Peppers to NYG 30 for 12 yards (27-K.Robinson). PENALTY on NYG-31-K.Crossen, Offensive Holding, 10 yards, enforced at NYG 24. Officially, a return for 6 yards.","Box Score"
"","-0.03","LAC","LV","18","2022-01-09","2","0:19","4","8","(:19) (Punt formation) PENALTY on LAC-31-N.Niemann, False Start, 5 yards, enforced at LAC 27 - No Play.","Box Score"
"","-0.06","SEA","CHI","16","2021-12-26","4","0:31","4","1","(:31) (Shotgun) PENALTY on SEA-81-G.Everett, False Start, 4 yards, enforced at SEA 36 - No Play.","Box Score"
"","-0.06","SEA","SF","13","2021-12-05","3","7:12","4","15","(7:12) (Punt formation) PENALTY on SEA, Delay of Game, 5 yards, enforced at SF 39 - No Play.","Box Score"
"","-0.07","HOU","CAR","3","2021-09-23","3","4:28","4","15","(4:28) 11-C.Johnston punts 44 yards to CAR 36, Center-46-J.Weeks, downed by HOU-15-C.Moore. PENALTY on HOU-32-G.Wallow, Ineligible Downfield Kick, 5 yards, enforced at CAR 36.","Box Score"
"","-0.07","HOU","TEN","11","2021-11-21","4","0:23","4","11","(:23) (Punt formation) PENALTY on HOU, Delay of Game, 5 yards, enforced at TEN 49 - No Play.","Box Score"
"","-0.07","HOU","TEN","11","2021-11-21","2","1:52","4","3","(1:52) 11-C.Johnston punts 48 yards to TEN 14, Center-46-J.Weeks. 80-C.Rogers to TEN 14 for no gain (33-A.Moore). PENALTY on TEN-49-N.Dzubnar, Offensive Holding, 7 yards, enforced at TEN 14.","Box Score"
"","-0.08","PIT","KC","16","2021-12-26","3","3:37","4","10","(3:37) (Shotgun) PENALTY on PIT-77-J.Leglue, False Start, 5 yards, enforced at KC 11 - No Play.","Box Score"
"","-0.08","DAL","NO","13","2021-12-02","4","5:27","4","5","(5:27) 5-B.Anger punts 37 yards to NO 32, Center-44-J.McQuaide. 11-D.Harris ran ob at NO 34 for 2 yards. PENALTY on NO-38-J.Heath, Offensive Holding, 10 yards, enforced at NO 34.","Box Score"
"","-0.08","MIA","NE","18","2022-01-09","4","0:14","4","5","(:14) (Run formation) PENALTY on MIA, Delay of Game, 5 yards, enforced at NE 42 - No Play.","Box Score"
"","-0.08","CHI","NYG","17","2022-01-02","4","11:22","4","18","(11:22) (Punt formation) PENALTY on CHI-48-P.Scales, False Start, 5 yards, enforced at NYG 47 - No Play.","Box Score"
"","-0.10","ARI","JAX","3","2021-09-26","4","2:18","4","8","(2:18) (Punt formation) PENALTY on ARI, Delay of Game, 5 yards, enforced at ARI 46 - No Play.","Box Score"
"","-0.10","MIA","LV","3","2021-09-26","4","2:18","4","3","(2:18) (Shotgun) PENALTY on MIA-73-A.Jackson, False Start, 5 yards, enforced at MIA 40 - No Play.","Box Score"
"","-0.10","JAX","BUF","9","2021-11-07","4","0:07","4","4","(:07) (Punt formation) PENALTY on JAX, Delay of Game, 5 yards, enforced at BUF 46 - No Play.","Box Score"
"","-0.11","TB","NYG","11","2021-11-22","2","0:56","4","20","(:56) (Punt formation) PENALTY on TB, Delay of Game, 5 yards, enforced at NYG 45 - No Play.","Box Score"
"","-0.11","LAC","NYG","14","2021-12-12","3","9:40","4","4","(9:40) (Run formation) PENALTY on LAC, Delay of Game, 5 yards, enforced at NYG 5 - No Play.","Box Score"
"","-0.11","ATL","JAX","12","2021-11-28","4","2:29","4","9","(2:29) (Punt formation) PENALTY on ATL-92-A.Ogundeji, False Start, 5 yards, enforced at ATL 48 - No Play.","Box Score"
"","-0.11","MIN","SEA","3","2021-09-26","4","0:29","4","7","(:29) (Punt formation) PENALTY on MIN, Delay of Game, 5 yards, enforced at SEA 41 - No Play.","Box Score"
"","-0.11","DET","BAL","3","2021-09-26","2","7:23","4","19","(7:23) 3-J.Fox punts 49 yards to BAL 11, Center-47-S.Daly. 13-D.Duvernay to BAL 23 for 12 yards (45-J.Cabinda). FUMBLES (45-J.Cabinda), touched at BAL 23, RECOVERED by DET-31-D.Marlowe at BAL 16. PENALTY on DET-39-J.Jacobs, Player Out of Bounds on Kick, 5 yards, enforced at DET 40 - No Play.","Box Score"
"","-0.14","HOU","MIA","9","2021-11-07","2","4:37","4","4","(4:37) (Field Goal formation) PENALTY on HOU, Delay of Game, 5 yards, enforced at MIA 17 - No Play.","Box Score"
"","-0.14","ARI","SF","9","2021-11-07","4","3:40","4","15","(3:40) (Punt formation) PENALTY on ARI-45-D.Gardeck, False Start, 5 yards, enforced at SF 46 - No Play.","Box Score"
"","-0.15","SEA","HOU","14","2021-12-12","4","2:05","4","13","(2:05) (Punt formation) PENALTY on SEA, Delay of Game, 5 yards, enforced at HOU 45 - No Play.","Box Score"
"","-0.16","LV","DAL","12","2021-11-25","5","4:31","4","2","(4:31) (Field Goal formation) PENALTY on DAL-29-C.Goodwin, Neutral Zone Infraction, 5 yards, enforced at DAL 16 - No Play.","Box Score"
"","-0.18","BAL","PIT","13","2021-12-05","3","7:29","4","4","(7:29) (Field Goal formation) PENALTY on BAL-46-N.Moore, False Start, 5 yards, enforced at PIT 12 - No Play.","Box Score"
"","-0.18","JAX","SF","11","2021-11-21","4","11:07","4","26","(11:07) (Punt formation) PENALTY on JAX, Delay of Game, 5 yards, enforced at SF 49 - No Play.","Box Score"
"","-0.18","LV","PHI","7","2021-10-24","4","2:15","4","5","(2:15) (Run formation) PENALTY on LV, Delay of Game, 5 yards, enforced at PHI 39 - No Play.","Box Score"
"","-0.19","CLE","LAC","5","2021-10-10","1","7:59","4","5","(7:59) (Pass formation) PENALTY on CLE, Delay of Game, 5 yards, enforced at LAC 12 - No Play.","Box Score"
"","-0.20","NYJ","DEN","3","2021-09-26","2","7:54","4","13","(7:54) (Field Goal formation) PENALTY on NYJ, Delay of Game, 5 yards, enforced at DEN 38 - No Play.","Box Score"
"","-0.20","BUF","KC","5","2021-10-10","1","3:14","4","29","(3:14) 3-M.Haack punts 47 yards to KC 6, Center-69-R.Ferguson. 17-M.Hardman pushed ob at KC 36 for 30 yards (54-A.Klein). PENALTY on KC-26-C.Lammons, Defensive Offside, 5 yards, enforced at BUF 47 - No Play.","Box Score"
"","-0.20","CAR","HOU","3","2021-09-23","2","4:11","4","8","(4:11) 3-J.Charlton punts 42 yards to HOU 27, Center-44-J.Jansen. 19-A.Roberts to HOU 27 for no gain (49-F.Luvu). FUMBLES (49-F.Luvu), touched at HOU 27, and recovers at HOU 23. PENALTY on CAR-49-F.Luvu, Ineligible Downfield Kick, 5 yards, enforced at HOU 23.","Box Score"
"","-0.20","ATL","TB","13","2021-12-05","2","0:51","4","9","(:51) (Punt formation) PENALTY on ATL, Delay of Game, 5 yards, enforced at TB 42 - No Play.","Box Score"
"","-0.21","LV","DAL","12","2021-11-25","4","3:55","4","12","(3:55) (Punt formation) PENALTY on LV, Delay of Game, 5 yards, enforced at LV 34 - No Play.","Box Score"
"","-0.21","DAL","TB","1","2021-09-09","2","12:55","4","8","(12:55) 5-B.Anger punts 47 yards to TB 46, Center-44-J.McQuaide. 85-J.Mickens to DAL 30 for 24 yards (32-C.Clement). PENALTY on TB-26-A.Adams, Offensive Holding, 10 yards, enforced at DAL 40.","Box Score"
"","-0.22","DEN","BAL","4","2021-10-03","2","0:48","4","10","(:48) (Punt formation) PENALTY on DEN-82-E.Saubert, False Start, 5 yards, enforced at DEN 17 - No Play.","Box Score"
"","-0.22","PIT","LAC","11","2021-11-21","4","1:19","4","29","(1:19) (Shotgun) PENALTY on PIT, Delay of Game, 3 yards, enforced at PIT 6 - No Play.","Box Score"
"","-0.22","CHI","BAL","11","2021-11-21","4","1:48","4","6","(1:48) (Shotgun) PENALTY on CHI-71-J.Peters, False Start, 5 yards, enforced at BAL 44 - No Play.","Box Score"
"","-0.22","TEN","NYJ","4","2021-10-03","3","4:01","4","14","(4:01) (Punt formation) PENALTY on TEN, Delay of Game, 5 yards, enforced at NYJ 38 - No Play.","Box Score"
"","-0.23","NO","TB","15","2021-12-19","4","1:13","4","19","(1:13) (Punt formation) PENALTY on NO-53-Z.Baun, False Start, 5 yards, enforced at TB 37 - No Play.","Box Score"
"","-0.23","HOU","LA","8","2021-10-31","2","4:09","4","18","(4:09) 11-C.Johnston punts 50 yards to LA 7, Center-46-J.Weeks, fair catch by 15-T.Atwell. PENALTY on HOU-43-N.Hewitt, Offensive Holding, 10 yards, enforced at HOU 43 - No Play.","Box Score"
"","-0.24","CLE","PIT","17","2022-01-03","4","7:34","4","26","(7:34) (Punt formation) PENALTY on CLE, Delay of Game, 4 yards, enforced at CLE 9 - No Play.","Box Score"
"","-0.24","GB","BAL","15","2021-12-19","4","2:30","4","14","(2:30) (Punt formation) PENALTY on GB, Delay of Game, 5 yards, enforced at GB 14 - No Play.","Box Score"
"","-0.24","JAX","HOU","15","2021-12-19","4","5:24","4","6","(5:24) 9-L.Cooke punts 49 yards to HOU 43, Center-46-R.Matiscik. 25-D.King to JAX 43 for 14 yards (50-S.Quarterman, 86-J.Hollister). PENALTY on HOU-59-E.Wilson, Illegal Block Above the Waist, 10 yards, enforced at JAX 45.","Box Score"
"","-0.25","DAL","CAR","4","2021-10-03","4","6:58","4","3","(6:58) (Punt formation) PENALTY on DAL-25-N.Wright, False Start, 5 yards, enforced at DAL 42 - No Play.","Box Score"
"","-0.26","NO","TB","15","2021-12-19","2","15:00","4","2","(15:00) (Shotgun) PENALTY on NO, Delay of Game, 5 yards, enforced at TB 12 - No Play.","Box Score"
"","-0.26","BUF","MIA","8","2021-10-31","3","12:08","4","12","(12:08) 3-M.Haack punts 48 yards to MIA 33, Center-69-R.Ferguson. 8-J.Holland to MIA 41 for 8 yards (33-S.Neal; 46-J.Johnson). PENALTY on BUF-25-T.Jones, Player Out of Bounds on Kick, 5 yards, enforced at MIA 41.","Box Score"
"","-0.26","TB","LA","3","2021-09-26","1","5:34","4","5","(5:34) 8-B.Pinion punts 39 yards to LA 9, Center-46-C.Tinker, fair catch by 10-C.Kupp. PENALTY on LA-33-N.Scott, Offensive Holding, 4 yards, enforced at LA 9.","Box Score"
"","-0.26","CLE","BAL","14","2021-12-12","4","5:33","4","7","(5:33) 2-D.Colquitt punts 43 yards to end zone, Center-47-C.Hughlett, Touchback. PENALTY on BAL-17-R.Jackson, Offensive Holding, 10 yards, enforced at BAL 20.","Box Score"
"","-0.27","PHI","KC","4","2021-10-03","3","7:16","4","3","(7:16) (Shotgun) 1-J.Hurts pass short right to 86-Z.Ertz for 3 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on PHI-19-J.Arcega-Whiteside, Offensive Pass Interference, 10 yards, enforced at KC 3 - No Play.","Box Score"
"","-0.27","CAR","NYJ","1","2021-09-12","4","9:36","4","2","(9:36) (Run formation) PENALTY on CAR, Delay of Game, 5 yards, enforced at NYJ 6 - No Play.","Box Score"
"","-0.27","NO","NYJ","14","2021-12-12","3","1:18","4","2","(1:18) (Run formation) PENALTY on NO, Delay of Game, 5 yards, enforced at NYJ 8 - No Play.","Box Score"
"","-0.27","ARI","SF","9","2021-11-07","4","3:40","4","10","(3:40) (Punt formation) PENALTY on ARI-45-D.Gardeck, False Start, 5 yards, enforced at SF 41 - No Play.","Box Score"
"","-0.29","WAS","LAC","1","2021-09-12","4","6:52","4","7","(6:52) (Punt formation) PENALTY on WAS-30-T.Apke, False Start, 5 yards, enforced at LAC 40 - No Play.","Box Score"
"","-0.30","DET","SF","1","2021-09-12","3","10:23","4","9","(10:23) (Punt formation) PENALTY on DET, Delay of Game, 5 yards, enforced at SF 42 - No Play.","Box Score"
"","-0.30","KC","NYG","8","2021-11-01","2","1:46","4","15","(1:46) 5-T.Townsend punts 52 yards to NYG 11, Center-41-J.Winchester. 89-K.Toney to NYG 11 for no gain (85-M.Kemp). PENALTY on KC-85-M.Kemp, Unnecessary Roughness, 15 yards, enforced at NYG 11.","Box Score"
"","-0.30","NO","MIA","16","2021-12-27","2","2:49","4","2","(2:49) (Run formation) PENALTY on NO, Delay of Game, 5 yards, enforced at MIA 15 - No Play.","Box Score"
"","-0.31","WAS","CAR","11","2021-11-21","3","0:08","4","11","(:08) (No Huddle, Shotgun) PENALTY on WAS, Delay of Game, 5 yards, enforced at CAR 38 - No Play.","Box Score"
"","-0.32","WAS","NYG","2","2021-09-16","2","8:35","4","10","(8:35) (Punt formation) PENALTY on WAS-30-T.Apke, False Start, 5 yards, enforced at WAS 33 - No Play.","Box Score"
"","-0.32","BAL","DEN","4","2021-10-03","2","1:13","4","3","(1:13) (Shotgun) PENALTY on BAL, Delay of Game, 5 yards, enforced at 50 - No Play.","Box Score"
"","-0.32","NE","MIA","18","2022-01-09","2","1:08","4","1","(1:08) (Run formation) PENALTY on NE-10-M.Jones, False Start, 4 yards, enforced at 50 - No Play.","Box Score"
"","-0.33","BAL","MIN","9","2021-11-07","1","4:54","4","9","(4:54) (Shotgun) PENALTY on BAL, Delay of Game, 5 yards, enforced at MIN 40 - No Play.","Box Score"
"","-0.33","CHI","ARI","13","2021-12-05","2","1:21","4","2","(1:21) (Run formation) PENALTY on CHI, Delay of Game, 5 yards, enforced at ARI 49 - No Play.","Box Score"
"","-0.33","BAL","CIN","7","2021-10-24","4","8:03","4","5","(8:03) (Shotgun) PENALTY on BAL-74-T.Phillips, False Start, 5 yards, enforced at BAL 43 - No Play.","Box Score"
"","-0.33","HOU","SEA","14","2021-12-12","3","1:50","4","10","(1:50) (Field Goal formation) PENALTY on HOU-46-J.Weeks, False Start, 5 yards, enforced at SEA 41 - No Play.","Box Score"
"","-0.34","LAC","KC","3","2021-09-26","2","3:07","4","4","(3:07) (Shotgun) 10-J.Herbert pass short middle to 13-K.Allen to KC 19 for 30 yards (21-M.Hughes) [95-C.Jones]. PENALTY on LAC-15-J.Guyton, Illegal Shift, 5 yards, enforced at KC 49 - No Play.","Box Score"
"","-0.34","BAL","CIN","7","2021-10-24","4","8:03","4","10","(8:03) (Shotgun) PENALTY on BAL-5-M.Brown, False Start, 5 yards, enforced at BAL 38 - No Play.","Box Score"
"","-0.35","TEN","NE","12","2021-11-28","1","12:45","4","11","(12:45) 6-B.Kern punts 59 yards to NE 31, Center-46-M.Cox, downed by TEN-16-C.Hollister. PENALTY on TEN-23-C.Jones, Illegal Motion, 5 yards, enforced at TEN 10 - No Play. Penalty on TEN, Illegal Formation, declined.","Box Score"
"","-0.36","ARI","DAL","17","2022-01-02","3","1:59","4","23","(1:59) (Punt formation) PENALTY on ARI-29-J.Ward, False Start, 5 yards, enforced at ARI 10 - No Play.","Box Score"
