"Rank","Expected Points Added (EPA)","Offense","Defense","Week","Date","Quarter","Time","Down","Distance","Description","Box Scores"
"","3.26","LV","DEN","11","2022-11-20","2","5:44","1","10","(5:44) 4-D.Carr pass deep right to 17-D.Adams for 31 yards, TOUCHDOWN. PENALTY on DEN-93-D.Jones, Unsportsmanlike Conduct, 15 yards, enforced between downs.","Box Score"
"","3.14","LV","SEA","12","2022-11-27","1","9:30","3","5","(9:30) (Shotgun) 4-D.Carr pass deep right to 22-A.Abdullah for 18 yards, TOUCHDOWN. PENALTY on LV-22-A.Abdullah, Unsportsmanlike Conduct, 15 yards, enforced between downs.","Box Score"
"","3.14","CIN","KC","13","2022-12-04","2","13:39","3","8","(13:39) (Shotgun) 9-J.Burrow pass short right to 85-T.Higgins for 12 yards, TOUCHDOWN. PENALTY on CIN-1-J.Chase, Taunting, 15 yards, enforced between downs.","Box Score"
"","3.13","PIT","IND","12","2022-11-28","4","15:00","3","9","(15:00) (Shotgun) 8-K.Pickett pass short middle to 14-G.Pickens to PIT 39 for 13 yards (31-B.Facyson). PENALTY on IND-45-E.Speed, Roughing the Passer, 15 yards, enforced at PIT 39.","Box Score"
"","3.03","NYG","PHI","14","2022-12-11","4","0:44","1","10","(:44) (Shotgun) 2-T.Taylor pass deep right to 80-R.James for 19 yards, TOUCHDOWN. PENALTY on PHI-22-M.Epps, Unnecessary Roughness, 1 yard, enforced between downs.","Box Score"
"","2.96","PHI","IND","11","2022-11-20","4","3:48","3","2","(3:48) (Shotgun) 1-J.Hurts pass incomplete deep right to 26-M.Sanders. PENALTY on IND-44-Z.Franklin, Defensive Pass Interference, 39 yards, enforced at PHI 33 - No Play.","Box Score"
"","2.84","ARI","NE","14","2022-12-12","2","11:03","2","6","(11:03) (Shotgun) 12-C.McCoy pass incomplete deep right to 2-M.Brown [55-J.Uche]. PENALTY on NE-31-Jo.Jones, Defensive Pass Interference, 39 yards, enforced at ARI 34 - No Play.","Box Score"
"","2.84","LA","LV","14","2022-12-08","4","11:02","4","3","(11:02) 11-R.Dixon punts 45 yards to LV 23, Center-42-M.Orzech. 84-K.Cole to LV 25 for 2 yards (87-J.Harris). PENALTY on LV-99-C.Ferrell, Defensive Offside, 6 yards, enforced at LA 32 - No Play. Penalty on LV-27-S.Webb, Offensive Holding, declined.","Box Score"
"","2.81","NO","SF","12","2022-11-27","4","13:30","4","1","(13:30) (Shotgun) 7-T.Hill pass incomplete short left to 83-J.Johnson (31-T.Gipson). PENALTY on SF-97-N.Bosa, Roughing the Passer, 15 yards, enforced at SF 34 - No Play. Penalty on SF-29-T.Hufanga, Defensive Holding, declined. 7-T.Hill in as quarterback","Box Score"
"","2.81","PHI","WAS","10","2022-11-14","1","1:39","2","13","(1:39) (Shotgun) 1-J.Hurts pass incomplete deep left to 6-D.Smith. PENALTY on WAS-25-B.St-Juste, Defensive Pass Interference, 30 yards, enforced at WAS 36 - No Play.","Box Score"
"","2.78","BUF","NE","13","2022-12-01","1","2:34","3","9","(2:34) (Shotgun) 17-J.Allen pass incomplete deep right to 13-G.Davis. PENALTY on NE-13-Ja.Jones, Defensive Pass Interference, 22 yards, enforced at BUF 35 - No Play.","Box Score"
"","2.77","PHI","TEN","13","2022-12-04","2","10:46","3","14","(10:46) (Shotgun) 1-J.Hurts pass incomplete short left to 11-A.Brown. PENALTY on TEN-48-B.Dupree, Roughing the Passer, 15 yards, enforced at TEN 49 - No Play.","Box Score"
"","2.74","JAX","TEN","14","2022-12-11","3","3:56","3","8","(3:56) (Shotgun) 16-T.Lawrence pass incomplete deep left to 11-M.Jones. PENALTY on TEN-39-T.Mitchell, Defensive Pass Interference, 20 yards, enforced at TEN 40 - No Play.","Box Score"
"","2.74","MIN","NE","12","2022-11-24","4","11:04","4","3","(11:04) 14-R.Wright punts 56 yards to NE 8, Center-42-A.DePaola, fair catch by 25-Ma.Jones. PENALTY on NE-35-P.Strong, Running Into the Kicker, 5 yards, enforced at MIN 36 - No Play.","Box Score"
"","2.62","ATL","CAR","10","2022-11-10","3","13:35","2","7","(13:35) (Shotgun) 1-M.Mariota scrambles right end pushed ob at CAR 42 for 26 yards (25-X.Woods; 97-Y.Gross-Matos). PENALTY on CAR-8-J.Horn, Defensive Holding, 5 yards, enforced at CAR 42.","Box Score"
"","2.59","DEN","CAR","12","2022-11-27","4","4:09","4","18","(4:09) (Shotgun) 3-R.Wilson pass incomplete deep left to 14-C.Sutton (8-J.Horn). PENALTY on CAR-97-Y.Gross-Matos, Roughing the Passer, 9 yards, enforced at CAR 18 - No Play.","Box Score"
"","2.57","DAL","NYG","12","2022-11-24","4","3:02","3","8","(3:02) 4-D.Prescott pass incomplete deep right to 88-C.Lamb. PENALTY on NYG-25-R.Williams, Defensive Pass Interference, 31 yards, enforced at DAL 39 - No Play.","Box Score"
"","2.56","GB","CHI","13","2022-12-04","4","15:00","1","10","(15:00) (Shotgun) 12-A.Rodgers pass incomplete deep left to 9-C.Watson (31-Ja.Jones). PENALTY on CHI-31-Ja.Jones, Defensive Pass Interference, 38 yards, enforced at GB 36 - No Play.","Box Score"
"","2.55","PIT","NO","10","2022-11-13","1","1:41","3","8","(1:41) (No Huddle, Shotgun) 8-K.Pickett pass incomplete deep right to 18-D.Johnson. PENALTY on NO-91-K.Street, Roughing the Passer, 15 yards, enforced at PIT 22 - No Play.","Box Score"
"","2.49","DET","NYG","11","2022-11-20","1","11:37","3","8","(11:37) (No Huddle, Shotgun) 16-J.Goff pass incomplete short left to 14-A.St. Brown. PENALTY on NYG-53-O.Ximines, Roughing the Passer, 15 yards, enforced at DET 44 - No Play.","Box Score"
"","2.47","PHI","GB","12","2022-11-27","2","10:06","2","5","(10:06) (Shotgun) 1-J.Hurts left tackle to GB 39 for 17 yards (20-R.Ford). PENALTY on GB-31-A.Amos, Low Block, 15 yards, enforced at GB 39.","Box Score"
"","2.45","LAC","MIA","14","2022-12-11","3","11:15","3","9","(11:15) (Shotgun) 10-J.Herbert sacked at LAC 8 for -10 yards (15-J.Phillips). PENALTY on MIA-15-J.Phillips, Roughing the Passer, 15 yards, enforced at LAC 18 - No Play.","Box Score"
"","2.43","DEN","LV","11","2022-11-20","2","2:56","3","12","(2:56) (Shotgun) 3-R.Wilson scrambles left end to DEN 37 for 8 yards (20-I.Pola-Mao). PENALTY on LV-98-M.Crosby, Unnecessary Roughness, 15 yards, enforced at DEN 37.","Box Score"
"","2.40","PIT","ATL","13","2022-12-04","3","7:05","2","8","(7:05) (Shotgun) 8-K.Pickett pass short right to 24-B.Snell to ATL 28 for 11 yards (27-R.Grant). PENALTY on ATL-27-R.Grant, Horse Collar Tackle, 14 yards, enforced at ATL 28.","Box Score"
"","2.39","MIA","SF","13","2022-12-04","3","11:12","1","10","(11:12) (Shotgun) 1-T.Tagovailoa pass deep left to 10-T.Hill ran ob at SF 43 for 19 yards. PENALTY on SF-97-N.Bosa, Roughing the Passer, 15 yards, enforced at SF 43. 2 YAC","Box Score"
"","2.37","LA","LV","14","2022-12-08","3","5:16","1","10","(5:16) 17-B.Mayfield pass incomplete deep middle to 15-T.Atwell. PENALTY on LV-25-T.Moehrig, Defensive Pass Interference, 41 yards, enforced at LA 29 - No Play.","Box Score"
"","2.36","GB","DAL","10","2022-11-13","1","12:53","3","2","(12:53) (Shotgun) 33-A.Jones left end pushed ob at GB 32 for 8 yards (7-T.Diggs). PENALTY on DAL-6-D.Wilson, Unnecessary Roughness, 15 yards, enforced at GB 32.","Box Score"
"","2.31","CLE","MIA","10","2022-11-13","3","10:48","3","8","(10:48) (Shotgun) 7-J.Brissett pass incomplete deep right to 11-D.Peoples-Jones. PENALTY on MIA-94-C.Wilkins, Roughing the Passer, 15 yards, enforced at CLE 27 - No Play.","Box Score"
"","2.28","CIN","TEN","12","2022-11-27","4","1:57","4","11","(1:57) 2-E.McPherson 31 yard field goal is GOOD, NULLIFIED by Penalty, Center-48-C.Adomitis, Holder-4-D.Chrisman. PENALTY on TEN-97-K.Strong, Unnecessary Roughness, 7 yards, enforced at TEN 13 - No Play.","Box Score"
"","2.25","DET","BUF","12","2022-11-24","1","6:56","4","1","(6:56) 67-M.Nelson reported in as eligible.  16-J.Goff up the middle to BUF 4 for 1 yard (55-C.Basham). PENALTY on BUF-99-T.Settle, Defensive Offside, 3 yards, enforced at BUF 5 - No Play.","Box Score"
"","2.24","TB","CLE","12","2022-11-27","4","14:15","3","9","(14:15) (Shotgun) 12-T.Brady pass incomplete deep right to 13-M.Evans. CLE-33-R.Harrison was injured during the play. His return is Questionable.  PENALTY on CLE-23-M.Emerson, Defensive Pass Interference, 13 yards, enforced at TB 42 - No Play.","Box Score"
"","2.23","NYG","DAL","12","2022-11-24","4","0:45","2","10","(:45) (Shotgun) 8-D.Jones pass short right to 80-R.James ran ob at DAL 27 for 11 yards. PENALTY on DAL-11-M.Parsons, Unnecessary Roughness, 14 yards, enforced at DAL 27.","Box Score"
"","2.22","BUF","CLE","11","2022-11-20","3","5:49","1","10","(5:49) 17-J.Allen pass deep middle to 13-G.Davis to BUF 44 for 17 yards (26-G.Williams). PENALTY on CLE-93-T.Togiai, Roughing the Passer, 15 yards, enforced at BUF 44.","Box Score"
"","2.22","CLE","BUF","11","2022-11-20","3","4:08","1","10","(4:08) 7-J.Brissett pass incomplete deep right to 11-D.Peoples-Jones (3-D.Hamlin). PENALTY on BUF-3-D.Hamlin, Defensive Pass Interference, 36 yards, enforced at CLE 25 - No Play.","Box Score"
"","2.18","HOU","MIA","12","2022-11-27","3","5:01","1","10","(5:01) (Shotgun) 3-K.Allen pass deep middle to 13-B.Cooks to MIA 32 for 17 yards (8-J.Holland). PENALTY on MIA-8-J.Holland, Unnecessary Roughness, 15 yards, enforced at MIA 32.","Box Score"
"","2.15","PIT","NO","10","2022-11-13","4","8:44","3","5","(8:44) (Shotgun) 8-K.Pickett pass incomplete short right to 88-P.Freiermuth. PENALTY on NO-29-P.Adebo, Defensive Pass Interference, 4 yards, enforced at NO 5 - No Play.","Box Score"
"","2.15","ARI","SF","11","2022-11-21","4","15:00","2","11","(15:00) (Shotgun) 12-C.McCoy pass short right to 6-J.Conner to ARI 29 for 5 yards (57-D.Greenlaw, 1-J.Ward). PENALTY on SF-97-N.Bosa, Roughing the Passer, 15 yards, enforced at ARI 29.","Box Score"
"","2.14","BUF","DET","12","2022-11-24","3","10:06","3","7","(10:06) (Shotgun) 17-J.Allen pass incomplete deep right to 14-S.Diggs [5-D.Elliott]. DET-5-D.Elliott was injured during the play.  PENALTY on DET-39-J.Jacobs, Defensive Pass Interference, 19 yards, enforced at DET 29 - No Play.","Box Score"
"","2.14","ATL","WAS","12","2022-11-27","2","9:30","3","3","(9:30) (No Huddle, Shotgun) 84-C.Patterson left end to WAS 10 for 15 yards (34-C.Holmes; 22-D.Forrest). PENALTY on WAS-34-C.Holmes, Face Mask, 5 yards, enforced at WAS 10.","Box Score"
"","2.13","IND","PIT","12","2022-11-28","3","4:39","3","6","(4:39) (Shotgun) 2-M.Ryan pass incomplete short right to 80-J.Woods. PENALTY on PIT-39-M.Fitzpatrick, Defensive Pass Interference, 5 yards, enforced at PIT 6 - No Play.","Box Score"
"","2.11","ATL","CHI","11","2022-11-20","3","2:41","3","8","(2:41) (Shotgun) 1-M.Mariota pass incomplete deep right to 85-M.Pruitt. PENALTY on CHI-6-K.Gordon, Roughing the Passer, 15 yards, enforced at CHI 29 - No Play. Penalty on CHI-99-T.Gipson, Defensive Offside, declined.","Box Score"
"","2.09","MIN","NYJ","13","2022-12-04","2","13:33","3","5","(13:33) (Shotgun) 8-K.Cousins pass short middle to 18-J.Jefferson to NYJ 9 for 10 yards (3-J.Whitehead). PENALTY on NYJ-3-J.Whitehead, Unnecessary Roughness, 5 yards, enforced at NYJ 9.","Box Score"
"","2.09","ATL","CAR","10","2022-11-10","3","6:20","2","7","(6:20) 1-M.Mariota pass short middle to 5-D.London for 7 yards, TOUCHDOWN. PENALTY on CAR-25-X.Woods, Unnecessary Roughness, 15 yards, enforced between downs.","Box Score"
"","2.09","NE","BUF","13","2022-12-01","4","2:59","3","14","(2:59) (No Huddle, Shotgun) 10-M.Jones pass incomplete short middle to 16-J.Meyers (3-D.Hamlin). PENALTY on BUF-3-D.Hamlin, Disqualification, 7 yards, enforced at BUF 15 - No Play.","Box Score"
"","2.05","SEA","LA","13","2022-12-04","3","10:53","2","12","(10:53) (Shotgun) 7-G.Smith pass incomplete short right to 32-T.Jones. PENALTY on LA-21-R.Yeast, Unnecessary Roughness, 15 yards, enforced at SEA 15 - No Play.","Box Score"
"","2.05","NYG","WAS","13","2022-12-04","1","0:47","2","8","(:47) 8-D.Jones scrambles up the middle to WAS 39 for 21 yards (31-K.Curl). PENALTY on WAS-31-K.Curl, Defensive Holding, 5 yards, enforced at WAS 39.","Box Score"
"","2.04","SF","MIA","13","2022-12-04","1","6:37","3","10","(6:37) (Shotgun) 13-B.Purdy pass incomplete short left to 11-B.Aiyuk [15-J.Phillips]. PENALTY on MIA-28-K.Kohou, Defensive Pass Interference, 14 yards, enforced at MIA 29 - No Play.","Box Score"
"","2.02","LAC","SF","10","2022-11-13","2","0:38","3","6","(:38) (Shotgun) 10-J.Herbert scrambles left guard to SF 35 for 5 yards (54-F.Warner). LAC-10-J.Herbert was injured during the play.  PENALTY on SF-57-D.Greenlaw, Disqualification, 15 yards, enforced at SF 35.","Box Score"
"","2.01","SF","NO","12","2022-11-27","2","0:25","3","1","(:25) (Shotgun) 10-J.Garoppolo pass short right to 15-J.Jennings ran ob at NO 11 for 12 yards (19-C.Harris). PENALTY on NO-19-C.Harris, Unnecessary Roughness, 6 yards, enforced at NO 11. 6 YAC","Box Score"
"","1.97","CAR","SEA","14","2022-12-11","4","3:19","2","9","(3:19) 75-C.Erving reported in as eligible.  33-D.Foreman left end to SEA 36 for 3 yards (27-T.Woolen). PENALTY on SEA-27-T.Woolen, Face Mask, 15 yards, enforced at SEA 36.","Box Score"
"","1.96","PHI","TEN","13","2022-12-04","2","1:10","1","10","(1:10) (No Huddle, Shotgun) 1-J.Hurts pass incomplete deep left to 11-A.Brown. PENALTY on TEN-30-T.Avery, Defensive Pass Interference, 24 yards, enforced at TEN 30 - No Play.","Box Score"
"","1.93","CIN","TEN","12","2022-11-27","3","3:54","2","10","(3:54) (Shotgun) 9-J.Burrow scrambles up the middle to TEN 31 for 6 yards (24-E.Molden). PENALTY on TEN-37-A.Hooker, Unnecessary Roughness, 15 yards, enforced at TEN 31.","Box Score"
"","1.93","CHI","ATL","11","2022-11-20","4","8:30","3","5","(8:30) (Shotgun) 1-J.Fields pass incomplete short left to 10-C.Claypool. PENALTY on ATL-24-A.Terrell, Defensive Holding, 3 yards, enforced at ATL 5 - No Play.","Box Score"
"","1.91","MIN","BUF","10","2022-11-13","5","7:33","2","22","(7:33) (Shotgun) 8-K.Cousins pass incomplete deep right to 18-J.Jefferson. PENALTY on BUF-47-C.Benford, Defensive Pass Interference, 19 yards, enforced at MIN 45 - No Play.","Box Score"
"","1.90","NYJ","MIN","13","2022-12-04","4","7:59","1","10","(7:59) (No Huddle, Shotgun) 5-M.White pass incomplete deep left to 17-G.Wilson. PENALTY on MIN-20-D.Shelley, Defensive Pass Interference, 24 yards, enforced at MIN 27 - No Play.","Box Score"
"","1.89","CAR","ATL","10","2022-11-10","4","14:47","1","10","(14:47) 33-D.Foreman right tackle to CAR 47 for 23 yards (34-D.Hall). PENALTY on ATL-98-A.Anderson, Defensive Holding, 5 yards, enforced at CAR 47.","Box Score"
"","1.89","LV","DEN","11","2022-11-20","4","10:07","3","11","(10:07) (Shotgun) 4-D.Carr pass incomplete deep middle to 84-K.Cole. PENALTY on DEN-34-E.Bassey, Defensive Holding, 5 yards, enforced at LV 44 - No Play.","Box Score"
"","1.88","NYJ","MIN","13","2022-12-04","1","6:42","2","7","(6:42) (No Huddle) 27-Z.Knight right guard to NYJ 20 for 9 yards (24-C.Bynum, 54-E.Kendricks). PENALTY on MIN-93-J.Bullard, Face Mask, 15 yards, enforced at NYJ 20.","Box Score"
"","1.86","CAR","BAL","11","2022-11-20","3","9:39","3","8","(9:39) (Shotgun) 6-B.Mayfield pass incomplete deep left to 82-T.Tremble. PENALTY on BAL-36-C.Clark, Defensive Pass Interference, 12 yards, enforced at BAL 27 - No Play.","Box Score"
"","1.84","DEN","TEN","10","2022-11-13","2","3:16","2","15","(3:16) (Shotgun) 3-R.Wilson pass incomplete short right to 80-G.Dulcich. PENALTY on TEN-59-S.Okuayinonu, Roughing the Passer, 15 yards, enforced at TEN 37 - No Play.","Box Score"
"","1.82","DAL","NYG","12","2022-11-24","2","3:23","3","14","(3:23) (Shotgun) 4-D.Prescott pass short right to 85-N.Brown to NYG 30 for 5 yards (28-C.Flott). PENALTY on NYG-30-D.Holmes, Illegal Contact, 5 yards, enforced at NYG 35 - No Play.","Box Score"
"","1.81","KC","LA","12","2022-11-27","4","9:51","3","7","(9:51) (Shotgun) 15-P.Mahomes sacked at LA 10 for -3 yards (sack split by 99-A.Donald and 97-M.Hoecht). PENALTY on LA-99-A.Donald, Face Mask, 3 yards, enforced at LA 7 - No Play.","Box Score"
"","1.78","LAC","KC","11","2022-11-20","2","1:20","3","7","(1:20) (Shotgun) 10-J.Herbert scrambles right end ran ob at KC 42 for 5 yards (32-N.Bolton). PENALTY on KC-32-N.Bolton, Unnecessary Roughness, 15 yards, enforced at KC 42.","Box Score"
"","1.78","NO","SF","12","2022-11-27","4","6:40","3","6","(6:40) (Shotgun) 14-A.Dalton pass incomplete short middle to 12-C.Olave (54-F.Warner). PENALTY on SF-38-D.Lenoir, Defensive Holding, 4 yards, enforced at SF 8 - No Play.","Box Score"
"","1.76","CAR","BAL","11","2022-11-20","3","2:43","1","10","(2:43) 6-B.Mayfield pass short right to 12-S.Smith pushed ob at CAR 28 for 10 yards (36-C.Clark). PENALTY on BAL-36-C.Clark, Face Mask, 15 yards, enforced at CAR 28.","Box Score"
"","1.75","MIN","DET","14","2022-12-11","1","8:15","3","7","(8:15) (Shotgun) 8-K.Cousins sacked at MIN 39 for -2 yards (79-J.Cominsky). PENALTY on DET-31-K.Joseph, Defensive Holding, 5 yards, enforced at MIN 41 - No Play.","Box Score"
"","1.73","CLE","CIN","14","2022-12-11","1","4:54","4","9","(4:54) 13-C.Bojorquez punts 60 yards to CIN 20, Center-47-C.Hughlett. 11-T.Taylor to CIN 40 for 20 yards (43-J.Johnson; 47-C.Hughlett). PENALTY on CIN-17-S.Morgan, Illegal Block Above the Waist, 10 yards, enforced at CIN 20.","Box Score"
"","1.73","NO","TB","13","2022-12-05","4","11:25","3","5","(11:25) (Shotgun) 14-A.Dalton pass incomplete deep right to 12-C.Olave. PENALTY on TB-24-C.Davis, Defensive Pass Interference, 9 yards, enforced at TB 42 - No Play.","Box Score"
"","1.73","GB","PHI","12","2022-11-27","3","7:15","1","10","(7:15) 12-A.Rodgers pass short right to 9-C.Watson to GB 36 for 11 yards (2-D.Slay). PENALTY on PHI-32-R.Blankenship, Unnecessary Roughness, 15 yards, enforced at GB 36.","Box Score"
"","1.73","PIT","CIN","11","2022-11-20","2","2:25","3","5","(2:25) (Shotgun) 8-K.Pickett pass incomplete deep right to 14-G.Pickens. PENALTY on CIN-21-M.Hilton, Defensive Pass Interference, 16 yards, enforced at CIN 41 - No Play.","Box Score"
"","1.72","SF","NO","12","2022-11-27","3","12:07","1","20","(12:07) 10-J.Garoppolo pass short right to 11-B.Aiyuk pushed ob at NO 42 for 11 yards (19-C.Harris). PENALTY on NO-97-M.Roach, Roughing the Passer, 15 yards, enforced at NO 42.","Box Score"
"","1.71","MIN","BUF","10","2022-11-13","4","1:24","1","10","(1:24) (No Huddle, Shotgun) 8-K.Cousins pass short left to 19-A.Thielen pushed ob at BUF 32 for 9 yards (47-C.Benford). PENALTY on BUF-47-C.Benford, Unnecessary Roughness, 15 yards, enforced at BUF 32.","Box Score"
"","1.70","ATL","CAR","10","2022-11-10","2","1:47","1","10","(1:47) (Shotgun) 1-M.Mariota pass short middle to 5-D.London to ATL 39 for 14 yards (25-X.Woods). PENALTY on CAR-25-X.Woods, Unnecessary Roughness, 15 yards, enforced at ATL 39.","Box Score"
"","1.69","CIN","CLE","14","2022-12-11","2","11:51","1","10","(11:51) (Shotgun) 9-J.Burrow pass incomplete deep left to 1-J.Chase [97-P.Winfrey]. PENALTY on CLE-21-D.Ward, Defensive Pass Interference, 33 yards, enforced at CIN 37 - No Play.","Box Score"
"","1.68","HOU","NYG","10","2022-11-13","3","9:54","1","10","(9:54) 10-D.Mills pass short middle to 88-J.Akins to NYG 16 for 17 yards (24-D.Belton). PENALTY on NYG-97-D.Lawrence, Roughing the Passer, 8 yards, enforced at NYG 16.","Box Score"
"","1.68","LAC","MIA","14","2022-12-11","1","12:47","3","10","(12:47) (Shotgun) 10-J.Herbert pass incomplete short right to 88-T.McKitty (21-E.Rowe). PENALTY on MIA-28-K.Kohou, Defensive Holding, 5 yards, enforced at LAC 42 - No Play.","Box Score"
"","1.68","CLE","TB","12","2022-11-27","1","5:11","1","10","(5:11) 7-J.Brissett scrambles right end pushed ob at CLE 35 for 10 yards (45-D.White). PENALTY on TB-45-D.White, Unnecessary Roughness, 15 yards, enforced at CLE 35.","Box Score"
"","1.67","CLE","MIA","10","2022-11-13","1","12:45","3","4","(12:45) (Shotgun) PENALTY on MIA-91-E.Ogbah, Neutral Zone Infraction, 5 yards, enforced at MIA 9 - No Play.","Box Score"
"","1.67","DET","CHI","10","2022-11-13","4","13:35","1","10","(13:35) 16-J.Goff scrambles right end pushed ob at CHI 45 for 10 yards (53-N.Morrow). PENALTY on CHI-6-K.Gordon, Unnecessary Roughness, 15 yards, enforced at CHI 45.","Box Score"
"","1.65","DAL","NYG","12","2022-11-24","3","12:04","3","7","(12:04) (Shotgun) 4-D.Prescott pass incomplete deep middle to 88-C.Lamb [5-K.Thibodeaux]. NYG-5-K.Thibodeaux was injured during the play. His return is Questionable.  PENALTY on NYG-30-D.Holmes, Defensive Holding, 5 yards, enforced at NYG 37 - No Play.","Box Score"
"","1.62","TB","NO","13","2022-12-05","2","14:09","3","8","(14:09) (Shotgun) 12-T.Brady pass incomplete deep right to 17-R.Gage. PENALTY on NO-29-P.Adebo, Defensive Holding, 5 yards, enforced at TB 15 - No Play.","Box Score"
"","1.61","DEN","TEN","10","2022-11-13","3","4:29","3","9","(4:29) (Shotgun) 3-R.Wilson sacked at DEN 16 for -10 yards (95-D.Walker). PENALTY on TEN-21-R.McCreary, Defensive Holding, 5 yards, enforced at DEN 26 - No Play.","Box Score"
"","1.61","BAL","DEN","13","2022-12-04","4","2:00","3","5","(2:00) (Shotgun) 2-T.Huntley pass incomplete deep right to 89-M.Andrews. PENALTY on DEN-2-P.Surtain, Defensive Pass Interference, 17 yards, enforced at BAL 46 - No Play.","Box Score"
"","1.59","WAS","PHI","10","2022-11-14","4","14:16","2","5","(14:16) (Shotgun) 4-T.Heinicke pass short middle to 10-C.Samuel pushed ob at WAS 35 for 5 yards (33-J.Scott). PENALTY on PHI-23-C.Gardner-Johnson, Unnecessary Roughness, 15 yards, enforced at WAS 35.","Box Score"
"","1.58","BAL","CAR","11","2022-11-20","1","5:31","4","14","(5:31) 11-J.Stout punts 52 yards to CAR 35, Center-46-N.Moore, downed by BAL-53-D.Phillips. PENALTY on CAR-50-C.Wooten, Offensive Holding, 10 yards, enforced at CAR 35.","Box Score"
"","1.58","DEN","LV","11","2022-11-20","1","8:41","2","6","(8:41) 3-R.Wilson pass incomplete deep right to 14-C.Sutton. PENALTY on LV-27-S.Webb, Defensive Pass Interference, 18 yards, enforced at DEN 27 - No Play.","Box Score"
"","1.57","LV","LAC","13","2022-12-04","2","3:34","3","9","(3:34) (Shotgun) 4-D.Carr pass short right to 17-D.Adams pushed ob at LAC 38 for 8 yards (43-M.Davis). PENALTY on LAC-26-A.Samuel, Illegal Use of Hands, 5 yards, enforced at LAC 46 - No Play.","Box Score"
"","1.57","BAL","DEN","13","2022-12-04","4","3:09","2","8","(3:09) (Shotgun) 2-T.Huntley pass short middle to 89-M.Andrews to BAL 26 for 5 yards (27-D.Mathis). PENALTY on DEN-49-A.Singleton, Unnecessary Roughness, 15 yards, enforced at BAL 26.","Box Score"
"","1.57","PIT","BAL","14","2022-12-11","4","13:26","1","10","(13:26) 30-J.Warren right end pushed ob at BAL 34 for 8 yards (36-C.Clark). PENALTY on BAL-24-M.Peters, Unnecessary Roughness, 15 yards, enforced at BAL 34.","Box Score"
"","1.57","BUF","NYJ","14","2022-12-11","2","1:17","4","1","(1:17) (Run formation) PENALTY on NYJ-57-C.Mosley, Encroachment, 6 yards, enforced at BUF 39 - No Play.","Box Score"
