"Rank","Week","Offense","Defense","Week","Date","Quarter","Time","Down","Distance","Description","Box Scores"
"","12.00","TB","IND","12","2023-11-26","1","8:39","2","1","(8:39) (Shotgun) PENALTY on TB-64-A.Stinnie, False Start, 4 yards, enforced at IND 1 - No Play. 2-K.Trask in at QB for TB.","Box Score"
"","12.00","TB","IND","12","2023-11-26","1","9:31","1","1","(9:31) (No Huddle, Shotgun) PENALTY on IND-52-S.Ebukam, Neutral Zone Infraction, 0 yards, enforced at IND 1 - No Play.","Box Score"
"","12.00","PIT","CIN","12","2023-11-26","4","11:50","1","10","(11:50) (Shotgun) 8-K.Pickett pass short right to 11-A.Robinson to PIT 43 for 8 yards (20-D.Turner). PENALTY on PIT-13-M.Boykin, Offensive Pass Interference, 10 yards, enforced at PIT 35 - No Play.","Box Score"
"","12.00","CIN","PIT","12","2023-11-26","4","14:20","3","2","(14:20) (Shotgun) 6-J.Browning pass short left to 83-T.Boyd to CIN 46 for 3 yards (56-A.Highsmith; 38-M.Walker). PENALTY on CIN-87-T.Hudson, Offensive Pass Interference, 10 yards, enforced at CIN 43 - No Play.","Box Score"
"","12.00","CIN","PIT","12","2023-11-26","2","2:40","2","9","(2:40) (Shotgun) 6-J.Browning pass short left to 16-T.Irwin to CIN 37 for 25 yards (50-E.Roberts). PENALTY on PIT-90-T.Watt, Roughing the Passer, 15 yards, enforced at CIN 37.","Box Score"
"","12.00","CIN","PIT","12","2023-11-26","1","1:42","4","4","(1:42) (Shotgun) PENALTY on CIN, Delay of Game, 5 yards, enforced at PIT 44 - No Play.","Box Score"
"","12.00","PIT","CIN","12","2023-11-26","1","5:43","2","6","(5:43) (Shotgun) 8-K.Pickett pass incomplete short left to 22-N.Harris. PENALTY on CIN-55-L.Wilson, Defensive Pass Interference, 6 yards, enforced at CIN 29 - No Play.","Box Score"
"","12.00","NO","ATL","12","2023-11-26","4","7:48","2","2","(7:48) 41-A.Kamara right end to ATL 9 for 8 yards (95-T.Graham). PENALTY on NO-71-R.Ramczyk, Offensive Holding, 10 yards, enforced at ATL 15.","Box Score"
"","12.00","CIN","PIT","12","2023-11-26","1","2:47","3","5","(2:47) (Shotgun) PENALTY on CIN-83-T.Boyd, False Start, 5 yards, enforced at PIT 45 - No Play.","Box Score"
"","12.00","NO","ATL","12","2023-11-26","3","5:48","1","10","(5:48) (Shotgun) PENALTY on NO-51-C.Ruiz, False Start, 5 yards, enforced at ATL 15 - No Play.","Box Score"
"","12.00","NO","ATL","12","2023-11-26","3","6:31","2","5","(6:31) (Shotgun) 4-D.Carr pass short left to 7-T.Hill to ATL 28 for 3 yards (20-D.Alford). PENALTY on ATL-1-J.Okudah, Defensive Holding, 5 yards, enforced at ATL 31 - No Play.","Box Score"
"","12.00","NO","ATL","12","2023-11-26","2","5:03","1","10","(5:03) (Shotgun) 7-T.Hill right tackle to ATL 21 for 3 yards (93-C.Campbell). PENALTY on NO-71-R.Ramczyk, Offensive Holding, 10 yards, enforced at ATL 24 - No Play.","Box Score"
"","12.00","NO","ATL","12","2023-11-26","1","1:46","1","10","(1:46) 67-L.Young reported in as eligible.  41-A.Kamara right guard to NO 29 for 4 yards (53-N.Landman). NO-5-L.Bowden was injured during the play.  PENALTY on ATL-37-D.Hellams, Taunting, 15 yards, enforced at NO 29.","Box Score"
"","12.00","ATL","NO","12","2023-11-26","1","12:19","4","5","(12:19) (Punt formation) PENALTY on ATL-49-L.McCullough, False Start, 5 yards, enforced at ATL 40 - No Play.","Box Score"
"","12.00","NE","NYG","12","2023-11-26","4","0:06","4","5","(:06) 37-C.Ryland 35 yard field goal is No Good, Wide Left, Center-49-J.Cardona, Holder-17-B.Baringer. PENALTY on NYG-29-X.McKinney, Unsportsmanlike Conduct, 12 yards, enforced between downs.","Box Score"
"","12.00","NYG","NE","12","2023-11-26","3","0:15","2","7","(:15) 26-S.Barkley right end to NYG 28 for 6 yards (26-S.Wade; 33-A.Jennings). PENALTY on NYG-82-D.Bellinger, Offensive Holding, 10 yards, enforced at NYG 22 - No Play.","Box Score"
"","12.00","NYG","NE","12","2023-11-26","2","14:13","4","7","(14:13) (Shotgun) PENALTY on NYG, Delay of Game, 5 yards, enforced at NE 35 - No Play.","Box Score"
"","12.00","ARI","LA","12","2023-11-26","4","2:00","4","12","(2:00) (Shotgun) 1-K.Murray pass deep middle intended for 83-G.Dortch INTERCEPTED by 6-T.Tomlinson at 50. 6-T.Tomlinson pushed ob at ARI 1 for 49 yards (70-P.Johnson). PENALTY on LA-6-T.Tomlinson, Illegal Contact, 5 yards, enforced at ARI 28 - No Play.","Box Score"
"","12.00","ARI","LA","12","2023-11-26","4","6:29","4","3","(6:29) (No Huddle, Shotgun) 1-K.Murray pass incomplete deep left to 4-R.Moore. PENALTY on LA-2-R.Yeast, Defensive Holding, 5 yards, enforced at LA 25 - No Play.","Box Score"
"","12.00","ARI","LA","12","2023-11-26","3","6:16","2","10","(6:16) (Shotgun) 1-K.Murray pass short middle to 83-G.Dortch to LA 30 for 12 yards (43-J.Johnson). PENALTY on ARI-61-C.O'Donnell, Ineligible Downfield Pass, 5 yards, enforced at LA 42 - No Play.","Box Score"
"","12.00","ARI","LA","12","2023-11-26","3","13:54","1","10","(13:54) 6-J.Conner up the middle to ARI 41 for 3 yards (43-J.Johnson; 92-J.Williams). PENALTY on ARI-61-C.O'Donnell, Offensive Holding, 10 yards, enforced at ARI 38 - No Play.","Box Score"
"","12.00","ARI","LA","12","2023-11-26","2","0:03","1","10","(:03) 5-M.Prater 57 yard field goal is GOOD, NULLIFIED by Penalty, Center-46-A.Brewer, Holder-12-B.Gillikin. PENALTY on ARI-87-G.Swaim, Offensive Holding, 0 yards, enforced at LA 38 - No Play.","Box Score"
"","12.00","ARI","LA","12","2023-11-26","1","6:02","1","4","(6:02) (Shotgun) 1-K.Murray sacked at LA 9 for -5 yards (97-M.Hoecht). PENALTY on LA-53-E.Jones, Defensive Holding, 2 yards, enforced at LA 4 - No Play.","Box Score"
"","12.00","KC","LV","12","2023-11-26","4","5:13","1","5","(5:13) 10-I.Pacheco right guard to LV 2 for 3 yards (5-D.Deablo, 41-R.Spillane). PENALTY on KC-52-C.Humphrey, Offensive Holding, 10 yards, enforced at LV 5 - No Play.","Box Score"
"","12.00","JAX","HOU","12","2023-11-26","4","13:51","1","10","(13:51) (Shotgun) 25-D.Johnson left tackle to HOU 35 for 4 yards (4-T.Thomas; 53-B.Cashman). PENALTY on JAX-72-W.Little, Offensive Holding, 10 yards, enforced at HOU 39 - No Play.","Box Score"
"","12.00","JAX","HOU","12","2023-11-26","3","1:13","3","7","(1:13) (Shotgun) 16-T.Lawrence pass incomplete short left to 0-C.Ridley [53-B.Cashman]. PENALTY on HOU-21-S.Nelson, Defensive Holding, 5 yards, enforced at JAX 14 - No Play.","Box Score"
"","12.00","JAX","HOU","12","2023-11-26","3","5:24","3","5","(5:24) (Shotgun) 16-T.Lawrence pass incomplete short right to 13-C.Kirk. PENALTY on HOU-4-T.Thomas, Defensive Pass Interference, 4 yards, enforced at HOU 5 - No Play.","Box Score"
"","12.00","JAX","HOU","12","2023-11-26","3","6:14","3","3","(6:14) (Shotgun) 16-T.Lawrence pass incomplete deep right to 17-E.Engram. PENALTY on HOU-4-T.Thomas, Defensive Pass Interference, 15 yards, enforced at HOU 23 - No Play.","Box Score"
"","12.00","JAX","HOU","12","2023-11-26","2","6:37","1","10","(6:37) PENALTY on JAX-72-W.Little, False Start, 5 yards, enforced at JAX 25 - No Play.","Box Score"
"","12.00","DEN","CLE","12","2023-11-26","4","2:00","2","11","(2:00) PENALTY on DEN-79-L.Cushenberry, False Start, 5 yards, enforced at DEN 24 - No Play.","Box Score"
"","12.00","DEN","CLE","12","2023-11-26","4","10:14","4","7","(10:14) (Punt formation) PENALTY on DEN-1-Tr.Smith, False Start, 5 yards, enforced at DEN 39 - No Play.","Box Score"
"","12.00","CLE","DEN","12","2023-11-26","4","12:53","2","6","(12:53) (Shotgun) PENALTY on CLE-64-G.Christian, False Start, 5 yards, enforced at CLE 29 - No Play.","Box Score"
"","12.00","CLE","DEN","12","2023-11-26","3","0:38","3","7","(:38) (Shotgun) PENALTY on CLE-66-J.Hudson, False Start, 5 yards, enforced at CLE 28 - No Play.","Box Score"
"","12.00","CLE","DEN","12","2023-11-26","3","8:20","3","7","(8:20) (Shotgun) 17-D.Thompson-Robinson pass incomplete short middle to 85-D.Njoku. PENALTY on DEN-6-P.Locke, Unnecessary Roughness, 6 yards, enforced at DEN 11 - No Play.","Box Score"
"","12.00","DEN","CLE","12","2023-11-26","2","4:38","1","10","(4:38) (Shotgun) PENALTY on DEN-74-B.Powers, False Start, 5 yards, enforced at DEN 43 - No Play.","Box Score"
"","12.00","DEN","CLE","12","2023-11-26","2","11:21","2","5","(11:21) 3-R.Wilson pass incomplete short right [91-A.Wright]. PENALTY on CLE-91-A.Wright, Defensive Offside, 3 yards, enforced at CLE 5 - No Play.","Box Score"
"","12.00","CLE","DEN","12","2023-11-26","1","5:34","3","1","(5:34) (Shotgun) PENALTY on CLE-55-E.Pocic, False Start, 4 yards, enforced at CLE 49 - No Play.","Box Score"
"","12.00","DEN","CLE","12","2023-11-26","1","10:12","1","10","(10:12) (No Huddle, Shotgun) 25-S.Perine up the middle to CLE 34 for 2 yards (91-A.Wright). PENALTY on CLE-91-A.Wright, Defensive Offside, 5 yards, enforced at CLE 36 - No Play.","Box Score"
"","12.00","DEN","CLE","12","2023-11-26","1","10:18","3","10","(10:18) (Shotgun) 3-R.Wilson pass incomplete deep right to 14-C.Sutton. PENALTY on CLE-0-G.Newsome, Defensive Pass Interference, 34 yards, enforced at DEN 30 - No Play.","Box Score"
"","12.00","CAR","TEN","12","2023-11-26","4","13:08","1","10","(13:08) (Shotgun) 9-B.Young pass incomplete short left to 15-J.Mingo. PENALTY on TEN-26-K.Fulton, Illegal Contact, 5 yards, enforced at CAR 27 - No Play.","Box Score"
"","12.00","CAR","TEN","12","2023-11-26","3","13:31","3","8","(13:31) (Shotgun) 9-B.Young pass incomplete short left to 17-D.Chark [49-A.Key]. PENALTY on TEN-0-S.Murphy-Bunting, Defensive Holding, 5 yards, enforced at CAR 35 - No Play.","Box Score"
"","12.00","BUF","PHI","12","2023-11-26","5","7:24","2","10","(7:24) (Shotgun) 17-J.Allen pass short right to 4-J.Cook to PHI 41 for 4 yards (7-H.Reddick). PENALTY on PHI-41-N.Morrow, Roughing the Passer, 15 yards, enforced at PHI 41.","Box Score"
"","12.00","PHI","BUF","12","2023-11-26","4","0:38","1","10","(:38) (No Huddle, Shotgun) PENALTY on PHI-62-J.Kelce, False Start, 5 yards, enforced at BUF 34 - No Play.","Box Score"
"","12.00","BUF","PHI","12","2023-11-26","2","1:34","2","3","(1:34) (Shotgun) 17-J.Allen pass incomplete short right [7-H.Reddick]. PENALTY on BUF-17-J.Allen, Intentional Grounding, 13 yards, enforced at PHI 3.","Box Score"
"","12.00","PHI","BUF","12","2023-11-26","1","1:26","1","10","(1:26) (No Huddle, Shotgun) 14-K.Gainwell left guard to BUF 3 for 23 yards (21-J.Poyer). PENALTY on BUF-91-E.Oliver, Illegal Use of Hands, 2 yards, enforced at BUF 3.","Box Score"
"","12.00","PHI","BUF","12","2023-11-26","1","4:28","3","10","(4:28) (Shotgun) 1-J.Hurts pass incomplete deep right to 11-A.Brown (7-Ta.Johnson). PENALTY on BUF-31-R.Douglas, Defensive Holding, 5 yards, enforced at PHI 39 - No Play.","Box Score"
"","12.00","PHI","BUF","12","2023-11-26","1","6:37","1","10","(6:37) (Shotgun) PENALTY on PHI-69-L.Dickerson, False Start, 5 yards, enforced at PHI 27 - No Play.","Box Score"
"","12.00","BUF","PHI","12","2023-11-26","1","6:50","3","11","(6:50) (Shotgun) PENALTY on BUF-60-M.Morse, False Start, 5 yards, enforced at PHI 35 - No Play.","Box Score"
"","12.00","LAC","BAL","12","2023-11-26","3","0:07","2","8","(:07) (Shotgun) PENALTY on LAC, Delay of Game, 5 yards, enforced at BAL 23 - No Play.","Box Score"
"","12.00","LAC","BAL","12","2023-11-26","3","2:17","3","12","(2:17) (Shotgun) PENALTY on LAC-76-W.Clapp, False Start, 5 yards, enforced at LAC 49 - No Play.","Box Score"
"","12.00","BAL","LAC","12","2023-11-26","4","6:30","1","10","(6:30) (Shotgun) PENALTY on BAL-79-R.Stanley, False Start, 5 yards, enforced at LAC 47 - No Play.","Box Score"
"","12.00","LAC","BAL","12","2023-11-26","1","9:27","2","9","(9:27) (Shotgun) 10-J.Herbert scrambles right end pushed ob at BAL 6 for 5 yards (0-R.Smith). PENALTY on LAC-68-J.Salyer, Unnecessary Roughness, 15 yards, enforced at BAL 6.","Box Score"
"","12.00","TEN","CAR","12","2023-11-26","4","3:11","3","5","(3:11) (Shotgun) PENALTY on TEN-60-D.Brunskill, False Start, 5 yards, enforced at CAR 49 - No Play.","Box Score"
"","12.00","MIA","NYJ","12","2023-11-24","3","1:16","2","2","(1:16) PENALTY on MIA-73-A.Jackson, False Start, 5 yards, enforced at NYJ 27 - No Play.","Box Score"
"","12.00","NYJ","MIA","12","2023-11-24","2","2:17","1","10","(2:17) PENALTY on NYJ-65-X.Newman-Johnson, False Start, 5 yards, enforced at NYJ 22 - No Play.","Box Score"
"","12.00","NYJ","MIA","12","2023-11-24","1","0:06","3","10","(:06) (Shotgun) PENALTY on NYJ-16-J.Brownlee, False Start, 5 yards, enforced at NYJ 25 - No Play.","Box Score"
"","12.00","DAL","WAS","12","2023-11-23","3","0:46","3","1","(:46) 4-D.Prescott up the middle to WAS 49 for 1 yard (57-C.Barton). PENALTY on DAL-84-S.McKeon, Illegal Motion, 5 yards, enforced at 50 - No Play.","Box Score"
"","12.00","WAS","DAL","12","2023-11-23","3","4:04","2","8","(4:04) (Shotgun) PENALTY on WAS-82-L.Thomas, False Start, 5 yards, enforced at WAS 36 - No Play.","Box Score"
"","12.00","WAS","DAL","12","2023-11-23","2","0:13","1","10","(:13) (Shotgun) 14-S.Howell pass short right to 82-L.Thomas to WAS 39 for 3 yards (14-M.Bell) [11-M.Parsons]. PENALTY on WAS-72-C.Leno, Offensive Holding, 10 yards, enforced at WAS 36 - No Play.","Box Score"
"","12.00","DAL","WAS","12","2023-11-23","2","1:51","1","10","(1:51) (Shotgun) PENALTY on WAS-93-J.Allen, Encroachment, 5 yards, enforced at DAL 25 - No Play.","Box Score"
"","12.00","WAS","DAL","12","2023-11-23","2","6:20","3","1","(6:20) 14-S.Howell pass incomplete short left to 4-C.Samuel. WAS-8-B.Robinson was injured during the play.  PENALTY on DAL-6-D.Wilson, Defensive Pass Interference, 3 yards, enforced at WAS 47 - No Play.","Box Score"
"","12.00","DAL","WAS","12","2023-11-23","1","3:19","2","20","(3:19) (Shotgun) PENALTY on DAL-88-C.Lamb, False Start, 5 yards, enforced at DAL 44 - No Play.","Box Score"
"","12.00","DAL","WAS","12","2023-11-23","1","3:29","2","10","(3:29) 23-R.Dowdle left end pushed ob at WAS 35 for 11 yards (35-P.Butler). PENALTY on DAL-88-C.Lamb, Offensive Holding, 10 yards, enforced at WAS 46 - No Play.","Box Score"
"","12.00","DAL","WAS","12","2023-11-23","1","5:53","1","10","(5:53) PENALTY on DAL-70-Z.Martin, False Start, 5 yards, enforced at DAL 10 - No Play.","Box Score"
"","12.00","SEA","SF","12","2023-11-23","4","13:53","1","10","(13:53) (No Huddle, Shotgun) 7-G.Smith pass short left to 16-T.Lockett to SEA 36 for 7 yards (48-O.Burks). PENALTY on SEA-26-Z.Charbonnet, Illegal Shift, 5 yards, enforced at SEA 29 - No Play.","Box Score"
"","12.00","SF","SEA","12","2023-11-23","3","11:23","1","10","(11:23) (Shotgun) PENALTY on SF-65-A.Banks, False Start, 5 yards, enforced at SF 25 - No Play.","Box Score"
"","12.00","SEA","SF","12","2023-11-23","2","0:05","1","10","(:05) 5-J.Myers 53 yard field goal is No Good, Wide Right, Center-41-C.Stoll, Holder-4-M.Dickson. PENALTY on SEA-78-S.Forsythe, Unnecessary Roughness, 15 yards, enforced between downs.","Box Score"
"","12.00","SF","SEA","12","2023-11-23","2","15:00","3","7","(15:00) (Shotgun) 13-B.Purdy sacked at SEA 16 for 0 yards (54-B.Wagner). PENALTY on SEA-22-T.Brown, Illegal Contact, 5 yards, enforced at SEA 16 - No Play.","Box Score"
"","12.00","GB","DET","12","2023-11-23","4","11:59","4","5","(11:59) (Shotgun) PENALTY on GB, Delay of Game, 5 yards, enforced at DET 43 - No Play.","Box Score"
"","12.00","DET","GB","12","2023-11-23","3","12:32","3","6","(12:32) (Shotgun) 5-D.Montgomery right end for 17 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on DET-11-K.Raymond, Offensive Holding, 10 yards, enforced at GB 2.","Box Score"
"","12.00","GB","DET","12","2023-11-23","2","0:41","4","6","(:41) (Shotgun) PENALTY on GB, Delay of Game, 5 yards, enforced at DET 45 - No Play.","Box Score"
"","12.00","DET","GB","12","2023-11-23","2","5:12","3","10","(5:12) (Shotgun) 16-J.Goff pass incomplete short right to 87-S.LaPorta [52-R.Gary]. PENALTY on GB-58-I.McDuffie, Illegal Contact, 4 yards, enforced at DET 27 - No Play.","Box Score"
"","12.00","GB","DET","12","2023-11-23","2","9:54","1","10","(9:54) PENALTY on DET-90-Q.Bohanna, Encroachment, 5 yards, enforced at GB 36 - No Play.","Box Score"
"","12.00","TEN","CAR","12","2023-11-26","1","7:25","3","7","(7:25) (Shotgun) PENALTY on TEN-75-D.Radunz, False Start, 5 yards, enforced at TEN 24 - No Play.","Box Score"
"","12.00","MIN","CHI","12","2023-11-27","4","0:05","1","10","(:05) (Shotgun) 15-J.Dobbs pass short middle to 17-K.Osborn to CHI 43 for 23 yards (49-T.Edmunds; 57-J.Sanborn). FUMBLES (49-T.Edmunds), recovered by MIN-2-A.Mattison at CHI 44. 2-A.Mattison to CHI 40 for 4 yards (39-J.Blackwell). FUMBLES (39-J.Blackwell), recovered by MIN-17-K.Osborn at CHI 45. 17-K.Osborn to CHI 48 for -3 yards. Lateral to 3-J.Addison to MIN 46 for -6 yards. Lateral to 15-J.Dobbs to CHI 49 for 5 yards. PENALTY on MIN-15-J.Dobbs, Illegal Forward Pass, 0 yards, enforced at CHI 49.","Box Score"
"","12.00","MIN","CHI","12","2023-11-27","4","2:36","4","10","(2:36) (Punt formation) PENALTY on MIN, Delay of Game, 5 yards, enforced at CHI 43 - No Play.","Box Score"
"","12.00","MIN","CHI","12","2023-11-27","2","0:38","1","10","(:38) 15-J.Dobbs pass incomplete short left [95-D.Walker]. PENALTY on MIN-15-J.Dobbs, Intentional Grounding, 14 yards, enforced at CHI 13. Penalty on MIN-84-J.Oliver, Offensive Holding, declined.","Box Score"
"","12.00","MIN","CHI","12","2023-11-27","2","0:43","1","10","(:43) (Shotgun) 15-J.Dobbs pass incomplete deep right to 87-T.Hockenson. PENALTY on CHI-6-K.Gordon, Defensive Pass Interference, 26 yards, enforced at CHI 39 - No Play.","Box Score"
"","12.00","DET","GB","12","2023-11-23","1","9:57","2","7","(9:57) (Shotgun) 16-J.Goff pass incomplete deep right to 26-J.Gibbs. PENALTY on GB-7-Q.Walker, Defensive Pass Interference, 16 yards, enforced at DET 46 - No Play.","Box Score"
"","12.00","DET","GB","12","2023-11-23","2","3:27","1","10","(3:27) (No Huddle, Shotgun) 16-J.Goff pass incomplete short right [90-L.Van Ness]. Ball thrown away. PENALTY on DET-16-J.Goff, Intentional Grounding, 11 yards, enforced at GB 41.","Box Score"
"","12.00","DET","GB","12","2023-11-23","1","2:41","2","7","(2:41) 26-J.Gibbs left tackle to DET 31 for 3 yards (52-R.Gary). PENALTY on DET-19-D.Peoples-Jones, Offensive Offside, 5 yards, enforced at DET 28 - No Play.","Box Score"
"","12.00","MIN","CHI","12","2023-11-27","2","11:43","2","12","(11:43) (Shotgun) 15-J.Dobbs pass deep left intended for 3-J.Addison INTERCEPTED by 33-J.Johnson at CHI 44. 33-J.Johnson to MIN 37 for 19 yards (17-K.Osborn). PENALTY on CHI-6-K.Gordon, Taunting, 15 yards, enforced at MIN 37.","Box Score"
"","12.00","IND","TB","12","2023-11-26","4","4:10","1","10","(4:10) 28-J.Taylor right tackle to IND 28 for 3 yards (8-S.Dennis). PENALTY on IND-79-B.Raimann, Offensive Holding, 10 yards, enforced at IND 25 - No Play.","Box Score"
"","12.00","IND","TB","12","2023-11-26","4","11:32","1","10","(11:32) (Shotgun) 21-Z.Moss right end pushed ob at 50 for 8 yards (24-C.Davis). PENALTY on IND-11-M.Pittman, Offensive Holding, 10 yards, enforced at IND 42 - No Play.","Box Score"
"","12.00","TB","IND","12","2023-11-26","2","2:00","3","4","(2:00) (Shotgun) 1-R.White up the middle to IND 25 for 8 yards (44-Z.Franklin). PENALTY on TB-64-A.Stinnie, Offensive Holding, 10 yards, enforced at IND 33 - No Play.","Box Score"
"","12.00","CIN","PIT","12","2023-11-26","3","0:08","2","6","(:08) (Shotgun) 28-J.Mixon right tackle to CIN 40 for 1 yard (56-A.Highsmith). PENALTY on CIN-81-I.Smith, Offensive Holding, 10 yards, enforced at CIN 39 - No Play.","Box Score"
"","12.00","PIT","CIN","12","2023-11-26","2","0:48","2","7","(:48) (No Huddle, Shotgun) 8-K.Pickett pass short right to 22-N.Harris to CIN 43 for 3 yards (94-S.Hubbard). PENALTY on PIT-77-B.Jones, Offensive Holding, 10 yards, enforced at CIN 46 - No Play.","Box Score"
"","12.00","ATL","NO","12","2023-11-26","4","2:54","2","1","(2:54) PENALTY on ATL-70-J.Matthews, False Start, 5 yards, enforced at NO 32 - No Play.","Box Score"
"","12.00","NO","ATL","12","2023-11-26","3","5:26","2","12","(5:26) (No Huddle, Shotgun) 4-D.Carr pass short right to 5-L.Bowden to ATL 3 for 14 yards (53-N.Landman) [93-C.Campbell]. NO-83-J.Johnson was injured during the play.  PENALTY on NO-83-J.Johnson, Offensive Pass Interference, 10 yards, enforced at ATL 17 - No Play.","Box Score"
"","12.00","ATL","NO","12","2023-11-26","2","1:30","3","4","(1:30) (No Huddle, Shotgun) 9-D.Ridder scrambles right end ran ob at NO 38 for 6 yards (20-P.Werner). PENALTY on NO-31-J.Howden, Defensive Holding, 5 yards, enforced at NO 38.","Box Score"
"","12.00","NO","ATL","12","2023-11-26","1","0:22","1","10","(:22) (Shotgun) 4-D.Carr pass incomplete short left to 5-L.Bowden. PENALTY on ATL-20-D.Alford, Illegal Contact, 5 yards, enforced at ATL 42 - No Play.","Box Score"
"","12.00","NO","ATL","12","2023-11-26","1","4:20","1","10","(4:20) (Shotgun) 7-T.Hill right end to ATL 34 for 11 yards (3-J.Bates). PENALTY on NO-87-F.Moreau, Offensive Holding, 10 yards, enforced at ATL 45 - No Play.","Box Score"
"","12.00","NYG","NE","12","2023-11-26","4","10:29","1","10","(10:29) 31-M.Breida right end to NE 13 for 4 yards (48-Ja.Tavai; 8-J.Bentley). PENALTY on NYG-18-I.Hodgins, Offensive Holding, 10 yards, enforced at NE 17 - No Play.","Box Score"
"","12.00","NE","NYG","12","2023-11-26","1","11:09","3","2","(11:09) (Shotgun) PENALTY on NE, Delay of Game, 5 yards, enforced at NE 34 - No Play.","Box Score"
"","12.00","ARI","LA","12","2023-11-26","3","13:30","1","20","(13:30) 2-M.Brown left end to ARI 34 for 6 yards (43-J.Johnson, 0-B.Young). PENALTY on ARI, Chop Block, 14 yards, enforced at ARI 28 - No Play.","Box Score"
"","12.00","CHI","MIN","12","2023-11-27","4","0:55","1","10","(:55) PENALTY on MIN, Defensive Too Many Men on Field, 5 yards, enforced at MIN 13 - No Play.","Box Score"
"","12.00","LA","ARI","12","2023-11-26","2","4:59","2","5","(4:59) 23-K.Williams left tackle to ARI 20 for 5 yards (55-D.Stills). PENALTY on LA-17-P.Nacua, Offensive Holding, 10 yards, enforced at ARI 25 - No Play.","Box Score"
"","12.00","KC","LV","12","2023-11-26","4","3:20","3","8","(3:20) (Shotgun) PENALTY on KC-74-J.Taylor, False Start, 5 yards, enforced at LV 8 - No Play.","Box Score"
"","12.00","KC","LV","12","2023-11-26","3","0:13","1","10","(:13) (Shotgun) 25-C.Edwards-Helaire right guard to LV 32 for 11 yards (5-D.Deablo). PENALTY on KC-74-J.Taylor, Offensive Holding, 10 yards, enforced at LV 43 - No Play.","Box Score"
"","12.00","KC","LV","12","2023-11-26","2","0:30","3","3","(:30) (Shotgun) 15-P.Mahomes pass short left to 84-Ju.Watson for 3 yards, TOUCHDOWN. PENALTY on KC-84-Ju.Watson, Taunting, 15 yards, enforced between downs.","Box Score"
"","12.00","ARI","LA","12","2023-11-26","3","12:18","3","32","(12:18) (No Huddle, Shotgun) PENALTY on ARI-83-G.Dortch, False Start, 5 yards, enforced at ARI 16 - No Play.","Box Score"
"","12.00","HOU","JAX","12","2023-11-26","4","3:01","1","10","(3:01) (Shotgun) 7-C.Stroud scrambles left end to HOU 27 for 16 yards (23-F.Oluokun). PENALTY on JAX-37-T.Herndon, Defensive Holding, 5 yards, enforced at HOU 27.","Box Score"
